Filename,Transcript
d1075-T0,ja her s*** si sind nünzehundertföifezwänzg uf d wält choo und daa in basel ufgwachse
d1075-T1,was für erinnerige händ si a iri chindhäit
d1075-T10,hèts e gwǜssi ändrig gää
d1075-T100,wos äu sicher hüt nò e gwǜssi bedüütig hèt aber
d1075-T1000,wil äär vo
d1075-T1002,italjèènische khapitalischte sag ìch deene jez
d1075-T1003,wo ires gält in d schwiz verschoobe händ
d1075-T1004,hèt me billigi liire bechoo
d1075-T1006,aso mi vatter hèt nìt e schègg bechoo
d1075-T1007,für dä geegebetraag won äär dò in baasel in schwizer franggen iizalt hèt sondern aifach ain schraiben
d1075-T1008,er haig en aarächt uf soo ùnd so vil liire
d1075-T1009,wo miir nòchher händ khönne drei wuche feerie
d1075-T101,zunere gwǜsse ziit wo d iischtelligsmängi
d1075-T1010,geschtalten an dr aadria das ìsch zum bischpil e khonggrets bischpil
d1075-T1011,ainzelbischpil wie waarschinlìch daas hunderti jò tuusigi
d1075-T1013,vo italjèèner praggtiziirt händ
d1075-T1014,d schwiizerbangge händs aifach uf die aart glööst das probleem
d1075-T1015,si händ den khai gält möse verschiebe sondern
d1075-T1017,schwiizer händ doo ires s geegewèrt iizalt nìt
d1075-T1019,ùnd sii sìnd iri liire looswoorde dehai nìt
d1075-T102,die sone mobiilmachig chönd schtööre das
d1075-T1022,wie händ sii wèret em chrieg d flüchtlingspolitik vo de schwiiz empfunde
d1075-T1023,dòò bin ìch äu überzüügt gsìì ùnd zwaar
d1075-T1024,wäg de tailwis doch seer miniime razioone
d1075-T1026,wo miir jungi lüt
d1075-T1027,schpeziel äu im iisaz
d1075-T1028,nachher i de unterofiziirschuel
d1075-T1029,nìt föörigi razioone ghaa
d1075-T103,nìt liniirt gsii ìsch
d1075-T1030,wemmers nìt nò esoo häte chönen ufbessere aber doch
d1075-T1031,flaisch äu broot
d1075-T1032,s broot ìsch jo äu voo
d1075-T1034,chlaibuure braggtisch nie bache woorde
d1075-T1035,folglìch händ si iri brootmäärggli äu bruucht
d1075-T1037,aso brootmäärggli häm mìr nie bechoo nìt
d1075-T1038,mìr händ wie gsait die milch raam
d1075-T1039,äu aijer sind jo razioniirt gsì
d1075-T104,ìsch das seer oft ebe misbruucht woorde indäm me bischbiilswiis
d1075-T1040,die määrggli hämmer bichoo wil si das sälber ghaa händ nìt
d1075-T1041,aaber ùnd durch daas hèt me wirgglìch s gfüül ghaa das boot ìsch vol
d1075-T1043,das ìsch e generelli uufassig gsì
d1075-T1044,was händ si dän devoo ghalte dass so vil flüchtling a de grènze
d1075-T1046,immer nò umschtritte wie vil flǜchtling zrùgg gwììse woorde sind
d1075-T1047,händ sii phersöönlichi momänt no in erinnerig aso äu erläbt
d1075-T1049,mir händ
d1075-T105,das hèt men aso im eerschte momänt bewacht
d1075-T1051,das nìd erläbt ììch waiss es nuur vo mim vatter
d1075-T1052,woo jo doo in dr langen eerle do hine wo dò d gränze bildet
d1075-T1053,zwüsched dr schwiz ùnd riechen ùnd baasel nìt
d1075-T1054,dò sind jò enòòrm vil flǜchtlinge
d1075-T1055,enòòrm aso nacht für nacht sind flǜchtling nìt nùr jǜǜdischi
d1075-T1057,sondern äu faaneflǜchtigi
d1075-T1058,sìnd in d schwiz iine choo nìt
d1075-T1059,ìch ha sälber han ìch
d1075-T106,won iich aagschtelt woorde bi bi de sò̃ò̃do bin ich dur e daame aagschtelt woorde
d1075-T1060,e bekhante wo äu jǜǜdische flǜchtling gholffe schuelkhameraade
d1075-T1061,gholffe hèt doo ǜber d gränze z choo ùnd d schwiizer händ si innegloo
d1075-T1063,obwols aso d gränze zimli stargg bewacht gsì ìsch doo
d1075-T1064,nachdäm me de schtacheldroot
d1075-T1065,haag hèt khöne unterwandere nìt
d1075-T1066,ìsch me in de schwiz gsì ùnd ìsch nìt zrugg gschiggt woorde aso baasel schpeziel hèt enòòrm vil flǜchtigi ufgno nìt
d1075-T1067,drùm
d1075-T1068,dass sind natürlìch doch e borzioon gsì aso ich cha jez nur vo baasel reede ùnd
d1075-T1069,aber äu vo vo dr oschtschwiz vom sanggaller riitaal won ìch e dante gha haa nìt
d1075-T107,wo nìt natuurwisseschaftlere gsii isch
d1075-T1072,won ich öppedie äu no i d feerie gange bi
d1075-T1073,döt händ si das gliichen äu ghaa
d1075-T1074,seer vil dé döört händ si vor alem dän jǜǜdischi flǜchtling ghaa nìt woo
d1075-T1077,uss ööschtrich wien choo sind nìt
d1075-T1078,ez naa e chli zumne andere theema zum bild vom damaalige altaag hät
d1075-T108,nachher hèt men e phersonaalabtailig ghaa mit zwaihundet lüt
d1075-T1080,äu immer e chli en schtèrcher ufkomende schäuschpoort ghöört
d1075-T1081,hät äu under anderem zur intergrazioon vo de volksgemainschaft ghöört
d1075-T1082,im fuessbal ìsch s dän äu grad zunnere politische manifeschtazioon choo
d1075-T1083,möged si siich als junge maa no aa
d1075-T1084,daas schwiiz-groosstüütschland-länderschpiil erinnere
d1075-T1085,joo dò mag ich mi erinnere jò
d1075-T1086,seer vil lüt i öisem bekhanteggrais händ gsait s ìsch guet
d1075-T1087,das tüütschland uusegfult ìsch dò ìsch vilìcht en anderi iischtellig
d1075-T1089,in baasel als in züri wil mir so diräggte khontaggt ghaa händ
d1075-T109,wo lüt aagschelt hèt aso me cha saage vo ainer
d1075-T1091,aso schpeziel di eltere lüt wo den das gsee händ de wandel
d1075-T1092,früecher isch me mit fröide go zvieri ässen uf gränzach aber blözlìch
d1075-T1093,me hèt das nümme wellen ǜber sich ergoo loo nìt
d1075-T1094,das gethuue dò nìt
d1075-T1095,e seer e groossi awersioon geegen das döitschtum
d1075-T1096,hèt eggsischtiirt ùnd eggsischtiirt
d1075-T1097,ich cha jez nur vo baasel reede äu jez nò
d1075-T1098,nìt nuur in miiner generazioon sondern äu jüngeri
d1075-T1099,khoomischer wiis wo mit düütschte gränzgänger z tue händ nìt
d1075-T11,do ìsch me blözlich sich bewust woorde iezt
d1075-T110,fǜr di phersöönlìchi hügieene oder soo nìt hèt me bròcht dä khontaggt isch doo gsì
d1075-T1101,schpeziel natüürlìch äu mit ossi woo bizli en aigenartigs
d1075-T1102,möged si sich dän na phersöönlìch a das
d1075-T1104,aaber döt hèt me natüürlìch
d1075-T1105,vilìcht duurch d armee durch di aigeni armee hèt me sich seer schtargg gfüült
d1075-T1106,wobii di säli armee ìsch jò e drägg wäärt gsìì mer scho vo de bewaffnig häär nìt
d1075-T1108,gegenǜber dene phanzer nìt wo phoolen ǜberrolt hèt nìt
d1075-T1109,hät men ainngentlìch sölle sich bewusst si
d1075-T111,phersoon uf zwaihundert lüt erwaithert nìt
d1075-T1110,das uns s gliiche chönti in chürzeschter frischt passiere nìt
d1075-T1111,me hät si vilìcht chönne schpööter den am redüi e bìzli uffhalte nìt
d1075-T1112,aber äu die ganze falschirm
d1075-T1113,das hèt uns z dängge gää nìt
d1075-T1114,das halt e gothardfeschtig nümme daas ìsch
d1075-T1115,wass emòl gsìì ìsch nìt äu säli zit scho nìt
d1075-T1116,sind plözlìch ganz anderi mittel iigsezt woorde vo de düütsche
d1075-T1117,als in den heerkhö̀mmlichen armeen nìt
d1075-T1118,me ìsch nüme z marschiere cho nìt heh sondern me hèt ebe
d1075-T112,telefoonische khontaggt gha nìt
d1075-T1121,falschìrmjèèger abgesezt nìt
d1075-T1123,ùnd hèt phanzer iigsezt nìt ùnd de dò häte mìr khaini waffe gnüegende waffe ghaa das z bekhämpfe
d1075-T1126,bis wän händ si dän en siig vo tüütschland für möglich oder sicher ghalte
d1075-T113,ùnd das ìsch aso e schlächti zit gsii ùnd das hèt sich jez natürch uusgwììrggt
d1075-T1132,chriegsbegin mit russland
d1075-T1133,e ebe schpeziel durch unsere leerer gruuner
d1075-T1134,wo gsait hèt an russland ìsch nò jeedi nazioon zgrund gange nìt
d1075-T1136,wobii das äu en eggstrapolazioon gsìì ìsch nìt
d1075-T1137,wil die russische khämpfer sind jo waansinigi khämpfer gsì
d1075-T1138,ìch main dò hèt me sache ghöört ebe schpeziel äu vo
d1075-T1139,vo kholeege wo in russland gsì sìnd
d1075-T114,aber dò hèts aso khai haigoo gää wirgglìch nìt
d1075-T1140,ùnd nòchher chemii schtudiirt händ i de schwiz nìt aaschliessend
d1075-T1141,die händ jò vor de angscht vor em russische khämpfer vom ainzelkhämpfer
d1075-T1142,woo sii aifach uf e bäum uffe aabunde händ döt oobe
d1075-T1143,duesch du jez di düütsche bekhämpfe mit dène mittel wo mir dir mitgänd nìt
d1075-T1144,aber die händ ganz enoormen iisaz glaischdet die russe
d1075-T1145,ùnd i gläub i däm momänt hèt me scho gsait
d1075-T1146,i gläub das ìsch jez de gröschti fääler gsì
d1075-T1147,dass glingt nìt das eggsperimänt
d1075-T1148,schpeziel weme den in de zittige so
d1075-T1149,ich ha jo doo ebe esoo fottene zämedrait
d1075-T115,das me vil z vil phersonaal ghaa hèt in sämtliche betriibe öb das bangg öb das khemii gsìì ìsch z baasel nìt
d1075-T1151,wie die döt hèt jò nur das pfèrd nò e gueti rolle gschpilt
d1075-T1154,di ganzi motorisierig hèt ebe döt nümme glangt nìt wèg em drägg
d1075-T1155,was händ si bi de landig vo de aliirte in òiroopa empfunde
d1075-T1156,juu aso i main me hèt döt schoo aagnoo dass die amerikhaaner
d1075-T1157,natüürlìch gnüegend zit jez ghaa händ sich ufzrüschte
d1075-T1158,ùnd das das eggsperimänt
d1075-T1159,droz dünkirchen also main das hani ä nò erläbt nìt
d1075-T116,händ si den in ire bekantschafte arbetsloosi
d1075-T1160,woo d ängländer ganz
d1075-T1161,ùnd enoormi verluscht ghaa händ nìt das ìsch jò s eerschte landigseggsperimänt gsì nìt
d1075-T1162,das dr amerikhaaner ebe mit sine unhaimliche mittel
d1075-T1164,döt scho oni das iich ameerikha khent ha
d1075-T1165,hütte dräu ich den amerikhaaner eben alles zue nachdäm me e gwǜsse iibligg ghaa hèt nìt bi zwaiehalb joor
d1075-T1166,bini fescht dääne gsì
d1075-T1167,ùnd ha mindeschtens nò anderhalb joor nachher i mim bruef in ameerikha verläbt nìt
d1075-T1168,bringe si s fèèrtig nìt si mönd ä nìt lang
d1075-T117,iich bi relatiif als juugendlìche scho verwöönt gsìì indäm ich
d1075-T1170,wie bi uns in dr schwiz
d1075-T1171,sondern wen emòl öppis beschtimt ìsch wìrds dùùrezooge nìt
d1075-T1176,ändi vom chrieg händ sii
d1075-T1177,d uuoo absolwiirt ich gläub in dübedorff
d1075-T1178,in dübedorff jawol
d1075-T1179,wie händ sii
d1075-T1181,de achti mai nünzehundertfòifevirzg verbracht
d1075-T1182,das ìsch e groossi entüüschig gsìì für unser uusbildigsphersonaal
d1075-T1184,mag mi nò guet erinnere mer händ
d1075-T1185,zum khriigsènde häm mir e nachtässe ghaa
d1075-T1186,uf dr waldmansbuurg obe
d1075-T1188,ùnd das ìsch e eer e truurschtimmig gsìì
d1075-T1189,als e fröideschtimig will
d1075-T119,i ds usland wìs hütte täätigt wìrd
d1075-T1190,s unsere inschtruggtoore
d1075-T1191,händ gmèèrggt jez chunt e nöiji e ziitabschnit fǜr sii
d1075-T1192,ich wäärend em chrieg händs
d1075-T1193,es ìsch jò braggtisch niemer
d1075-T1194,jezt goots uns uf en aart an khraage
d1075-T1196,ùnd ìch mag mi seer guet erinnere an säl
d1075-T1197,wo an sich a fröidefèscht hät sölle sii jez ìsch de chrieg ume
d1075-T1198,ìsch e truur aass gsì
d1075-T12,foot dr lääbenskhampf aa vorhäär ìsch men efach in brimaarschuel gange mer händ viir joor brimaarschuel ghaa siner zit
d1075-T1200,wil aifach das bruefsmilitèèr ìsch sich bewusst woorde
d1075-T1201,jez ìsch e e zitpherioode ume
d1075-T1203,soo chönemers äu in zukhunft nümme driibe
d1075-T1204,ùnd s hèt jo sofort den äu refoorme nachhäär gää nìt
d1075-T1205,ganz gewaltigi reforme nìt
d1075-T1206,wo me dailwiis wider hèt mese zrugg buechschtabiere mit em freien usgang
d1075-T1207,wo wo e zitlang jeede soldaat ghaa hèt nìt
d1075-T1208,das hèt me wider mesen abschaffe wil me d lüt aifach nümme zämebrocht hèt
d1075-T1209,wens emòl wiirgglìch drufaa choo ìsch aso drufaa choo ìsch nìt
d1075-T121,hämmer ainglich khaini arbetsloose lüt khent
d1075-T1210,taag ùnd nacht nìt
d1075-T1211,wie hät sich dän ebe konkreet
d1075-T1212,döt bin ich beraits in dr ich han e schpeziaalunterofiziirsschuel gmacht
d1075-T1213,wo diräggt in d ofiziirsschuel gfüürt hèt aso ìch ha de unterofiziir han ìch nìd abverdient de ggorporaal sondern
d1075-T1214,das ìsch gloffen als schpeziaalunterofiziirsschuule
d1075-T1216,me hèt döt hèt me nooni dänggt das i dem joor fümfevirzig de chrieg wiirgglìch so rasch den z änd goot nìt
d1075-T1217,doo ùnd me hèt dringend ofiziir bruucht nìt
d1075-T1219,drùm nach dr unterofiziirsschuel bin iich beraits
