Filename,Transcript
d1082_1-TLI_0,a das han i na vegässe z säge am aafang
d1082_1-TLI_1,wämmer äfach vo ine es
d1082_1-TLI_10,was für erinnerige händ si a iri chindhäit
d1082_1-TLI_100,und dänn äini vo den eerschte chrankekassene
d1082_1-TLI_101,isch induschtrii gsii
d1082_1-TLI_102,das han i aber wider vo mim bekante ghöört vom röbi risler
d1082_1-TLI_103,mhm
d1082_1-TLI_104,ja da und uf dem umwääg oder ich säge schliichwääg
d1082_1-TLI_105,isch es ine dänn eventuell glunge
d1082_1-TLI_106,au lüüt ufmärksaam z mache
d1082_1-TLI_107,uf uf di komunistisch partei und
d1082_1-TLI_108,au uf d soziaaldemokraate
d1082_1-TLI_109,und s hät dänn deet ä soo natüürli ä soo chli näbebewegige ggää
d1082_1-TLI_11,also di eerschti ziit vo minere chindhäit
d1082_1-TLI_110,aber das wäiss i ez nööd jaa
d1082_1-TLI_111,aber daas hät er also gmacht er hät überall für d chrankekasse wotiert
d1082_1-TLI_112,und er hät au dehäim
d1082_1-TLI_113,also sowiit ich s überhaupt no mitüberchoo han
d1082_1-TLI_114,sind dummi lüüt won i nöd in e chrankekasse gönd
d1082_1-TLI_115,jaa eso i dem schtiil
d1082_1-TLI_117,si händ z wipkinge gwoont
d1082_1-TLI_12,isch isch äigentlich glüklich gsii
d1082_1-TLI_120,aso es isch esoo gsii
d1082_1-TLI_121,aso miin vatter isch en maa gsii
d1082_1-TLI_122,er er hät e seer e groosses freihäitsbewustsii ghaa
d1082_1-TLI_123,ich aso das was ich jez säge
d1082_1-TLI_124,han iich gfüülsmäässig uufgnoo
d1082_1-TLI_125,er isch ja nüünzehundertsibenedriissg gschtorbe
d1082_1-TLI_126,aber ich hans au
d1082_1-TLI_127,vo minere schwöschter und vo miim brüeder
d1082_1-TLI_128,er hät nöd wele nöime zu fescht aapunde sii
d1082_1-TLI_129,aso was äär
d1082_1-TLI_13,ich bi ufghobe gsii
d1082_1-TLI_130,er hät gschribe i heftli und zwaar er isch schwingrichter gsii
d1082_1-TLI_131,deet ringe und schwinge isch deet öpis ganz
d1082_1-TLI_132,wichtigs gsii i säbere ziit
d1082_1-TLI_133,und er isch a so schwingfäschter ggange
d1082_1-TLI_134,und hät prichtli gschriben über daas i ziitige
d1082_1-TLI_135,jaa das wäiss i
d1082_1-TLI_137,also das isch e viirzimerwonig gsii im
d1082_1-TLI_138,vierte schtok
d1082_1-TLI_139,und äis zimmer isch esoo win e besseri abschtelchammer gsii
d1082_1-TLI_14,inere relatiiv
d1082_1-TLI_140,und dööt hät alsoo mini mueter
d1082_1-TLI_141,und miin vatter gschlaafe es händ grad esoo zwee better drin plaz ghaa
d1082_1-TLI_142,und en chaschte und vilicht na e komode und
d1082_1-TLI_143,dänn hämmer no zwee zimmer ghaa
d1082_1-TLI_144,i äim zimmer hät dänn min
d1082_1-TLI_145,halbbrüeder gwoont und i äim mini halbschwöschter
d1082_1-TLI_146,und miin brüeder und iich mier händ äifach im woonzimmer gschlaafe
d1082_1-TLI_147,aso s isch äifach es isch aso seer seer wenig plaz gsii
d1082_1-TLI_148,und ch ich wäiss das miin vatter isch seer vil äigentlich au
d1082_1-TLI_149,über siis läbe veräärgeret gsii das er s nöd wiiterpracht hät
d1082_1-TLI_15,groosse umfäld
d1082_1-TLI_150,das mier ez daa müend esoo iigängt wone
d1082_1-TLI_151,hät dänn siin loon glanget d familie z ernääre
d1082_1-TLI_152,jaa i der eerschte ziit hät er
d1082_1-TLI_153,aanschiinend no glanget sowiit ich s cha beuurtäile eso bis ungfäär
d1082_1-TLI_154,nünzehundertdrüüedriissg eso aber es isch natüürli scho aso
d1082_1-TLI_155,en üsserschti beschäidehäit
d1082_1-TLI_156,mier händ dänn hii und daa no en zueschtupf überchoo vomen andere brüeder
d1082_1-TLI_157,wo dä isch prokurischt woorde bi zigardür und
