Filename,Transcript
d1198_1-T0,also her t*** chö̀nd sii mir sège
d1198_1-T1,wen si gebòòre sind
d1198_1-T10,immer nò
d1198_1-T100,oder i welne jòòre isch das gsii das si entschide hend si mönd i frömdi
d1198_1-T1000,aafange gad a de gmaindsversammlige
d1198_1-T1001,mer hènd soo hèrti gschprö̀ö̀ch gchaa und esoo lutti gschprö̀ö̀ch a de
d1198_1-T1002,gmaindsversammlige i de chile
d1198_1-T1003,mer hend nu kan andere ruum gchaa
d1198_1-T1004,kan andere saal sus hets ghaisse
d1198_1-T1005,dasch nüme wüürdig das mer i de cherchen in esoo redet he
d1198_1-T1006,oder enand soo aaschrait he
d1198_1-T1007,und dòò isch èbe dèè hugetobler den scho
d1198_1-T1008,dèè gsii wo
d1198_1-T1009,dòò ganz tik det gschtanden isch er isch den gwèèlt wòòrden als
d1198_1-T101,jò da han ich nöd entschide da isch ganz aifach gsii doozmòl
d1198_1-T1010,gmaindròòt dò isch den irgenwie echli ruiger wòòrden aber mer hèt den nò gwüsst
d1198_1-T1011,èèr wèèr den scho esoo en òrganisaatoor he
d1198_1-T1012,hets au chöne
d1198_1-T1013,dem wèèr den da glège
d1198_1-T1014,i hanen mir immer vòr auge ghalte den
d1198_1-T1015,dèè scharli he
d1198_1-T1016,wie dèè den emòl wirkt dò im dòrff ine he
d1198_1-T1017,wie mengen as dòò uf zitte mue den he
d1198_1-T1018,was hend si sich dòò vòòrgschtelt
d1198_1-T1019,chönt si daa echli schildere
d1198_1-T102,en puurebueb isch jò nöd in fròòg choo sinner zit das er i
d1198_1-T1020,jò gschèftlich han ich nò vercheert mitem met
d1198_1-T1021,aber jò me hèt scho gwösst dass
d1198_1-T1022,wo nöd schpuuret
d1198_1-T1023,oder den nò degège sind
d1198_1-T1024,was sind das für lüüt gsii wo dòò verschwunde wèèret
d1198_1-T1025,jò
d1198_1-T1026,was sind das für lüüt gsii
d1198_1-T1027,jò
d1198_1-T1028,vòr alem di katolische
d1198_1-T1029,oder ain wo sich überhaupt risggiert hèt
d1198_1-T103,ii landwirtschaftlichi schuel gèèngt
d1198_1-T1030,da mach iich den nöd mit he
d1198_1-T1031,ain wo da òffe gsait hèt dè het daa nöd mengmòl möse sège
d1198_1-T1032,was mained si mit daas machi nöd mit was mained si mit daas
d1198_1-T1033,jòò
d1198_1-T1034,s ganz gschrai dòò
d1198_1-T1035,wo die gmacht hènd he
d1198_1-T1036,bini halt èbe drüü tèèg im arèscht ggsii scharffen arèscht he
d1198_1-T1037,chönd sii sège wòrums ggangen isch i dèm gschrai
d1198_1-T1039,aso mee we aine woni hüt nò gueti beziejige ha
d1198_1-T104,oder scho nid i d seggundaarschuel
d1198_1-T1040,emòl ghaisse dèè chaib wööremer den verschüüsse he
d1198_1-T1041,da sin vatter isch abgholt wòrde wil er aifach als katolik guet iigschanden ischt
d1198_1-T1042,dèè isch abgholt wòrden und nie mee gsee
d1198_1-T1043,da isch der ainzig ggsii mit dem riseguraaschi wò dèè gchaa hèt
d1198_1-T1044,aber in i irem aigne dòrff
d1198_1-T1046,mit em gweer komplet de ganzi
d1198_1-T105,den simmer i de achte klass èbe nò drüü puurebuebe gsii
d1198_1-T1053,wie isch es i irem aigene dòrff gsii was hend
d1198_1-T1054,was wèèr daas gsii
d1198_1-T1055,aso das sogenante daas
d1198_1-T1056,uf al fèl het jede mösen aafange ruig wèrde
d1198_1-T1057,oder den wèèr er nüme dòò
d1198_1-T1058,möse
d1198_1-T1059,wüeschten uustrugg uf d schnòre hòke
d1198_1-T106,und den hèt me siich isch me siich uf henau go vòrschtele i d mööbelfabrigg doozmòl
d1198_1-T1061,jòjò
d1198_1-T1062,hènd sii gfürchtet drum
d1198_1-T1064,es chönt ene au nèbis passiere
d1198_1-T1065,jò vilicht hami döt scho nò z wenig
d1198_1-T1066,iigsezt gcha für für irgend
d1198_1-T1067,i ha nöd wöle go kèmpfe för die die
d1198_1-T1068,dene sovil besser söl gòò dò uss he
d1198_1-T1069,wens im dòrff
d1198_1-T107,und zum glük hend si mi nöd aagschtelt um achtezwanzg rappe schtundeloo
d1198_1-T1070,zuezwil soo en
d1198_1-T1071,luutschtarche vertrètter vo de frontischte
d1198_1-T1073,ggee ghaa hèt isch das e groossi gruppe gsii
d1198_1-T1074,nai die isch nöd grooss gsii he
d1198_1-T1075,waa den nò gsii ischt isch vòr alem
d1198_1-T1076,di katolisch jungmanschaft mir sind jò e katolisches dòrff gsii wieni scho gsait
d1198_1-T1077,und glaub wen die hènd den amel nò so groossi
d1198_1-T1078,und de sèb gaischt hèt scho nò chli
d1198_1-T1079,der iifluss gchaa
d1198_1-T108,wie lang hends das gmacht
d1198_1-T1080,das en gègepool gsii isch gège di andere sache
d1198_1-T1081,da han ich also wö
d1198_1-T1082,aigentli esoo aglueget he
d1198_1-T1083,die katolischi jungmanschaft hèt doo
d1198_1-T1084,au en zwek erfült
d1198_1-T1085,en guete zwek he
d1198_1-T1086,ganz sicher he
d1198_1-T1087,aber chönd si mir sège
d1198_1-T1088,waas den
d1198_1-T1089,moment churz
d1198_1-T109,zum baize baize de ganz taag baize
d1198_1-T1090,churz waarte nò
d1198_1-T1092,aso waas hènd di aine wöle und waas hènd di andere wöle
d1198_1-T1093,jò
d1198_1-T1094,sind aifach zwoo komplet gegenander gsezti idee gsii nöd
d1198_1-T1096,joo dasch ez nöd emòl so liecht he
d1198_1-T1098,jò
d1198_1-T1099,aber dòò drunder chani mir nò nöd vòòrschtele um was es ggangen isch
d1198_1-T11,und da isch den nò
d1198_1-T110,het mir für s lèbe jò überhaupt nüüt pròòcht he
d1198_1-T1100,jòò vòr alem die
d1198_1-T1101,jungmanschaft vo dère sète sitten uus isch èbe nò
d1198_1-T1103,sogenant vatterlandsgaischt nò im vòdergrund gschtande nööd
d1198_1-T1104,und dèè hèmmer doo taatächli au ghaa
d1198_1-T1106,vo dem wommer gaar nüme redt hüt nöd
d1198_1-T1107,was hèt das bedüttet vatterlandsgaischt
d1198_1-T1108,jò schwizer me hèt e vatterland he
d1198_1-T111,und d mueter hèt dòò aifach im
d1198_1-T1111,und da isch aifach äin begriff gsii wo
d1198_1-T1112,de hèmmer dine gchaa im hèrz ine he
d1198_1-T1113,daa hèt mer aim nöd sofòrt chöne
d1198_1-T1114,dur en vòòrtraag abschwäze he
d1198_1-T1115,aber was hèt den dè
d1198_1-T1116,dèè frontischt dè luutschtarchi in zuezwiil was hèt dèè wöle polittisch
d1198_1-T1117,dèè hèt sich jò für nèbis iigsezt i dene
d1198_1-T1118,wilde diskussioone wi si gschilderet hend
d1198_1-T1119,jòò da wèèr sofòrt inen anderi richtig glauffe nöd
d1198_1-T112,wiiler suntigsblètli inen en inseraat gfunden en uuslaüffer isch gsuecht in e mezgerai
d1198_1-T1122,den glèrnt iischpuure he
d1198_1-T1123,i weli weli richtig den was isch was isch das für e
d1198_1-T1126,jòò rain hittlerisch he
d1198_1-T1127,rain
d1198_1-T1128,au wen si dèè uf em betriib gsee hènd he dè hèt den
d1198_1-T1129,au döt nu militèèrischi komando uselo
d1198_1-T113,und gaschthòòf uf betwese
d1198_1-T1130,guet
d1198_1-T1131,er hèt en guet organisierte betriib gchaa zum schtuune guet
d1198_1-T1134,au im i de andere richtig gmach he
d1198_1-T1135,und dò wèèr den kain verschoont plibe he
d1198_1-T1136,die won er uf em chòrn gchaa het die sind den aifach dra choo
d1198_1-T1137,èbe a dene versammlige scho
d1198_1-T1138,dasch immer gschpant gsii seer gschpant
d1198_1-T1139,uf di nö̀chscht bürgerversammlig
d1198_1-T114,do isch me sich nöd go vòòrschtele doozmòl dò isch aifach e telifoon gsii und den hèts ghaisse den und den muen dèè dòòsii he
d1198_1-T1140,wele nint er ez wider he
d1198_1-T1141,oder wa für e theema chunt schpezièl draa
d1198_1-T1142,èbe den sind amel die
d1198_1-T1143,die wüeschte reede choo he
d1198_1-T1145,machtergriiffig
d1198_1-T1146,gwössi angscht schoo jo
d1198_1-T1147,vòòr esoo eme mensch
d1198_1-T1148,er hèt nöd ali erfasst
d1198_1-T1149,glaube nöd ali
d1198_1-T115,er mue nò e welo mitbringe
d1198_1-T1150,aifach die
d1198_1-T1151,die wo aifach
d1198_1-T1152,dò gets nüüt z bòre draa
d1198_1-T1154,aigentli nööd he
d1198_1-T1155,isch es es theema gsii
d1198_1-T1156,wani scho erwèènt ha dòò
d1198_1-T1157,die paar fraisinige wo mir doo no als fraimuurer bezaichnet hend
d1198_1-T1158,die hend echli öppe wider echli
d1198_1-T1159,schtaub ufgwirblet he mit irnen idee he
d1198_1-T116,und guet gnagleti holzschue nöd
d1198_1-T1160,was den für idee
d1198_1-T1161,jò
d1198_1-T1162,fraisin mee
d1198_1-T1164,mee fraihait und wais got was ales he
d1198_1-T1167,nai sind kai jude gsii
d1198_1-T1169,aber wa woo beschtòòt ez dè
d1198_1-T117,den bin ich uf das betwese choo und
d1198_1-T1170,dè zemehang zwüsched juden und dene fraisinige und de nòijen idee
d1198_1-T1172,dò bini auch chli z wenig nö̀ö̀ch gschtanden am nazizüüg dasi daa chö̀nt
d1198_1-T1173,esoo sège nöd i bi den
d1198_1-T1174,isch jò den au nò soo gsii i ha
d1198_1-T1175,woni den guet zwanzgi gsii bi und emòòl wider echli i de frö
d1198_1-T1176,wider i de fröndi gsi bi
d1198_1-T1177,han ich au e
d1198_1-T1178,ab und zue mòl
d1198_1-T1179,risggiert annere versamlig i de chèèserai oder so
d1198_1-T118,isch e chliine dòrffmezgerai gsii he
d1198_1-T1180,e wootum z bringe
d1198_1-T1181,dò hèmmer au aine gchaa im dòrff
