Filename,Transcript
d1215_3-TLI_0,i i hät se auso nid söuen aahalte aber do han i ja daas nid gwüsst
d1215_3-TLI_1,u nächär isch si haut o wider use
d1215_3-TLI_10,i bi hinger ds doorf wo dii
d1215_3-TLI_100,si daas nid irer unifoorme gsii wo si
d1215_3-TLI_101,uurschprünglech gha hei
d1215_3-TLI_102,das sii chleider gsi wo ne di dütsche ggää hei
d1215_3-TLI_103,irer unifoorme hei se ne wäggnoo
d1215_3-TLI_104,und hei ne näär verlumpt verlunts züüg ggää
d1215_3-TLI_105,und si sii au natüürlech echli mitgnoo gsii
d1215_3-TLI_106,und si natiirlech froo gsi das si
d1215_3-TLI_107,jez doo i de schwiiz si
d1215_3-TLI_108,und de het me se de polizei überggää u när der ander taag i de freiziit
d1215_3-TLI_109,het mer näär de raphort gschribe deheime
d1215_3-TLI_11,wääge vo de gränze au si zämechoo
d1215_3-TLI_110,aber si händ ja kä russisch chöne nim i aa
d1215_3-TLI_111,nei aber mi het sich eigedlich immer chöne verschtändige
d1215_3-TLI_112,mi het eifacht eifach gredt nume
d1215_3-TLI_113,so beschtimti wörter und
d1215_3-TLI_114,duu döitschland und de sii
d1215_3-TLI_115,duu schweiz oder soo isch das ggange hä
d1215_3-TLI_116,mi het und d veschtändigung isch eigendlich
d1215_3-TLI_117,me het gfroogt duu militäär woo
d1215_3-TLI_118,und da hei si is zeigt
d1215_3-TLI_119,zeigt oder gseit weli einheit oder waas
d1215_3-TLI_12,dert isch so des
d1215_3-TLI_120,mit het das aus notiirt
d1215_3-TLI_121,und chuurzi nodiize gmacht für näär der raport z schriibe
d1215_3-TLI_122,wohäär sind denn si choo di russe
d1215_3-TLI_123,di si vo singe gsii
d1215_3-TLI_125,aber i weler
d1215_3-TLI_126,aluminiumwäärk i weiss
d1215_3-TLI_127,nüm genau i weler fabrigg das si gschaffet hei
d1215_3-TLI_128,sölemer schnäll nooluege vilicht
d1215_3-TLI_13,kattolisch döt obe döt isch es chrüüz gsii a der wääggablig
d1215_3-TLI_130,aber s isch nöd
d1215_3-TLI_131,aluswiss oder magi oder
d1215_3-TLI_132,vilicht
d1215_3-TLI_133,nei i gloube s si nid schwizer fiirme gsii
d1215_3-TLI_135,die wo z trasedinge inechoo si
d1215_3-TLI_136,di si meistens us der aluu
d1215_3-TLI_137,muttaschinge choo
d1215_3-TLI_138,i weisch nid isch daas on e schwizer betriib gsii
d1215_3-TLI_14,und dört bin i gsii
d1215_3-TLI_140,muttaschinge das isch bi waldshuet das isch möglech das daas
d1215_3-TLI_141,der aluuswiss ghöört het
d1215_3-TLI_143,aber aso si händ sich verschtändigt mit ine wohäär sind denn die choo us russland us welere regioon
d1215_3-TLI_145,aso oder andersch gfrogt
d1215_3-TLI_146,das warschinli s eerscht mol das si russe begegnet sind
d1215_3-TLI_147,jaa
d1215_3-TLI_148,sind si druf voorberäitet gsii das es das chönt sii das russe a di gränze chömed
d1215_3-TLI_149,joo do het me eigendlech do isch
d1215_3-TLI_15,und es isch öppe afe haubi eis gsii
d1215_3-TLI_150,aui mögliche nazioone choo hä
d1215_3-TLI_151,aber oui wo choo si si o e ziit lang i dütschland gläbt
d1215_3-TLI_152,und hei
d1215_3-TLI_153,sich mit dütsch irgendwie chönne verschtändige
d1215_3-TLI_154,das isch immer ggange
d1215_3-TLI_155,was isch iren befeel gsii
d1215_3-TLI_156,z mache wenn chriegsgfangeni oder zwangsaarbäiter uuftauched a de grenze
d1215_3-TLI_157,ausoo zwangsaarbeiter
d1215_3-TLI_158,hei mer denn chönnen aanää ussert
d1215_3-TLI_159,mi chön si diräkt a de gränzen abfoo und gad wider zruggschike
d1215_3-TLI_16,baud ziit für fürobe z mache
d1215_3-TLI_160,aber di si o nid am taag choo und z nacht si mer immer
d1215_3-TLI_161,mee rükwärtig gsii
d1215_3-TLI_162,und de het me gseit das isch nüm a de gränze auso mir hei si immer aagnoo
