Filename,Transcript
d1083_2-TLI_0,und das händ sii nachane vechauft
d1083_2-TLI_10,aja
d1083_2-TLI_100,und dänn bin ich mit im eben emaal
d1083_2-TLI_101,deet übere
d1083_2-TLI_102,und dänn nacher hät er en daa irgedwie
d1083_2-TLI_103,undersuecht dänn säg ich deete tuet s em wee
d1083_2-TLI_104,und dänn isch dä
d1083_2-TLI_105,aso ja är isch äifach dä tüüp
d1083_2-TLI_106,und ch ich wil ez nid säge es isch en juud gsii aber es isch äine gsii aber er isch dänn
d1083_2-TLI_107,er isch nachär
d1083_2-TLI_108,er hät mini fründin aso
d1083_2-TLI_109,die jüngscht vo dene ẽscheniöörtöchtere ghüraatet
d1083_2-TLI_110,und die und hät aso ich
d1083_2-TLI_111,und dä hät er äifach grad frisch schtudiert ghaa
d1083_2-TLI_112,und dänn hät dä mier gsäit
d1083_2-TLI_115,und dänn han ich em daas erchläärt und dänn säit er
d1083_2-TLI_116,jaa mir händ devoo gredt
d1083_2-TLI_117,d ulzeraa dä
d1083_2-TLI_118,dings ghaa wi säit me en ulkus und
d1083_2-TLI_119,wi säit mer em uf tüütsch
d1083_2-TLI_12,und er hät s uusgfüert dänn wien er s hät wele
d1083_2-TLI_121,und dänn hämmir e
d1083_2-TLI_122,dings überchoo
d1083_2-TLI_123,wo me aso d undersuechig hät ggää das die
d1083_2-TLI_124,das das en das magegschwüür glaub ich am am besseren isch
d1083_2-TLI_125,und dänn han ich im das gsäit
d1083_2-TLI_126,und dänn hät dä miir gsäit
d1083_2-TLI_127,jez chöm iich mit miim blöödsinige läieverschtand und
d1083_2-TLI_128,und red im da vo
d1083_2-TLI_129,ulzeraa und dänn han ich gsäit näi
d1083_2-TLI_13,d bewegig händ si zäichnet oder
d1083_2-TLI_130,ich wüssi genau ulkus seg d äizaal und und
d1083_2-TLI_131,und ich heg nid i dr meerzaal gredt
d1083_2-TLI_132,aber es isch dänn soo choo ich han dänn prüelet
d1083_2-TLI_133,und dänn losed einisch iir dörfed nid soo mit mir frou rede
d1083_2-TLI_134,und dänn ich mäin es isch dänn nacher sowiit scho
d1083_2-TLI_135,aber er hät ä gmäint
d1083_2-TLI_136,und dänn händ si us dem use gmäint er seg würklich en schwindler und das isch halt dänn
d1083_2-TLI_137,für öises ganz läbe furchbaar schwäär woorde
d1083_2-TLI_139,und wänn er öppis gsäit hät händ s em s halt glaubt
d1083_2-TLI_14,ich han äifach us em lääm han ich irgedwie soo
d1083_2-TLI_141,mir händ vom vatter vo büechere
d1083_2-TLI_142,hämmiir no so und so vil prozänt amig überchoo
d1083_2-TLI_143,und dänn händ si öis gschriben es gäb nomaal e nöii uuflaag
d1083_2-TLI_144,und dänn han ich nie öppis überchoo und dänn hämmer emaal gfrööget
d1083_2-TLI_145,ez hät das äifach de dejong phalte
d1083_2-TLI_148,ich wäis nid hät er es geometriileerbuech gmacht
d1083_2-TLI_15,ich han er hät immer wele bewegig mache
d1083_2-TLI_150,wie isch das gsii i däre chriegsziit es isch jaa
d1083_2-TLI_151,razioniert gsii wider emaal wie im eerschte chrieg scho
d1083_2-TLI_152,wi isch wie isch de altaag gsii isch das schwirig gsii für sii
d1083_2-TLI_153,mir händ aso ich ha halt immer gnueg ghaa ich wäis nid
d1083_2-TLI_154,d lüüt händ immer gärn no brootcharte und
d1083_2-TLI_155,und ich ha miich immer gfröit wänn ich zuker oder
d1083_2-TLI_156,oder also soo öppis oder butter und so
d1083_2-TLI_157,han ich gärn iitüüscht und dänn han ich
d1083_2-TLI_158,dem
d1083_2-TLI_159,wo d marggen under sich ghaa hät im schtathuus
d1083_2-TLI_16,sii chönd da die drei daa ä no luege
d1083_2-TLI_160,dem sini tochter han ich ghaa im klavier
d1083_2-TLI_161,und dä hät e luschtigi frau ghaa
d1083_2-TLI_162,di hät miir immer wele märggli gää und ich han immer nid wele
d1083_2-TLI_163,ich ha nid öppis asigs
d1083_2-TLI_164,und si hät immer gmäint defür
d1083_2-TLI_165,gäb ich dänn e besseri schtund und tög s besser iitäile
d1083_2-TLI_166,und taat es aber nicht und dänn
d1083_2-TLI_167,wo die iitäilig choo isch sind irer zwoo gsii vo müetere
d1083_2-TLI_168,wo bäidi gmäint händ si heiged es schpeziaalrächt
d1083_2-TLI_169,di äint isch vom tiräkter vo der gsii und
d1083_2-TLI_17,ich han gaar nüüt chöne moduliere modeliere
d1083_2-TLI_170,dr die ander isch ebe die gsii
d1083_2-TLI_171,und dänn händ si gsäit
d1083_2-TLI_172,händ die di gliich freischtund ghaa
d1083_2-TLI_173,bäidi händ die säb wele
d1083_2-TLI_174,und dänn sind si da soo kampfberäit gsii und händ wele gsee
d1083_2-TLI_175,win iich miich ez entschäide
d1083_2-TLI_176,und han ich gsäit ja
d1083_2-TLI_177,vilicht seged di bäide daame so früntlich
d1083_2-TLI_178,und gönged mitenand in gang use und töged das mitenand beschpräche
d1083_2-TLI_179,und dänn sind s dänn also ganz zaam umechoo
d1083_2-TLI_18,und won ich gsee han das die andere händ
d1083_2-TLI_180,si wächslid ez ab
d1083_2-TLI_181,händ sii i däre ziit
d1083_2-TLI_182,sind ja äinigi lüüt gflüchtet
