Filename,Transcript
d1228-T10,ich erinnere mich wie det e radfaarerkompanii
d1228-T100,i dinä ärinnerige
d1228-T1000,im im
d1228-T1002,jo
d1228-T1003,do chan ich mich no guet ärinnere
d1228-T1004,aber ebe det i i dere ziit wo won iir won iir da beobachtet händ
d1228-T1005,de fliegerbeobachtungs - und meldedienst
d1228-T1006,de sind jo
d1228-T1007,diä flüügeralärm die sind vo de bevölkerig äbe gar nümmen ärnscht gno wore
d1228-T1008,gar nümmä waar gno worde
d1228-T1009,hät öi da ned au sind eer desse bewusst
d1228-T101,das isch dänn natürlich
d1228-T1010,ggsii dass iir do aigentlich
d1228-T1011,uf än art
d1228-T1012,wiä soll me säge äs schatte fächte
d1228-T1015,mir händ
d1228-T1016,gfunde das
d1228-T1017,das dörfti nöd trozdem nöd unwichtig sii
d1228-T1018,mindeschtens
d1228-T1019,ich wetti säge i dem herbscht viäreviirzig no
d1228-T1021,mir sind nie ganz sicher ggsii obs ned doch au luftkämpf git
d1228-T1022,äs hät jo ainigi gää wiemer wüssed
d1228-T1024,ich würdi ned säge dass
d1228-T1025,dass mir
d1228-T1026,dass mir üsi arbet as nuzlos aaglueget
d1228-T1028,ich dörf nomol säge äs hät
d1228-T1029,wäg vo dä schuel
d1228-T103,jo aber äs hät denn glich e taig in zürcher
d1228-T1031,mir händ au vil chönne schwäze mitenand ds isch
d1228-T1032,di di diszipliin isch zwor
d1228-T1033,funkzionell worde
d1228-T1034,will mir händ
d1228-T1035,praktisch kai vorgsezti gha
d1228-T1036,sondern wänn du öppis falsch gmacht häsch oder
d1228-T1037,nöd uf d wach gange wärsch
d1228-T1038,hät das mit disziplin nüüt z tue gha
d1228-T104,taig ghört
d1228-T1040,das isch aso insofern
d1228-T1041,isch das au
d1228-T1042,jo
d1228-T1045,aso ich maine diä diä pöschte du saisch det isch me alai ggsii
d1228-T1047,mir sind irgendwo
d1228-T1048,zum tail in
d1228-T1049,oder schüüm isch än rächt guet im schtroo natürlich
d1228-T105,ich wett jez nöd säge züri bärg
d1228-T1050,tailwiis
d1228-T1051,oder i grössere buurehööf
d1228-T1052,mag ich mich erinnere
d1228-T1053,nöd mir sind würklich nu äs guets dozt ggsii villicht
d1228-T1054,und händ händ denn iir no irgendwie än dienschtbetriib gha
d1228-T1055,aso mit tagwacht und
d1228-T1057,mir händ natürlich söttigi sache gha
d1228-T1058,aber mir sind jo viärezwanzg schtunde rotierend
d1228-T1059,hän mir wach gschobe
d1228-T106,aber äs ischt än beraich ggsii vom kulturelle züri
d1228-T1060,oder beobachtigsziite gha
d1228-T1061,und denn häts au
d1228-T1062,glaub ich där aint oder ander ebe usgang gee
d1228-T1064,wär jo gar nöd andersch möglich ggsii mit üsere uniform
d1228-T1065,aso do hät mer so äänlich
d1228-T1066,wiä wiä im wachtdienscht me hät zwai schtund
d1228-T1067,beobachtet
d1228-T1068,und denn vier schtund a zwai schtund rue und
d1228-T1069,zwai schtund oder das isch jo
d1228-T107,wo ich wetti säge
d1228-T1070,jo ich mag mich nüme gnau erinnere ich waiss au ned öb das würkli nu zwai schtunde
d1228-T1071,ggsii sind oder ob mir nöd längeri periode gha händ
d1228-T1072,ich mag mich ganz anderi sachen erinnere
d1228-T1073,dass
d1228-T1074,mir bsunders in dübedorf
d1228-T1075,hämmer vom zoo här
d1228-T1076,tier ghört
d1228-T1077,nächt diä erfaarig
d1228-T1078,vo de vo de vo de nacht
d1228-T1079,da isch da isch mer blibe
d1228-T108,wo im nochhinain seer seer wichtig ggsii isch
d1228-T1080,au d natuur
d1228-T1081,herbscht
d1228-T1082,und so witr dass händ mer denn scho seer
d1228-T1083,waar gno und diä löie hän bruälet und
d1228-T1084,gmacht und taa und
d1228-T1085,das isch s ainte ggsii
d1228-T1087,denn isch mer aber au dur di
d1228-T1088,totaali dunkelhait hät me müässe gaa
d1228-T1089,und ich mag mich det am
d1228-T109,ich mag mich au a öppis anderes erinnere
d1228-T1090,wetti säge
d1228-T1091,a da gfüül vo dä uneasyness
d1228-T1092,i wett ned sägen angscht abr isch ä chli hät ä chli gchribblet und so witr
d1228-T1093,da da sind so so o iidrük
d1228-T1094,won ich us us dere ziit haa
d1228-T1095,aber das sind das sind aigentlich marginaali iidrük di di iidrük
d1228-T1096,ich wetti säge vo de isolazion di iidrük
d1228-T1097,doch vo de usernandersezig mit
d1228-T1098,dütschfründliche zum bischpiil
d1228-T1099,am woonort das
d1228-T11,iigrukt isch und zwar in innehof für mich damals seer wichtig
d1228-T110,zum bischpiil dass
d1228-T1100,das isch scho
d1228-T1101,das das isch scho no i dr erinnerig mir händ gwüsst
d1228-T1102,zum bischpiil dass aine
d1228-T1103,seer dütschfründlich isch
d1228-T1104,und händ versuecht
d1228-T1106,än nachbr
d1228-T1107,ich mag mich au erinnere dass ich mit mitschüäler am zentraal
d1228-T1108,zentral zäntralplaz
d1228-T1109,ned zentralplaz dä isch in biel
d1228-T111,der aint wo nöd het müässe is militär dasch dä
d1228-T1110,im zäntral im zürcher zäntral
d1228-T1111,emal ä schlegerei
d1228-T1113,häts do gee
d1228-T1114,ich wetti diä näme nöd nänne
d1228-T1115,sind durchuus bekannti
d1228-T1116,lüüt ggsii
d1228-T1117,und villicht jezt no in züri
d1228-T1119,und das das isch
d1228-T112,butchman ggsii dä buchmann
d1228-T1120,aber da sind nöd lüüt vo öiäre klass ggsii
d1228-T1122,wo us elterehüüser cho sind vo de so genannte
d1228-T1124,jo das hät me denn scho waargno dass ä gwüsse tail
d1228-T1126,wett ich säge vo de zürcher oberschicht damals
d1228-T1127,s oft gepaart au mit
d1228-T1128,höchere offiziersräng wenigschtens vo dä vättere
d1228-T1129,möglicherwiis no usbildet
d1228-T113,dä französisch und änglisch gää hät
d1228-T1130,in potsdamm
d1228-T1131,diä sache hät mer scho waargno
d1228-T1132,aber ned innerhalb vo de klass ich möcht
d1228-T1133,möchti mich ned an aine erinnere
d1228-T1134,dä in irgendere art und wiis
d1228-T1135,i dem sinn faschiste faschistefründlich
d1228-T1136,ggsii wär überhaupt ned aso dass
d1228-T1137,chönt ich nöd nöd säge
d1228-T1138,jo das das goht mir genau gliich also ich
d1228-T1139,ich waiss au dass aso ich ich han än sonen
d1228-T114,und är hät ebe ned französisch und änglisch gee
d1228-T1140,än jugendgeschpiile vo mir nöd das isch
d1228-T1141,dä willi frik ggsii das isch dä soon
d1228-T1143,und das isch jo än än absolutä
d1228-T1144,än nazi ggsii ned de dr aawalt willhelm frik
d1228-T1145,dä wo nacher de
d1228-T1149,eerverlezige aso poschtum
d1228-T115,sondern är het die französischi kultur
d1228-T1151,und jo jo aso das das isch jo äbe aine vo dä
d1228-T1152,zwaihundert ggsii und ich waiss dass mes also us dere
