Filename,Transcript
d1188-T10,nünzähundertsächzä
d1188-T100,ond s isch seer oft vorcho
d1188-T1000,richtigi soldatä
d1188-T1001,und diä wägä händ ali käni aahänger gha
d1188-T1004,und zum guätä glück isch min komandant
d1188-T1005,inschtrukter ggsi in tuun wiä isch inä ggsait ha
d1188-T1006,und hät gwüsst dò obä sind no
d1188-T1007,in thun sind no
d1188-T1008,irgendwo imän eggä
d1188-T1009,ä paar hundert hööggä wo mä cha aamachä
d1188-T101,das ich d mappä trait ha
d1188-T1010,damit mä cha diä laschter ziä also
d1188-T1011,wänn das ned zuäfälligerwiis än inschtrukter ggsi wär
d1188-T1012,dänn wär diä ainhait niämòls am zwaitä tag mobil ggsi
d1188-T1013,isch das schlächti òrganisazion ggsi
d1188-T1014,das isch ä mangelhafti organisazion ggsi
d1188-T1015,mä hät ned draa tänkt
d1188-T1016,das mä diä wägä ned nur mobilisiärä muäs
d1188-T1017,sondern mä hett a no sölä
d1188-T1018,si verprlichtä dass si mitämän aahänger chömäd
d1188-T1019,mitämän ahängerhòòggä
d1188-T102,vom
d1188-T1020,chömäd das mär än ahänger cha dra machä
d1188-T1021,händ si s gfüül gha dass di värantwortlichä übòrrascht wòrdä sind vom chriägsusbruch
d1188-T1022,ich waiss äs ned ob si überrascht wordä sind aber ich wett sägä
d1188-T1023,das sind sachä wo ned hettäd sölä passiärä
d1188-T1024,hkm
d1188-T1025,und suscht phunkto usrüschtig pärsönlächi usrüschtig
d1188-T1026,jò diä isch guät ggsi si persönlich usrüschtig mä händ a üsi hawe üsi karabiner gha
d1188-T1027,mä händ
d1188-T1028,beklaidig isch au i där ornig ggsi
d1188-T103,vomä jüdischä mitschüäler
d1188-T1030,ggsundhait
d1188-T1031,märssi
d1188-T1032,mä händ
d1188-T1033,guät di di di dii uniformä wo mä gha händ diä sind inä jò bekannt
d1188-T1034,diä sind seer schwammig ggsi
d1188-T1035,ond uusggsee hät s au ned grad attraktiv
d1188-T1036,aber s hät für das wo s mä si bruucht hät hät s glangät
d1188-T1037,und für väpflägig händ si jò sälber chönä sòrgä
d1188-T1038,für värpflägig han ich müäsä besorgt sii und dò han i värsuächt das maximum häräzbringä
d1188-T104,wail är si nöd hät trägä törfä
d1188-T1040,schtimmt das dass d soldatä bessòr ärnärt ggsi sind als zivilbevölkòrig
d1188-T1041,ich wett sägä fascht jaa
d1188-T1042,wett sägä fascht ja
d1188-T1043,ich ha dähaimä mit viär pärsonä
d1188-T1044,aim hushalt
d1188-T1045,und no ainä hät müässä sini chartä wächslä
d1188-T1046,wiäl är uf d rais gangän isch
d1188-T1047,ich sälber
d1188-T1048,ha mini chartä müässä wächslä mir sind also knapp ggsi
d1188-T1049,und ich gibän oni witäres zuä das ich mit äm
d1188-T1050,mit äm raisän a no ä bizli
d1188-T1051,buttòr und
d1188-T1052,sönigi sachä mithaiprocht han
d1188-T1054,mir sind das s isch knapp durägangä
d1188-T1055,mä hät ka hunger glittän aber s isch knapp durägangä
d1188-T1056,hät s dänn im militär butter und aier und senigi sachä ggää
d1188-T1057,im militär händ si chönä chaufä was si händ welä
d1188-T1058,si händ vorschriftä gha das sind diä furiärvorschriftä ggsi diä väpflegigsvorschriftä
d1188-T1059,mit dää genauä
d1188-T106,mhm
d1188-T1060,quantitetä pro tag wo si händ mössä machä
d1188-T1061,also so dass si iri ainhait
d1188-T1063,me händ
d1188-T1064,me händ zwai söili kauft
d1188-T1065,händ dänn diä gross zogän und händ dänn diä malä gschlachtät
d1188-T1066,in melingä
d1188-T1067,in nai das isch sogar scho wiiter obä ggsi
d1188-T1068,jò
d1188-T1069,oond dört das isch ganz luschtig ggsi jò das
d1188-T107,mi sind
d1188-T1071,sind si frai ggsi i dä geschtaltig vo dem
d1188-T1074,si hend ggsait dass si aber im urnerland
d1188-T1075,wiä hät sich denn das so im täglechä
d1188-T1077,warum nöd
d1188-T1078,wail ich mit denä lütä nüt ha wellä z tuä ha
d1188-T1079,hettäd diä mit inä denn no gschäftät
d1188-T108,ich ha chürzlich ämòl ä
d1188-T1080,das waiss ich ned wòrschinlich gschäftet wòrschinli scho
d1188-T1081,wänn si öppis hettäd chönä vädiänän am militär
d1188-T1082,händ si s gfüül gha dass das uf judähass zrugg gòt oder aifach genäräll
d1188-T1084,ich ha das ämalä vom
d1188-T1085,maissen lò undersuächä
d1188-T1086,är hät mär da au ainigi underlagä gschikt
d1188-T1087,wo detän sind jò paar
d1188-T1088,sind ä paar so fäll ggsi und diä sind ali usäm urnerland choo hä
d1188-T1089,äs urnerland wo käni jusä wonäd
d1188-T109,äson ä fotografii usgrabä
d1188-T1090,niä gwont händ oder wenig
d1188-T1091,isch immer
d1188-T1093,jò
d1188-T1094,ned seer judäfründlech ggsi
d1188-T1095,händ si suscht no irgendwelchi ärläbnis i därä richtig gha
d1188-T1096,suscht ned
d1188-T1097,im diänscht ned
d1188-T1098,cha mi
d1188-T1099,abtò
d1188-T11,in züri
d1188-T110,vonärää ich waiss nöd isch äs
d1188-T1100,und ich ha mit äm fäldwaibl
d1188-T1101,seer guäts verheltnis gha
d1188-T1102,isch änn
d1188-T1103,schprössling ggsi vonärä zürcherfamiliä
d1188-T1104,und das isch
d1188-T1106,so mit dä dòrfbevölkärig hät s au kai aschtänd gää wäg iräm namän oder wär iròr pärson
d1188-T1107,s hät aimòl aschtänd gää
d1188-T1108,im urnòrland
d1188-T111,dritti oder seggsti klass ggsi
d1188-T1110,in melingä bin ich ämòl in i dä baiz ghokät mit äm fäldwaibl zämä
d1188-T1111,und dii di d särviärtochter zwüschän öis zwainä
d1188-T1112,und s isch chalt ggsi isch schlächt ghaizt ggsi
d1188-T1113,han ärä min mantl gää und dò isch ainä inächo
d1188-T1114,und sait
d1188-T1115,wiä chasch dä judämantl det aaleggän und dänn isch
d1188-T1116,han ich welän ufschtò un das korigiärä
d1188-T1118,iidem ich im aini abäghauä hetti
