Filename,Transcript
d1225-TLI_0,es löift
d1225-TLI_1,guet asoo min name isch chrischtof de jong mi händ mitwuch de sibti juli nünzenünenüünzg
d1225-TLI_10,won ich daa
d1225-TLI_1000,rund um das dorf ume veschideni sache känegleert ä puure känegleert und soo
d1225-TLI_1001,und was mier deet seer beiidrukt hät isch kwaasi die
d1225-TLI_1002,aaschtalt gsii deet ime delta usse
d1225-TLI_1003,wo s eso äifach die lüüt die aarme tüüfle taglööner
d1225-TLI_1004,wo vilicht emaal betrunke gsi sind uufgriffe händ und deet versorget händ und gsee
d1225-TLI_1005,wi wie s dene gaat deete
d1225-TLI_1006,und so me hät eso iiblik überchoo i veschideni
d1225-TLI_1007,soziaali verheltnis ä i der innerschwiiz natüürlich
d1225-TLI_1008,aber das jee
d1225-TLI_1009,krach überchoo het mit dene lüüten oder eso
d1225-TLI_101,würklich guet aber är hät die biografi vom krodi
d1225-TLI_1010,das isch äigenlich mues säge im tüüfschte fride veloffe
d1225-TLI_1011,di händ kän muks gmacht
d1225-TLI_1012,hät si dänn das nöd beschäftiget das wänn ez die sich wüklich gweert hetted und schtäi gschosse hetted das het s ja hetted si ja vilich müse
d1225-TLI_1014,und öisi uufgaab erchläärt hetted was öisi was mir ez daa sind und warum das mir müend daa sii
d1225-TLI_1015,und ich mi hetted aso niemaals grad gsäit ja wänn äine
d1225-TLI_1016,da tumm taa het das me da das gweer füregnoo het ja das
d1225-TLI_1017,das wäär doch gaar nöd s alerhinderletschte gsii nöd waar näi näi
d1225-TLI_102,vom schök hät er dänn gschribe und er isch dänn irgendwie
d1225-TLI_1021,es wäär högschtens d gfaar het s ggää natürlich im gwüsse sinn
d1225-TLI_1022,aber das isch nöd iiträte aso
d1225-TLI_1023,me het natüülich i sonere kompanii i some batelioon
d1225-TLI_1024,het s schwirigkäite ggää wänn s setigi ghaa het wo äigentlich
d1225-TLI_1025,mäis gmacht hetted und mischt gmacht hetted und kwäruliert hetted
d1225-TLI_1026,das hetti dänn intärn zu schwirigkäite chöne füere wil mir äifach
d1225-TLI_1027,äigenlich äine schiksaalsgemäinschaft öis gfüült händ
d1225-TLI_1028,wo aber würklich zum iisaz beräit gsii isch
d1225-TLI_1029,was het dänn öpper chöne kweruliere
d1225-TLI_103,natülich fruschtriert gsii das de schök nöd
d1225-TLI_1030,ja das s gsäit hetted ebe
