Filename,Transcript
d1248-T10,bi am dritte juni dreiäzwänzg ufd wält choo z bad
d1248-T1000,vo
d1248-T1001,frontischte
d1248-T1002,organisiert abr alles isch dört hii gange
d1248-T1003,min vattr au ich bi dört zääni ggsii
d1248-T1004,und är hät gsait gha und ich ha do welle drbii sii also ha jo niä
d1248-T1005,is huus inne chönne abr welle luege was da lauft s s het immer ghaisse do tätschts do passiert öppis
d1248-T1007,und denn han ich gsee wiä do diä
d1248-T1008,so dä harscht händs dä ghaisse vo badä
d1248-T1009,isch aamaschiert
d1248-T101,häts
d1248-T1010,villicht zwänzg ich waiss nid
d1248-T1011,i dreier kolonne denn isch d kolonne ä chli länger ggsii
d1248-T1012,und schwarzi hose wiises hemmli schwarzi krawatte
d1248-T1013,und händ sii sliäd gsunge und da hät mir saumässig gfalle
d1248-T1014,und dänn händs ghalte und
d1248-T1015,gmacht
d1248-T1016,änert draa
d1248-T1017,wiis a wii vo dä linde
d1248-T1018,sind d arbaiter ggsii
d1248-T1019,büäzer im waarschte dä händ im hosesak und tächlikappe und
d1248-T1020,und ä chli abgschabäte
d1248-T1021,chittel und händ ho ho ho
d1248-T1022,und diä sind dänn i dä linde verschwunde
d1248-T1023,händ sii händ diä do uusglached ned
d1248-T1024,und dänn händ diä au äs lied aafoo singä
d1248-T1025,da hät mir schaurig guet gfalle
d1248-T1026,dä bin ich dänn übere und au soo go mache
d1248-T1027,und ha ersch schpööter denn gmerkt dass das dinternazionaali ggsii isch
d1248-T1028,ha dass nur zum säge und dänn han ich aber aa ab müässe
d1248-T1029,äs hät
d1248-T103,hät me müäse e regelig träffe weg äm notariat
d1248-T1030,denn ja
d1248-T1031,ka schlägerei gee
d1248-T1032,am schluss vo derä versammlig was ich dänn ghöört ha aber
d1248-T1033,aaödereie und ich glaub mit em schluuch händs no gschprüzt und settig sache
d1248-T1034,dasch eis ggsii und sandere
d1248-T1035,dasch im gliiche joor ggsii do hets zbadä
d1248-T1036,schtadtrootswaale gee
d1248-T1037,und
d1248-T1038,das hät öis alles intressiert do ned do
d1248-T1039,und diä
d1248-T104,und diä früänere
d1248-T1040,diä fröntler händ vor allem intressiert ned das
d1248-T1041,hät immer so chlii
d1248-T1042,uufgwiiäglet händ und ghezt händ und händ gsait gottvertuuri wa gits ez ächt do mit dennä no
d1248-T1044,und dört isch dgmaindsvrsammlig no i dä katolische chile ggsii
d1248-T1045,und
d1248-T1046,d abschtimmig isch än urneabschtimmig ggsii
d1248-T1047,diä urne isch am iigang vu dä katolische chile ggsii ii waiss no guet ha das gsee
d1248-T1048,und dört isch än
d1248-T1049,aine wo vil älter ggsii isch als ich
d1248-T105,notaare vor äm nünzäähundrtzwölf dört
d1248-T1050,als mir
d1248-T1051,wo oberschuel nai dä isch nonig zwänzgi ggsii aber
d1248-T1052,achzääni isch se sichr ggsii nünzääni
d1248-T1053,dä isch dänn umegloffe
d1248-T1054,zu öis pfüderi do was simmer zääjäärigi ggsii
d1248-T1055,und het do im verschtektä
d1248-T1056,hät är es flugblatt zaigt
d1248-T1057,und dört
d1248-T1058,isch n jud druffe ggsii mit ärä naase und so wiitr
d1248-T1059,karikatur übrn um än jud
d1248-T106,sind d aasprüch nöd so gross ggsii
d1248-T1060,und das isch gägänen
d1248-T1061,schtadtroot grichtet ggsii
d1248-T1062,dä doktr polak
d1248-T1063,än hooch aagseene ma
d1248-T1064,und
d1248-T1065,gschiidem chopf im schtadtroot
d1248-T1066,und diä händ dä welle
d1248-T1067,dusse ha
d1248-T1068,und dfront het dänne au aine uufgschtellt
d1248-T1069,dä tiirarzt doktr willi
d1248-T107,hät me denn
d1248-T1070,dasch denn dä schtadtrootskandidat ggsii
d1248-T1071,aber isch tüpisch är hät öis
d1248-T1073,pfuderi hät är das zaigt hät sich nid getout
d1248-T1074,zu dennä zgoo wo a händ chönne schtimme
d1248-T1075,dabschtimmig isch übrigens entschprächend usgfalle
d1248-T1076,dä polak isch glänzend gweelt worde
d1248-T1077,s het no im ganz drei waalgäng gee isch scho im erschte waalgang gwäält worde
d1248-T1078,und dä fröntler
d1248-T1079,doktr willi isch ned gwäält worde
d1248-T108,aifacht wiiterhin notaar sii loo
d1248-T1080,sii händ gsait dass
d1248-T1081,rebellische aso so hanis verschtande vo dennä frontischte
d1248-T1082,das uufbegäärende das het bi
d1248-T1083,bi dä jugendlichä no iidruk gmacht
d1248-T1084,jo ja ja sägemer äs sisch rassig gsii wüssed sii diä händ
d1248-T1085,händ äs rassigs uufträtte ghaa aso rain vom üsserliche här
d1248-T1086,aaber
d1248-T1087,aber sägmer
d1248-T1088,mir sind natüürlich a vo dehaime
d1248-T1089,sin mir
d1248-T109,obschons denn vom nünzäähundrtzwölf äwäg
d1248-T1090,so
d1248-T1091,beiiflusst ggsii dass da öppis schlächts isch
d1248-T1092,de dehaimen isch alles komplett gäge
d1248-T1093,dä hitler iigschtellt ggsii
d1248-T1094,uund
d1248-T1095,denn hät mä natüürli do au sini reserve ghaa
d1248-T1096,und ich waiss no guet do diä sach wonner do mit dem derä karikatur dät mich eso
d1248-T1097,blööd tunkt eso koomisch nid
d1248-T1098,äs hät au es isch ebe
d1248-T1099,sii
d1248-T11,ha mini ganzi jugänd
d1248-T110,hät me denn ganz anderi prüäfigä müsse mache
d1248-T1100,het au ned aagschproche well gar kai
d1248-T1101,antisemitismus ii dä bevölkerig vorhande ggsii isch
d1248-T1102,än schlaag is leeri isch das ggsii
d1248-T1103,ire vattr isch jo mitgliid vo dr äfdepe ggsii
d1248-T1104,jo
d1248-T1105,in züri isch jo grad d äfdepe diä partei ggsii wo jo
d1248-T1107,da isch dörte ggsii
d1248-T1108,das waiss ich au dänn usm nochhinain
d1248-T1109,z badä
d1248-T111,abr är isch än undernäämernatuur ggsii dä haller
d1248-T1111,z badä
d1248-T1112,isch und zwar gad im zämähang mit derä schtadtrootswaal
d1248-T1114,isch das bi dä bürgerliche
d1248-T1115,disskutiert woorde
d1248-T1116,wii wiit me mit dä
d1248-T1117,front söll
d1248-T1118,lischtevrbindig mache
d1248-T1119,will natürlich dä
d1248-T112,und hät
d1248-T1120,gegner nummäre ais
d1248-T1121,das sind d kommunischte und
d1248-T1122,sozialischte ggsii wo no
d1248-T1123,dört absolute klassekampf prediget händ das isch aso
d1248-T1124,das isch öppis
d1248-T1125,unguets ggsii
d1248-T1126,und ned hät an sich zwiitracht gschüürt
d1248-T1127,uund
d1248-T1128,ich ha das dänn aber erscht schpööter
d1248-T1129,das han ich dört natüürlich gar ned erfasst gha
d1248-T1130,aber ich han dänn schpööter usmne beschtimmte grund
d1248-T1131,han ich dennä
d1248-T1132,zitiigs
d1248-T1133,zitiige gläse aso gad s badener taagblatt
d1248-T1134,di usgaabe zu säbr ziit
d1248-T1135,und dört isch än pricht ggsii
d1248-T1136,übr d versammlig vo dä freisinnige
d1248-T1137,wos da disskutiärt händ
d1248-T1138,und denn sind
d1248-T1139,prominänti jude uufträte aso
d1248-T114,mit mim vattr zäme au
d1248-T1140,dä doktr lewin woni scho gsait ha
d1248-T1141,ich glaub dä polak bi abr nid sichr und än wiiler
d1248-T1142,und hän gsait das gibt es nicht nid
d1248-T1143,diä hezerei gäge d jude isch jo bekannt ggsii
d1248-T1144,nur dass dass settig kataschtrofaali folge hett dass hät me natüürli nid entfäärnt dänkt
d1248-T1145,und dänne
d1248-T1146,diä händ sich dänn mit händ und füäss gweert da sind dänn au freisinnigi ggsii
d1248-T1147,und denn isch das
d1248-T1149,aifacht als abschiid und traktande gfalle
d1248-T1150,das zaigt aigentlich wiä integriirt dass
d1248-T1152,sii hän dänn d d sozialischte aagschproche äbe das
d1248-T1153,klassekämpferische wo damools no im vordrgrund gschtanden isch
d1248-T1154,do häts jo aa ais eraignis gää wo sii au
d1248-T1155,offesichtlich
d1248-T1156,mitärläbt händ nünzääsäggsedriisg ä demonschtrazion
d1248-T1157,in badä
d1248-T1158,im zämähang mit äm bringolf
d1248-T1159,das isch
d1248-T116,undernäämerisch welä tätig sii
d1248-T1160,ich han inä das glaub am telefon gsait dasch schtimmt nid
d1248-T1161,dasch nid sächsedriisg ggsii
d1248-T1162,das isch
