Filename,Transcript
d1261-T0,frau g*** wie händ si als jungs maitli de chriegsusbruch erläbt
d1261-T1,aso de uusbrùch ìsch für mììch wìn en schlaag gsii in e haili wäut
d1261-T10,ìch glaube i der innerschwiiz sim miir dòò vǜu mee
d1261-T1000,weder ass si vìlìcht
d1261-T1001,normaal tänkt hend oder en anderii religioon ghaa hend
d1261-T1003,das han ìch nie begrìffe
d1261-T1004,aber die sache hend si nìd us de ziitig oder vom radio vernoo sondern nur us mǜntliche
d1261-T1007,vo i de ziitig scho öppe
d1261-T1008,den mìr hend dòò ghaa de fälber
d1261-T1009,de redakter vo de èlènèl doo
d1261-T101,das ìsch vorène für mììch überhaupt ke begriff gsii flǜchtling
d1261-T1010,dää het au nòò glaub ìch so vil as er het chönne gschrìbe
d1261-T1012,ùnd äbe i de zǜriziitig ùnd männgisch sind die ziitige
d1261-T1013,bischlagnaamt woorde wens e chlii z düütlìch gschribe hend
d1261-T1015,mi vatter ìsch immer am suntig òòbig
d1261-T1017,d zǜriziitig go holen a kiosgg
d1261-T1018,ùnd mängisch hets de ghaisse beschlagnaamt oder zensuriirt de het mer si nìd überchoo
d1261-T102,ùnd den s het me filme ghöört
d1261-T1022,s het de scho nò schurnalischte ggää woo de rächt tüütlìch gschrìbe hend
d1261-T1024,ùnd
d1261-T1025,vo wem vo irgend vomene bùndesròòt het er immer gredt
d1261-T1026,oder kwisling ìsch zum bischpil für mììch e begrìff gsii kwisling
d1261-T1027,dä nòrweeger wo veròòte het
d1261-T1029,vo welem bundesròòt hed èèr
d1261-T103,mariluiis di lezte chããsse
d1261-T1031,z aapasserisch gsi
d1261-T1032,de etter dä hed er ìch maine
d1261-T1034,mìr sìnd usere liberaale famili gsii ùnd soo
d1261-T1035,ùnd de generaal gisò̃ò̃ das ìsch für mììch e begrìff gsii
d1261-T1036,ùnd au ùnd wen öppe
d1261-T1038,emòòl ìsch es defilee gsii z lozärn
d1261-T1039,ùnd mììr hend schööni roose ghaa im gaarte
d1261-T104,mini eltere sind mòl uf zǜri sind i ggabare gsii s ggòrnischò̃ò̃
d1261-T1040,ùnd ìch wais nò mer hend dö̀rffe es sìnd hoochschtamroose gsii
d1261-T1042,mìr hend dö̀rffe ali zäme abschniide ùnd ììm den dä schtruuss go brìnge
d1261-T1045,ìsch ìsch mìt debii gsii
d1261-T1047,dasch natüürli oder au die film di lezde schããsse mariluiis ùnd
d1261-T1048,aber de gisò̃ò̃
d1261-T105,mer het aifacht
d1261-T1053,nùr chùùrz s ìsch nùr chùùrz gsii
d1261-T1055,ùnd deet sind sii mit de schuelklass hiiggangen oder
d1261-T1058,jòò ùnd mini mini mueter ìsch mitchoo
d1261-T106,üse milcher het i dienscht mǜsse s het ablööser ggää d ròss hends iizòge
d1261-T1061,ùnd sii het den üüs gsait ir dörffid blueme mitnää
d1261-T1062,was ìsch das füre momänt gsii
d1261-T1063,jò den ìch ha gwǜsst
d1261-T1064,de generaal gisò̃ò̃ dää schǜzt üüs
d1261-T1066,vili hend devoo gredt vo dene drei finger
d1261-T1067,wo mer gsee haig vom brueder chlaus am himmel
d1261-T1068,ùnd das ìsch sìcher
d1261-T1069,dä het scho mitghulffe ìch main de chrieriseppli ùnd äär sind jò
d1261-T107,d auto hend nümme tö̀rffe faare ùnd di weenige
d1261-T1071,gsii deet aber de generaal gisò̃ò̃ ìsch nò mee gsii
d1261-T1072,das ìsch für mììch aifach dèèr begriff
d1261-T1073,und ire vatter
d1261-T1076,bi de pòscht bi de pòscht jò
d1261-T1077,wobii das ìsch für mììch nid minderwärtig gsii oder
d1261-T1078,äär het sii schtel ghaa wo merne pruucht het
d1261-T1079,ùnd für in sälber au nìd
d1261-T108,wo ais ghaa hend hend houzvergaaser dra ghaa
d1261-T1082,är ìsch het den aifach gwǜsst ìch laischte mi dienscht uf die art
d1261-T1084,das ìsch das ìsch au öppis gsii
d1261-T1086,ùnd alli üsi verwante sìnd natüürlech iigrükt
d1261-T1087,ùnd äbe sini schwöschter i der èmèssaa
d1261-T1088,mer ìsch vil mee verbùnde gsii glaub ìch eso
d1261-T1089,e e klään mer het mer hend zämeghaa
d1261-T109,wobii min unkel het nò benziin ghaa ùnd heten emòl verloore
d1261-T1092,mer het zämeghaa daas scho vìl mee
d1261-T1094,ùnd razionierigschaarten ìsch au sone sach gsii
d1261-T1095,de het mer mǜssen im kùnschthuus unde jede monet go läbesmittelchaarte hole
d1261-T1096,ùnd
d1261-T1097,deet ìsch hets de usslandschwiizer ghaa wo die schauter bedient hend
d1261-T1098,das wais ìch nò wǜu die hend schpròòche chönne
d1261-T11,ùnd den hend al lüt devòò gredt mer het vo iirüke gredt
d1261-T110,ùnd ìsch de schtùz uufgfaare ùnd de vergaaser ìsch unde plobe
d1261-T1100,ùnd irgendwie das ìsch jò en aarbet gsii wo nùr dùr e chrieg
d1261-T1101,z schtand cho ìsch ùnd die het mer de deete beschäfftiget
d1261-T1106,natüürli woo
d1261-T1108,ìch glaub s ìsch grad en ǜberträägig gsii vomene fäschtwuchekonzärt mit em tosgganiini
d1261-T1109,wo underbròche worden ìsch es segi mobiilmachig de chrieg
d1261-T111,dasch dasch natüürlech
d1261-T1111,aso de chrieg chiem ùnd de hets natüürlech keni konzärt me ggää im kùnschthuus
d1261-T1113,ùnd deet sìnd de die läbesmittelcharte usggää worde
d1261-T1115,ùnd das ìsch e diräktüberträägig gsii
d1261-T1119,ùnd mìr hend äbe soo das chliine chìschtli ghaa
d1261-T1120,ùnd au de tosganiini
d1261-T1121,ìch waiss nìd ìsch äär
d1261-T1125,das wüssti nììd
d1261-T1126,aber soo himmler hainrich ùnd
d1261-T1127,auui die näme das ìsch für mììch e begrìff gsii
d1261-T1128,das het mer natüürlech ùnd den sìnd seer vil d schauspiller jǜdischi schauschpiller
d1261-T113,ùnd uf jede fal hets den mòl ghaisse
d1261-T1136,de drand ùnd ùnd z zǜri
d1261-T1138,sind si de au is theaater ggange
d1261-T1139,weenig aber miini eltere sìnd ìmmer ggange au öppen e mòl uf zǜri
d1261-T1141,ùnd die film äbe lezde schããsse mariluiis
