Filename,Transcript
d1082_3-TLI_0,wie
d1082_3-TLI_10,mir vedunkled nööd das gaat nööd
d1082_3-TLI_100,wo nie hät es isch aber nie zum zuug choo
d1082_3-TLI_102,aso ich ich cha s nöd säge wisoo
d1082_3-TLI_103,irgendwie aso isch eso schtat land
d1082_3-TLI_104,das isch öppis gsii woo
d1082_3-TLI_105,win e en enoormi tränig
d1082_3-TLI_106,hät daa schtatgfunde
d1082_3-TLI_107,me bruuched obwool es hät ja vil puure ghaa
d1082_3-TLI_108,dene di sogenante rukseklipuure
d1082_3-TLI_109,woo ja au händ müese i d schtat go schaffe
d1082_3-TLI_11,aso daa machemer jez nööd mit
d1082_3-TLI_110,das das aso das hät mer ez miin maa verzelt vo
d1082_3-TLI_111,vo de fabrike won er gschafft hät
d1082_3-TLI_112,hät hät s ja vil ghaa vom land
d1082_3-TLI_113,wo choo sind aso
d1082_3-TLI_114,und dänn und dänn igenwo sogaar wiit
d1082_3-TLI_115,gloffe sind also früener isch mer ja ebe no gloffe
d1082_3-TLI_116,bis s wider händ chöne nöimed uf e baan
d1082_3-TLI_117,so sind s am morgen am
d1082_3-TLI_118,föifi dehäim furt das s händ chönen i d fabrik
d1082_3-TLI_119,hät s ja vil ggää
d1082_3-TLI_12,und im das han i aber eersch schpööter ärfaare
d1082_3-TLI_120,z simmer ja daa esoo i dä
d1082_3-TLI_121,viirzgerjaar zwäite wältchrieg ändi
d1082_3-TLI_122,möged si sich no an achte mäi erinnere
d1082_3-TLI_124,am achte mäi das isch genau dää taag gsii
d1082_3-TLI_125,won ich efeng e paar taag i minere leer gsii bin
d1082_3-TLI_126,und am achte mäi daa hämmer dänn
d1082_3-TLI_127,ds waarehuus gschlosse ghaa
d1082_3-TLI_128,und es isch en riisenumzuug gsii a de baanhoofschtraass
d1082_3-TLI_129,und ich und de tschörtschil isch choo
d1082_3-TLI_13,bi zwaar nöd sicher öb i s nöd süsch scho im oor ghaa han
d1082_3-TLI_130,und da daa isch en
d1082_3-TLI_131,e folkloore gsii
d1082_3-TLI_132,aso mit ross und trachte sowiit ich mich erinnere
d1082_3-TLI_133,jaa das isch aso ales gsii
d1082_3-TLI_134,won ich won ich miich mag erinnere
d1082_3-TLI_135,jez git s e kolosaali wändi
d1082_3-TLI_136,und jez wird de blik soo wider nach amerikaa uusgrichtet
d1082_3-TLI_137,das isch so zimli ales won i mi mag erinnere
d1082_3-TLI_138,und jez umbedingt änglisch leere dasch ganz wichtig
d1082_3-TLI_139,und jaa so i dem schtiil isch das ggange
d1082_3-TLI_14,im ragaz-huus hät me dänn amel müse go d glüebiren uusschalte
d1082_3-TLI_140,händ si au änglisch gleert nach nach em chrieg
d1082_3-TLI_141,jaa ha sofort aagfangen änglisch leere
d1082_3-TLI_142,ich ha jaa i de dritte sekundaarschuel han i italiänisch gleert
d1082_3-TLI_143,und dänn han i aber ä gfunde i mus sofort änglisch leere
d1082_3-TLI_144,das ich die ängländer cha bediene wo daa chömed und die amerikaaner
d1082_3-TLI_145,und sind dänn die au choo
d1082_3-TLI_147,und händ würklich iigchauft und
d1082_3-TLI_148,daa won ich jaa und
d1082_3-TLI_149,händ dänn daa die sanggaller schtikereien iigchauft
d1082_3-TLI_15,d polizei
d1082_3-TLI_150,und und me händ
d1082_3-TLI_151,me hät gfunde die lüüt mues me pfläge die händ
d1082_3-TLI_152,jaa di das isch wichtig fürs gschäft
d1082_3-TLI_153,und es isch dänn au
d1082_3-TLI_154,seer wärt druufgläit woorde
d1082_3-TLI_155,aso uf
d1082_3-TLI_156,dass mer ine die schwiizerisch kultuur zäiged asoo
d1082_3-TLI_157,zum biischpiil au appezällischi kultuur
d1082_3-TLI_158,und und
d1082_3-TLI_159,jaa das isch gmacht woorde das me denen öppis büütet vo de folkloore
d1082_3-TLI_16,und dänn sind s ä gschtraaft woorde
d1082_3-TLI_160,aso jaa nöd seer aber
d1082_3-TLI_161,doch es isch esoo gsii also
d1082_3-TLI_162,es isch wichtig die händ gäld und und
d1082_3-TLI_163,isch wichtig das s wider chömed
d1082_3-TLI_165,nach em chrieg
d1082_3-TLI_166,wo wo händ sii gschaffet
d1082_3-TLI_167,woo händ sii die gmacht
d1082_3-TLI_168,im jelmooli
d1082_3-TLI_17,und dänn händ s dänn händ s es dänn emaal uufggää
d1082_3-TLI_170,en seer en schööne lade gsii
d1082_3-TLI_171,und ich bi deet seer glüklich gsii
d1082_3-TLI_172,dass ich überhaupt
d1082_3-TLI_173,deet ha chöne leere
d1082_3-TLI_174,und das isch seer gfrööget gsii eson e leer im jelmooli
d1082_3-TLI_176,und das cha me siich nöd voorschtele was das für en schööne lade gsii isch
d1082_3-TLI_177,mir händ holztisch ghaa
d1082_3-TLI_178,glaas und schpiegel
d1082_3-TLI_179,und schööni gschtell und e
d1082_3-TLI_18,und händ halt gliich gliich verdunklet oder sind
d1082_3-TLI_180,e dekorazioon
d1082_3-TLI_181,also ich han im partäär han ich moldewaaren ghaa
d1082_3-TLI_182,und schtikereie und schtoff
d1082_3-TLI_183,und das isch öppis gsii wo für miich
d1082_3-TLI_184,gsii isch aso totaal anderi wält
d1082_3-TLI_185,als i de schuel und ja gfunde ich han daa gaar nöd schträng
d1082_3-TLI_186,me händ gnueg pärsonaal ghaa
d1082_3-TLI_187,s isch seer druuf wärt gläit woorde wi mer d lüüt
d1082_3-TLI_188,bedient und de jelmooli isch bekant gsii
d1082_3-TLI_189,das mer daa en eerschtklassigi leer macht
d1082_3-TLI_19,händ äifach im tunkle gschafft bi cherzeliecht wiitergmacht oder esoo daa
d1082_3-TLI_190,me händ vil vil verchaufsschuelige ghaa
d1082_3-TLI_191,s isch ä seer druuf wärt gläit woorde
d1082_3-TLI_192,wie mer s sälber präsentiirt
d1082_3-TLI_193,mir händ allerdings d leertöchtere händ all eson e
d1082_3-TLI_194,schwarzi glänzigi schooss aaghaa
d1082_3-TLI_195,und die schwarz glänzig schooss äini hämmer gschänkt überchoo
d1082_3-TLI_196,und die ander hämmer dänn äini glaub müese d helfti zale
d1082_3-TLI_197,ja so i esoo
d1082_3-TLI_198,bi seer schtolz gsii und ich ha gfunde
d1082_3-TLI_199,mol ich bi da öpper
d1082_3-TLI_2,das isch me hät es
d1082_3-TLI_201,wie lang hät die leer tuuret?
d1082_3-TLI_202,zwäi jaar
d1082_3-TLI_203,und nachhär händ sii glaub ich
d1082_3-TLI_205,ich han dänn han i dänn no im sankt annahoof
d1082_3-TLI_206,han i no gschafft
d1082_3-TLI_207,ja
d1082_3-TLI_208,und de sankt anehoof isch no relatiiv fortschrittlich gsii
d1082_3-TLI_209,dänn isch mer im fau-ha-tee-äl iiträtte
d1082_3-TLI_21,und mi seged nüüt das das das schtimi äifach nööd und
d1082_3-TLI_210,dä verband
d1082_3-TLI_211,jaa und ich jaa ja aso ich han dänn ghüraatet nünzehundertnüünevierzg
d1082_3-TLI_212,und dänn han ich aso
d1082_3-TLI_213,im dezämber isch dänn das chind uf d wält choo won ich zwänzgehalb gsii bin
d1082_3-TLI_214,und aso dä maa
d1082_3-TLI_215,isch natüürli ä totaal überforderet gsii als äinezwänzgjäärige maa
d1082_3-TLI_216,jaa und ich me händ möse dehäim wone binere bi minere mueter inere
d1082_3-TLI_217,unvoorschtelbaare ängi
d1082_3-TLI_218,und miini mueter hät äigendlich
d1082_3-TLI_219,nöd verschtande das ich ez
d1082_3-TLI_22,mi mi wänd mi vedunkled under känen umschtände
d1082_3-TLI_220,also daa äigendlich überhaupt
d1082_3-TLI_221,escho eso inen
d1082_3-TLI_222,inechoo bin aber
d1082_3-TLI_223,ich han umbedingt das chind wele
d1082_3-TLI_224,und ich han äifach wele e geborgehäit und welen öppis für
d1082_3-TLI_225,äntlich emaal öppis für miich
d1082_3-TLI_226,das isch esoo öppis ganz märkwürdigs gsii
d1082_3-TLI_227,won ich hüt hüt nöd verschtaan aber
d1082_3-TLI_228,dasch öppis bioloogisches gsii
d1082_3-TLI_229,ch han das äifach wele ch han ä dä maa wele
d1082_3-TLI_23,es hät ä paar privaati ggää wo sich dänn aagschlosse händ
d1082_3-TLI_231,dä han ich imene tanzlokaal känegleert
d1082_3-TLI_232,es isch früener seer vil tanzet woorde
d1082_3-TLI_233,und das isch esoo öppis gsii woo üblich gsii isch
d1082_3-TLI_234,jaa ime tanzlokaal das tanzlokaal hät troggadeero
d1082_3-TLI_235,ghäisse und dä maa hät mier gfale
d1082_3-TLI_236,jaa und das er nach de leer ez äifach au käi arbet ghaa hät
d1082_3-TLI_237,da sind ebe die amerikaanische
d1082_3-TLI_238,produkt choo die punschprodukt und
d1082_3-TLI_239,dänn hät er halt au käi arbet ghaa
d1082_3-TLI_24,und äifach nöd vedunkled händ dänn
d1082_3-TLI_240,und sind
d1082_3-TLI_241,unvorschtelbaar arm gsii
d1082_3-TLI_242,i dären
d1082_3-TLI_243,jaa aso
d1082_3-TLI_244,was hät er gleert
d1082_3-TLI_245,er hät portföiee gleert
d1082_3-TLI_246,und hät aber soozsäge nie chönen uf dem pruef schaffe
d1082_3-TLI_247,hät är dänn nacher no arbet gfunde
d1082_3-TLI_249,so inere kartonaaschefabrik und
d1082_3-TLI_250,und emaal bi de im summer emaal bi de schtat uf
d1082_3-TLI_251,im schtraassebou
d1082_3-TLI_252,ja er hät scho no irgendwie arbet gfunden aber
d1082_3-TLI_253,äigentlich
d1082_3-TLI_254,jaa
d1082_3-TLI_255,wie lang händ si s dänn daa
d1082_3-TLI_256,so uf ängem ruum all mitenand uusghalte
d1082_3-TLI_257,ja äigentlich ebe nid guet
d1082_3-TLI_258,aso s isch esoo gsii das dänn
d1082_3-TLI_259,aso me händ dänn scho e chliises zimmer für öis ghaa
d1082_3-TLI_26,aso miir händ nöd chöne
d1082_3-TLI_260,und miin brüeder isch dänn uusgleert gsii
d1082_3-TLI_261,er hät e kaufmänischi leer gmacht
d1082_3-TLI_262,und är hät sich dänn sälbschtändig gmacht er isch dänn ines zimmer
d1082_3-TLI_263,und äis zimmer isch immer vermietet pliben i däre wonig
d1082_3-TLI_264,also miir händ aso würklich
d1082_3-TLI_265,uf ängschtem ruum gläbt
d1082_3-TLI_266,das häisst ich bin natüürlich
d1082_3-TLI_267,nach öppe zää wuche wider go schaffe
d1082_3-TLI_268,und zwaar han ich ä müese go schaffe
d1082_3-TLI_269,süsch het ich das verloore
d1082_3-TLI_27,daas i öisere laag hämmer sowisoo nid chöne
d1082_3-TLI_270,ja vilich bin i scho nach acht wuche wider ggange
d1082_3-TLI_271,in sankt annehoof
d1082_3-TLI_272,wämmer wider ggangen isch go schaffe
d1082_3-TLI_273,dänn hät mer au dä betraag überchoo
d1082_3-TLI_274,das isch deet scho gsii
d1082_3-TLI_275,dass fraue
d1082_3-TLI_276,me hät ene müsen e gwüssi ziit en loon zale
d1082_3-TLI_278,und dänn bin ich halt wider ggangen und
d1082_3-TLI_279,das chind hät müesen i d chrippe das isch en furchbaare schtress gsii
d1082_3-TLI_28,irgendöpis schpeziels
d1082_3-TLI_280,wo händ sii s i d chrippe praacht
d1082_3-TLI_281,d chrippen isch in wipkinge gsii am wipkingerplaz
d1082_3-TLI_282,das isch sovil ich wäiss hüt no
d1082_3-TLI_284,jaa und z aabig wider abgholt
d1082_3-TLI_286,jee nach verheltniss
d1082_3-TLI_287,also fröid händ s nüd ghaa a miir
d1082_3-TLI_288,wil ich bi dänn imer di letscht gsii
d1082_3-TLI_289,dänn das sind mäischtens fabrikarbäiterine
d1082_3-TLI_290,wo früener choo sind und d chind ä früener praacht händ
d1082_3-TLI_291,und ich bi halt dänn di letscht gsii dänn hät öpper müse deet bliibe
d1082_3-TLI_292,äggstra wäge miir wil iich s isch dänn sibni woorde
d1082_3-TLI_293,bis ich dänn deete gsi bin
d1082_3-TLI_295,aso si hät nattüürlich gliich no äiniges gmacht für miich
d1082_3-TLI_296,also me hät es isch scho nöd esoo das sii
d1082_3-TLI_297,aso ganz verärgeret gsii isch über mini situazioon
d1082_3-TLI_298,aber si hät natüürli ä gfunde ich het s äigendlich no chli schönner chöne haa
d1082_3-TLI_3,das isch nöitralitäät isch das gsii
d1082_3-TLI_300,die bezieig isch aso ganz
d1082_3-TLI_301,jaa das isch vor alem us finanzielle gründe wo käin gäld ist im haus
d1082_3-TLI_302,fliigt di liibe bald zum fänster hinaus
d1082_3-TLI_303,und dänn s groossi probleem isch natüürli ä gsii
d1082_3-TLI_304,aso ich han natüürli under käne umschtände nöd nomaal e zwäits chind wele
d1082_3-TLI_305,und i säbere ziit
d1082_3-TLI_306,het mer chuum hilf gfunde
d1082_3-TLI_307,wie händ si vehüetet
d1082_3-TLI_309,das isch me hät nüüt ghaa
d1082_3-TLI_31,mag i mii nöd erinnere mhm
d1082_3-TLI_310,zum verhüete isch ich ich het ez da nüüt gwüsst
d1082_3-TLI_312,und ich ha dä maa au gaar nüme wele
d1082_3-TLI_313,ich jaa ich han no gfunde i wot dä gaar nüme
d1082_3-TLI_314,das isch öppis problemaatisches gsii
d1082_3-TLI_315,ich ha jaa es isch sogaar esoo gsii
d1082_3-TLI_316,das ich gfunde han das chind isch ez daa und das isch miin mittelpunkt und
