Filename,Transcript
d1008-T10,mini jugend erläbt
d1008-T100,jò
d1008-T1000,ich nimän aa chönnti äso ggse si
d1008-T1001,ich ha de nur kört i dä schpötärä jòòrä
d1008-T1002,diä liischtä sig is archiv schtaatsarchiv cho
d1008-T1003,aber si wüssid jò wiä das isch wänn si im archiv wänd go grüblä
d1008-T1004,under wellnä
d1008-T1005,begriff as si s mönd go suächä
d1008-T1006,und di hötigä lüt
d1008-T1007,diä hend sowiso kai aanig wiä s mönd suächä
d1008-T1008,u mä hend em nidwaudä hendä won i au z tuä ha
d1008-T1009,hemmer soo wenig
d1008-T101,hòòflifärant vom vatikan
d1008-T1010,alti lüt me wo sich
d1008-T1011,mit faktä chönntid a chriäg ärinnärä
d1008-T1012,und au
d1008-T1013,beräit wärid
d1008-T1014,so öppis
d1008-T1015,hendädrii nò
d1008-T1016,z äröffnä
d1008-T1017,äsoo wenig omä
d1008-T1018,mhm
d1008-T1019,i ha dä glichi fall ich ha väsuächt
d1008-T102,vo was händ si denn aso nim ich aa fabrikantä
d1008-T1020,schtödäli schtoker
d1008-T1021,schtoker von zuben
d1008-T1022,ich ha däm aglütä wüumer so au haub jòòr hämmer immer öppän ä kontakt
d1008-T1023,und i ha ned gwüsst das isch jez über nünzgi
d1008-T1024,ich ha dä namä nid väschtandä dä
d1008-T1025,matilde schtoker
d1008-T1026,mhm
d1008-T1027,das esch tochter ggse vom schtoker von zuben
d1008-T1028,und diä läbt no z meggän obä i därä willa
d1008-T1029,und ich han ärä wider aglütä ka vor öppä
d1008-T103,di hend di hend
d1008-T1030,zwe monät ha ggsäit du
d1008-T1031,erinnerisch du dech no du hesch doch diä papiir vo denä briiäfä und alls zämä
d1008-T1032,wo ggse send no met em
d1008-T1033,met em vatter säling und allem drum und draa wäg äm mussolini und
d1008-T1034,wi mir dò informazionänä übercho händ ezetera
d1008-T1035,dò han i gmärkt dass diä im momänt no
d1008-T1036,ganz guät binänand isch ich ha tänkt gha jò
d1008-T1037,isch nömmä
d1008-T1038,vinzänz da isch alläs schön und rächt
d1008-T1039,über das red ich niä mee u
d1008-T104,wärtsachä vächauft oder wo ggsägnät wordä sind
d1008-T1040,gäb nüüt usä
d1008-T1041,das esch vom vatter sälig
d1008-T1042,ond das interessiärt niämär und het niämär z interessiärä
d1008-T1043,isch d antwort ggsi hani ggsäid los döudäli
d1008-T1044,ich chumä denn
d1008-T1045,chumä denn öppän im dezämber chumm der de met dä frau weder cho äs bsüächli machä
d1008-T1046,secher fröid jäjò chumm du cho äs bsüächli machä
d1008-T1047,da isch alls ggse
d1008-T1048,mhm
d1008-T1049,total das wär nämich
d1008-T105,das isch no dä ding ggsi do het mää jò chönnän ablass choufän oder
d1008-T1050,für sii äs frässä
d1008-T1051,mhm
d1008-T1052,worum hend soo vell met gwüssnä sachä zrugg
d1008-T1053,wo so wärtvoll wäri wo belait send
d1008-T1054,mhm
d1008-T1055,ich wäis nò
d1008-T1056,wenn s wenn wenn si alig übärä choo send zu üs
d1008-T1057,cho di letschtän informazionä
d1008-T1058,os os rom
d1008-T1059,das isch ä briäf ggsi do
d1008-T106,all das möglichä züg wi da isch jo hüt alls nümmän äso
d1008-T1060,isch s datum am datum obä
d1008-T1061,hämmär scho ggsee
d1008-T1062,weli leniä as mä muäs lääsä
d1008-T1063,de briäf isch ded aso natüch guät dä mussolini hät weder das gmacht mer tankid und ä hät met em vatikan das und jenäs und so witer
d1008-T1064,normal glääsä
d1008-T1065,zwei drei sitigä briäf
d1008-T1066,hend si aber obä
d1008-T1067,ahand vo dä datumszämäschtellig ggsee hend si genau gwösst
d1008-T1068,sägämer
d1008-T1069,jedi viärti liniä oder jedi dritti liniä oder jedi zwöiti liniä
d1008-T107,aber dazumal hät mä mit dämm natürlich
d1008-T1070,das isch dä läseschtoff
d1008-T1071,mhm
d1008-T1072,u de hend si das äsoo gmacht sägämer bim äis aagfangän und de uf s drüü oder uf s viäri
d1008-T1073,isch äi saz komplett ggsi met dä worhäitä hendädra
d1008-T1074,isch wiän ä schifriärää
d1008-T1075,dò isch ufänän art schiffriärt
d1008-T1076,und simmer niä druff cho obwol das emmer zensuriärt wordän esch
d1008-T1077,hm
d1008-T1078,ech ha s ämou probiärt säuber öppis z machä för mech mä chönntsch jò ech ha s ned zämäbròcht
d1008-T1079,send ganz raffiniärti lüt
d1008-T108,seer ä wesentlichi
d1008-T1081,normal gläsä äin lob uf dä mussolini und rechtig gläsä
d1008-T1082,ali detail wo si hend mösä wüssä
