Filename,Transcript
d1138-T10,elis
d1138-T100,und s gmüäs alläs sälber pflanzä
d1138-T101,ähä
d1138-T102,händ si denn a müsä sachä machä wo vorhär irä maa gmacht hät so uf äm hoof
d1138-T103,so und är plözli wägg ggsi isch sind si jò dänn dänn d scheffin ggsi
d1138-T104,jò mä häd jò überall mössän iischpringä
d1138-T105,aha
d1138-T106,chönd si dò äs bischpil sägä wo zum bischpil
d1138-T107,hä
d1138-T108,aso äs bischpil wo wo si dänn händ müsää ischpringä oder was si händ dänn
d1138-T109,müsän anderscht machä
d1138-T110,jò schlimm isch äs natürli ggsi
d1138-T111,wemmer dussä hät mösä schaffä höiän höiät und ärntät
d1138-T112,und alls no äigetlech vo hand gmacht heid
d1138-T113,mhm
d1138-T114,händ si denn a maschinä gha zu därä zit
d1138-T116,aber ich wüsst das nümmä was mär alls gha hend
d1138-T117,ähä
d1138-T119,und das hät vorhär irä maa benuzt diä maschinä
d1138-T12,jò s*** *** meggä kanton luzärn äs isch hüt
d1138-T120,ja wiä mäinäd si das
d1138-T121,asoo wär hät dänn zum
d1138-T124,do isch jòò wo dä chriäg do isch jò härbscht ggsi oder dò hät mär nümmän äso
d1138-T125,mössä dossä schaffä
d1138-T126,ähä
d1138-T127,ähä
d1138-T128,si sind detä grad
d1138-T13,mittwoch dä nünti dezämber und s interviu macht dä chrischtof deiõ
d1138-T130,ähä
d1138-T131,du bisch bi chriägsusbruch
d1138-T132,öppä jäärig ggsi und där otti öppä füf wuchän alt
d1138-T133,und dò hemmer
d1138-T134,s chrönermeitli übercho vom flüäli hindäfürä simmer afig froo ggsii dass öpper zu denä
d1138-T135,giälä gluägt hed
d1138-T136,und do im früälig
d1138-T137,ich wais äs nümmän isch ächt do
d1138-T138,hend si ächt do s weiermättli treniärt
d1138-T139,und hemmer det obän ä pflanzbläz gmacht ganz ä groossä
d1138-T14,ez frau s*** wenn si hüt äso zrugg dänkäd a diä zit so vomm vom zwaitä wältchriäg
d1138-T140,mhm
d1138-T141,ond das hed waar gä det obän aso
d1138-T142,äs liäd omägmacht
d1138-T143,äs liäd usträniärt
d1138-T145,isch aso usennig ggse
d1138-T146,ähä
d1138-T147,und da isch öppä zwänzg minutän äwäg ggsi oder
d1138-T148,mum
d1138-T149,dä was händ si dänn detän aapflanzt
d1138-T150,haso
d1138-T151,ich gloubä härdöpfu hemmer erscht de weder
d1138-T152,zersch äbä zersch änd si hät s ghäissä
d1138-T153,das gäb überhoupt nüd das heig gar kä sinn das mä das machi
d1138-T154,und do het min maa ärdä iigschikt uf wädäschwiu und gsäit si sölid
d1138-T155,luägä was mär chöni machä
d1138-T156,dò hend si brichtät mä sölid mit gmüäs aafòò
d1138-T157,mhm
d1138-T158,und das het gmüäs gää det obä
d1138-T159,mhm
d1138-T16,schlimmi zit
d1138-T160,wommer s erscht mal uä sind go
d1138-T161,go säiän und sezä
d1138-T162,d schmidiger erna dò ggsi
d1138-T163,de simmer det ufä
d1138-T164,isch öppä zwänzg und wo mer obä sind het s afò schneiä
d1138-T165,mhm
d1138-T166,de hemmers haut gliich gmacht
d1138-T167,und das hed waar gä aso das isch usinnig ggsi
d1138-T168,und eis jòòr hemmer de härdöpfu gmacht und das hed aso hüüfä gä döt obä
d1138-T169,mhm
d1138-T17,jò
d1138-T170,und de het s
d1138-T171,äm aso sägä mär
d1138-T172,bisch di
d1138-T173,aso händ müässä
d1138-T175,äs schtuk land miätä ass si hend chönnä fü di angeschtöutä
d1138-T176,gmüäs pflanzä
d1138-T177,miär hend i dä luzärner nöischtä nochrichtän ä
d1138-T178,det obän ä bläz gää
d1138-T179,und di hät boonä gmacht
d1138-T18,da häd
d1138-T180,di hend äsoo hüüfä züüg übercho
d1138-T181,diä gschäfter hend äifach müässä für di angeschteutä luägä
d1138-T182,und diä hend au mängmol gluägt dass öpper
d1138-T183,as mer lüt ghaa hed
d1138-T184,mhm
d1138-T185,was händ si dänn mit dem dem gmüäs gmacht aso händ si das
d1138-T186,hä
d1138-T188,diä het de das gmüäs irnä lüt
d1138-T189,diä diä luzärnär a
d1138-T19,dä maa hät müssän iirukä
d1138-T190,di nüschtä nochrichtä hed dä bläz gmiätät ghaa und diä hend dä
d1138-T191,für iri angeschtelltä müssän än
