Filename,Transcript
d1073-T0,im jaar zwäituusig
d1073-T1,frä p*** wo und wän sind si geboore
d1073-T10,in in däm huus
d1073-T1002,und aber händ si gschpüürt das für die familjene
d1073-T1003,ziit e chlii schwiriger woorde isch soo i de driissger jaar aso de si sind die zum täil aagfindet woorden oder
d1073-T1007,es cha scho sii schpööter dernòò aber
d1073-T1008,si si die lüüt si ruig ruig plììbe bi öis
d1073-T101,wo öisi vatter furtgangen ìsch uf die schiffsräis das ìsch alles zääme in öisem psiz
d1073-T1010,und häi hütte no chöme si uf gälterchinde
d1073-T1011,e däil vo de naachkome
d1073-T1012,und chöme cho luege wis goot z gälterchinde
d1073-T1013,bikanti wo si häi aso
d1073-T1014,me het würklich mit de jùùde gaar gar gar käini sache ghaa
d1073-T1016,si si vo öis
d1073-T1018,wo mitene ufgwachse sìì
d1073-T1019,woo joorzäänte lang dörn dört gwoont sìì
d1073-T102,miir häi e noochber ghaa dasch dr landjèèger gsìì
d1073-T1021,het me das die das verheltnis wiitergfürt
d1073-T1023,und si sind äu nöd wègg ggange aso
d1073-T1025,die si plììbe alli ussert die mi schuelfründin
d1073-T1028,das edmé dietishäim woo
d1073-T103,nid dr polizischt dr landjèèger
d1073-T1030,ghüüroote het in elsaass und nohäär mit der famiilie
d1073-T1031,vergaast worden isch jä jä
d1073-T1034,vilicht ezt öppis e chli erfröilichers nünedriissgi isch jaa seer wichtig gsii d landesusschtelig in züri
d1073-T1035,jä
d1073-T1036,sind sii deet gsii händ si die psuecht
d1073-T1038,i weer gärn dörte gsìì seer gärn
d1073-T104,het me däm gsäit
d1073-T1040,aber dr mis zwäite chind het gsäit jez goot me nümme
d1073-T1042,z eerscht mues ììch uf der wält sii
d1073-T1043,und wäg kuno woo ich jeede daag erwaartet ha in der zit
d1073-T1044,han ich nìt chönen an d landesusschtelig gòò
d1073-T1047,das isch ire erschte
d1073-T105,und dää het dihäim e poliis ghaa
d1073-T1051,der erschti ìsch anno nünzehundertsììbenedriissg am fümfte märz geboore jä
d1073-T1053,si händ aber vil
d1073-T1054,ghöört und und gläse waarschinlich über und verzelt überchoo
d1073-T1058,jä und i bi begäischteret gsìì dervoo
d1073-T106,und den ìschs
d1073-T1060,und i has beduurt
d1073-T1061,dasi nìd ha chöne goo weni das esoo darf sääge jä
d1073-T1062,häuptsächlich e seer seer nume positiifi schtimme ghöört
d1073-T1064,vo landesuuschtellig
d1073-T1065,aso in gèlterchinde sind vil ggange vo
d1073-T1068,sicher das chani nì nìd i cha nìd säägen öb vil oder weenig
d1073-T107,jee nachdäm voorchoo dass dä landjèèger wo guet befründet gsìì ìsch mit mim vatter
d1073-T1070,i ha mi den um anders kümmeret
d1073-T1071,aber also es ìsch esoo gsìì
d1073-T1073,und iri eltere die händ den naach wi voor das wirtshuus gfüürt
d1073-T1075,nä aso de de vatter ìsch jò gschtoorben ane nüünzehundertnüünezwänzg
d1073-T1077,ja
d1073-T1078,und den hets d ma mini mame wiitergfüürt
d1073-T1079,mit mit aso mit mit mììr zäme
d1073-T108,dass dä irgendnöime het mösen iigriffe und äine go hoole und den het er ǜǜber d nacht i däm bolis gschlooffe
d1073-T1081,ich bi häupsächlich dört gsìì mit miner schweschter
d1073-T1082,und den mini schweschter ìsch jo den äu elter gsìì nìd und do häi miir das zäme gfüürt
d1073-T1083,und häi und der brüeder ìsch den gwüssi zit äu dehäim gsìì
d1073-T1084,nachdäm der vatter gschtoorben ìsch ìsch är äu no häichoo und
d1073-T1085,ìsch den de beschti fründ worde vo mim
d1073-T1086,vo vom friz p***
d1073-T1088,und mit de ziit häimer enander duu gsäit
d1073-T109,wome
d1073-T1090,so mit de zit ebe wie gsäit voorhäär nìt
d1073-T1092,dän händ si aso e meerfachbelaschtig ghaa si händ äinersiits ghulffen im
d1073-T1094,und si händ aber äu i de wiihandlig sind si no
d1073-T1095,händ si glueget das läuft
d1073-T1096,de si händ waansinig vil arbet ghaa i dère zit
d1073-T1097,ich erschti
d1073-T1098,s allermäischti ìsch gsìì ìch ha zwäi chläini chinde ghaa
d1073-T11,ufgwachse
d1073-T110,wo hüt e nid emol mee e e es tierli drinine dèèti miteme vergitterete fänschter wo mir
d1073-T1100,und d chind häi mir ales bedüütet
d1073-T1101,und ich ha aber dernääbe müese
d1073-T1102,luege und hälffe ich ha käi loon ghaa
d1073-T1104,ich ha müese luege und hälffe und defüür häi mììr
d1073-T1105,alli am gliiche familijedisch gässe
d1073-T1106,und mir häi dört chöne woone
d1073-T1107,und al min maa het chöne go schaffe und het chöne go zäichnen und chöne daas mache
d1073-T1108,het chöne sììni si bekantekräiss
d1073-T111,chinder aamel aanegange sìì und mitene gschwäzt häi
d1073-T1110,het äär chöne erwitere
d1073-T1111,und het zit ǜǜberchoo
d1073-T1113,ebe sägemer mol bortre oder so s hetem öpper en uftrag ggee
d1073-T1114,won in gschèzt het und wo sini sache
d1073-T1115,seer gschèzt häi und so het äär chö̀ne
d1073-T1116,daas undernee und
d1073-T1119,für mìì mìì sach ìsch den das dehäim gsìì und den ìsch jo mi schweschter no doo gsìì die het jo
d1073-T112,oder ììne
d1073-T1120,dene käi si het jo no schtudììrt musig schtudiirt gsang schtudììrt und ìsch imer zwüscheniine dehäi gsìì und het vil ghulffe dehäi
d1073-T1121,und mììr häi den vil mool häi mir gèscht ghaa
d1073-T1124,wo häi welle
d1073-T1127,cho muusig loose u häi chöne cho wele cho gsang loose
d1073-T1128,den häi mir das chönne ìì plaane dasmer häi chöne
d1073-T113,rèschte schtümpe brocht häi wo si dene
d1073-T1133,öpis schpììle mer häi bäidi seer guet klafiir gschpììlt
d1073-T1134,mer häi sämtlichi beethoofensonaaehm
d1073-T1137,aso as was gee het an
d1073-T1138,an viirhändige sache
d1073-T1139,häi miir mitenander gschpììlt sigs ez es
d1073-T114,köit häi
d1073-T1140,simfoniie gsìì oder beethoofen häi mir ales viirhändig ghaa
d1073-T1141,häi miir dene musikaalisch
d1073-T1143,die soldaate underhalte mi schweschter mit em gsang und ììch hase begläitet oder zääme esoo das ìsch also
d1073-T1144,ìsch also öise biitraag gsìì
d1073-T1145,was wen ìchs esoo darff säägen in sache kultuur
d1073-T1148,i wäisses us erfaarig wil si mir das verzelt häi
d1073-T115,dasch es soo daas gsìì wirklich aarm
d1073-T1150,doo häi die soldaate am säggsi uf em dorfplaz oobe dasch öpe drei fümf viir minuute vo öis ewägg
d1073-T1151,wo ebe de friz p*** ufgwachsen ìsch ìsch dört immer s häuptverlääse gsìì z ooben am säggsi
d1073-T1152,und dene nachd wen das duure gsìì ìsch den ìsch de ganzi schwarm
d1073-T1154,s dorff obenaabe choo und bi öis in s reschtorò̃ò̃
d1073-T1155,das si blaz ghaa häi die soldaate
d1073-T1157,und doo häi mir künschtler ghaa under dene soldaate
d1073-T1158,wo gwüsst häi doo ìsch und doo häi mir ììbezooge und die häi mitgmacht
d1073-T1159,und mir häi e lütnant ghaa de
d1073-T116,aarm
d1073-T1161,jez gad chuntmer de naame nìt z sin die häi e fabrik ghaa
d1073-T1162,e dääfelifabrik s chuntmer grad im momänt nìt z sin
d1073-T1164,und dää het den
d1073-T1165,foggstrot gschpììlt und ìsch dää an s klafiir gsässe oder si sìì s het zwee oder drei ghaa wo zääme häi chöne es konzärtli veranschtalte
d1073-T1167,es ìsch zitewiis ìschs
d1073-T1169,z baasel hets es e e ding gee
d1073-T117,und iri eltere händs händ äu
d1073-T1171,bekants theaater
d1073-T1172,in der s ìsch fascht esoo gsìì wie dört i däm theaater wen sii
d1073-T1173,fröölichi sache und soo
d1073-T1175,sache und den die sìì also dört di sìì also bi öis gsìì oder sogaar
d1073-T1176,d ofiziere si zue äu bi öis gsìì und häi sich derzuue aabegloo
d1073-T1178,e e häupmaa zum bischpil cha mi ganz guet erinnere wo de napoleoon gmacht het do häi im d soldaate us papiir
d1073-T1179,e e dreischpiz gmacht und dä het dää aagläit
d1073-T118,gèèrn gsee wän sii kontakt ghaa händ mit dene lüüt si händ si nööd
d1073-T1180,häis das ìsch ììri erhoolig gsìì
d1073-T1182,die häi si bruucht und die häi si gsuecht und mi schweschter und ììch sì ǜǜberglükli gsìì das mir das häi dörffe
d1073-T1183,das das mir daas häi chö̀ne
d1073-T1185,deene mitmache und und
d1073-T1187,öpis biete esoo uf die art und das ìsch unngläublich gschèzt worde
d1073-T1188,das töönt nachere intensiife
d1073-T1189,ziit
d1073-T119,kwaasi gmaant ja du dö̀rfsch dän nöd z vil
d1073-T1190,bitte
d1073-T1191,es töönt nachere intensiife
d1073-T1192,ziit und erfaarig
d1073-T1193,jä das ìsch aso scho woor das ìsch aso scho woor jä
d1073-T1194,jä und mi schweschter het natüürlig
d1073-T1196,und ìsch alles gsunge worde wüsse si
d1073-T1197,do die soldaate die si soo dankbaar gsìì für alles
d1073-T1198,dò het si zu de het si irgend öpperem öpper
d1073-T1199,nochegmacht d greeta wi wi het si ghäisse
d1073-T12,mììr häi es reschtorò̃ò̃ ghaa
d1073-T1202,di bekanti
d1073-T1203,greeta garboo
d1073-T1204,zaara leander
d1073-T1205,jää jä
d1073-T1207,und das het si chö̀nnen äifacht dasch äifacht fantastisch gsìì und und und die sache häi di andere wele die die soldaate wellen äu
d1073-T1208,äu die ofiziere wo bi öis dehäim gsìì sìì
d1073-T1210,di das wellen und si dankbar gsìì
d1073-T1212,und esoo häi mir es
d1073-T1215,öise täil gläischtet dezue em sèrwiss
d1073-T1219,mir häi scho äu aanngeschtelti ghaa wo den doo gsìì sìì
d1073-T122,die si schtil und zimli ruìg
d1073-T1220,aber aso näb em sèrwiss häi mir so so daas gmacht
d1073-T1221,und d chinder het uf uf d chinder hani
d1073-T1222,e gueti
d1073-T1224,es guets mäitli gfunde woo doobe bi bi de chinder gsìì ìsch und gluegt het s ìsch mer gaar nüüt anders ǜǜbrig blììbe gäle sii ich ha do und es ìsch äifacht
d1073-T1225,es ìsch äifacht
d1073-T1226,mis aaschteligsding gsìì won ìch ghaa ha dehäi
d1073-T1227,käned si de film schilbèrt dö gguurschenè
d1073-T1229,je joo
d1073-T123,äine het franzöösisch chö̀nne
d1073-T1230,ischs
d1073-T1233,das häte mi schweschter und ììch chöne sii genäu gliich
d1073-T1234,jä
d1073-T1235,genäu daas
d1073-T1236,die soldaate sind die vo de armee uus iikwartiirt gsii
d1073-T1239,näi die sìì nìd iikhwartiirt gsìì bi öis
d1073-T124,se pa mua atò̃ssiò̃ò̃ lèss me drònngil
d1073-T1240,die sìì iikhwartirt im gsìì in andere òòrt
d1073-T1241,aso turnhale zum bischpil in gälterchinde
d1073-T1242,oder im im im e schuelhuus oder so witer sìì sie iikhwartiirt gsìì
d1073-T1243,aber nìd bi öis si si nume choo in dèr churze zit vom säggsi bis am zääni z oobe den häi si mǜse wider iiruke
d1073-T1244,häi si mǜsen im kantonemänt sìì
d1073-T1245,und das ìsch die zit gsìì wo sii äigentlich das
d1073-T1246,sich häi chöne erhoole
d1073-T1249,das ìsch das ìsch daas gsìì
d1073-T125,und das häimer
d1073-T1250,de ìsch natüürli mi maa äu doo gsìì und het konthakt ghaa mit ding und häupsächlich het äär ebe mit em das ìsch de
d1073-T1251,die
d1073-T1252,häuptlüt wo döört cho sìì ìsch äu si der
d1073-T1255,oberscht höön und so witer
d1073-T1256,die häi den mit ììm konthakt ufgnoo das chunt jo doo no schpööter doo wo si wo doo häi
d1073-T1257,die ganze sache die chöme jo doo nò
d1073-T126,das häimer vorhär gwüsst was dää cha siis franzöösisch
d1073-T1260,miich intressiirt no wi das gsii isch wo de chrieg aagfange hät aso da im
d1073-T1261,wi isch das gsii dè taag
d1073-T1267,joo dänk wol
d1073-T1268,da han ìch
d1073-T1269,de kuno überchoo am äinezwänzigschte
d1073-T127,und den häi mir natüürlig äu vo dr schtat häär häi mir ame sundig hämer immer seer vil gèscht ghaa wo zu öis choo sìì
d1073-T1270,äuguscht bi in schpitaal cho nach baasel
d1073-T1273,der èlter suun wo zwöi joor alt gsìì ìsch han ìch dehäi gloo
d1073-T1274,han ich dehäim gloo und ich ha müsen in schpitaal
d1073-T1275,und hät wäg de gebuurt und bi döörte
d1073-T1277,nach baasel gfaare mi maa
d1073-T1278,het ìsch mitme fründ de het mi aabedoo
d1073-T1279,und ìch ha zimli scho s ersch mool e schweeri gebuurt ghaa doo noomol müese ufpasse
d1073-T128,das ìsch het aso äu dezue ghöört das ìsch den der anderi täil gsì
d1073-T1281,am eerschte septämber
d1073-T1283,und am eerschte septämber sich als zuegschpizt das han ich gmèèrkt
d1073-T1284,das sich de die sitwazioon politisch seer seer zuegschpizt het
d1073-T1285,den ìsch mi maa äu choo jeede daag
d1073-T1287,und ìsch cho verzelle cho sääge es ìsch esoo und esoo
d1073-T1288,und si boue in jeedem dorff
d1073-T1290,boue si e schpeeri
d1073-T1291,vo öis obenaabe bis nach baasel in jeedem dorff
d1073-T1292,wird e schpeeri boue si sìì schweer draa
d1073-T1294,das me nìd duure cha
d1073-T1296,und dene das het är mir ales verzelt und den
d1073-T1298,ìsch de erschti septämber choo dr iimarsch
d1073-T13,und mììr häi
d1073-T130,ich si händ miich nöigiirig gmacht
d1073-T1300,vom hitler in poole
