Filename,Transcript
d1244_2-TLI_0,läse nid waar und schtudiere
d1244_2-TLI_1,im gfängnis ine deet obe deet obe
d1244_2-TLI_10,han ich voll gschribe seer schöön
d1244_2-TLI_100,und dänn bin i wider
d1244_2-TLI_101,lang aarbetsloos gsii
d1244_2-TLI_102,enoorm vil gläse natüürlich i däre ziit
d1244_2-TLI_103,und schliessli di letschti schtazioon isch dänn gsii
d1244_2-TLI_104,das i ha chöne
d1244_2-TLI_105,i de chriegswirtschaft han i da so e hilfsaarbäiterschtel überchoo
d1244_2-TLI_106,jaa woo won i dänn doch
d1244_2-TLI_107,regelmäässig wider en verdienscht ghaa han
d1244_2-TLI_108,d aarbet i de kaapee di isch ja
d1244_2-TLI_11,uuszüüg gmacht gnaui uuszüüg us em karl marggs
d1244_2-TLI_110,wi mus ich miir das voorschtelle wi isch das überhaupt möglich gsii
d1244_2-TLI_111,unter de bedingige i der schwiz
d1244_2-TLI_112,wo ja dezuegfüert händ das di komunistisch partei verbote woorden isch
d1244_2-TLI_113,dass sii zum biischpil
d1244_2-TLI_114,es gfängnisschtroof händ müse absize
d1244_2-TLI_115,wie isch es möglich gsii überhaupt
d1244_2-TLI_116,für d kaapee i der ilegalitäät z schaffe wi isch das
d1244_2-TLI_117,möglich gsii ooni ufdekt z wäärde
d1244_2-TLI_118,jaa da hämmer halt ebe dii reegeln der konschpirazioon
d1244_2-TLI_119,wi me schafft wäme wänn möglich nid
d1244_2-TLI_12,das kapitaal
d1244_2-TLI_120,verwütscht wiird dä hämer ali deknäme ghaa
d1244_2-TLI_121,ich ha zum biischpiil wargaa ghäisse wil ich
d1244_2-TLI_122,das isch dä groossi teoreetischi
d1244_2-TLI_123,sowjietökonoom gsii wo seer gueti büecher gschribe hät
d1244_2-TLI_124,ganz e wägläitends buech gschribe di groosse kriise
d1244_2-TLI_125,und ire politischen folgen
d1244_2-TLI_126,und dä name han ich ghaa anderi äine hät maoo ghäisse nach em maoo und anderi me händ also ales deknäme ghaa
d1244_2-TLI_127,zwäitens hämmiir dänn
d1244_2-TLI_128,e hütte ghaa im zürioberland doo
d1244_2-TLI_129,wo mer regelmäässig zämechoo sind
d1244_2-TLI_13,und dänn han i aber no dä lenin schtudiirt
d1244_2-TLI_130,puurehuus wo mer gmietet händ wo mer zämechoo sind
d1244_2-TLI_131,me händ aber ä sizige regelmäässig
d1244_2-TLI_132,hämmer sizige ghaa bimene genosse woo
d1244_2-TLI_133,imene bürgerlichen aawaltsbüroo gschafft hät
d1244_2-TLI_134,und wo ganz unverdäächtig gsii isch aber mi händ deet i dem siim büroo hämir
d1244_2-TLI_135,chöne d sizige mache
d1244_2-TLI_136,händ beschproche eerschtens han ich
d1244_2-TLI_137,useggää und voorgschlage und au
d1244_2-TLI_138,groossetäils sälber gschribe
d1244_2-TLI_139,e ziitig der funke
