Filename,Transcript
d1063-T1,jawol ìch bin am sibenezwänzigschte februar nünzehundertachze aso grad ändi chrieg geboore
d1063-T10,min vatter ìsch vo lin choo vom chliinschte ort vom argäu
d1063-T100,ich ha wele säge wiirtschaftskriise händ si dän das au gmèèrkt dass sii dass si kai
d1063-T1000,ùnd aber eben immer hoochofiziel mit polizèi mit schtatpolizèi vo bade mit em hodel
d1063-T1001,ich waiss wenigschtens nò de name vo dem polizischt
d1063-T1002,dèè hè hani immer wèni dèè ggsee ha nòchhèèr hani aso mǜse wǜrklìch grinse
d1063-T1003,ùnd dän
d1063-T1004,de schwaarzhandel vo mim maa dè het wòòrschinlìch floriirt wòrschinlìch het er mit dem ganz nèt verdientet
d1063-T1005,aber den ischs em uuschoo
d1063-T1006,gsiend si söttigi sind uusgwise woorde
d1063-T1007,dò hets en schniider gèè en her feeliggs röösch in bade
d1063-T1008,dè isch im lòndonhus z zǜri
d1063-T1009,isch dèè scheff ggsii ùnd het z bade gwont
d1063-T101,wän wider en taag nüüt gangen ìsch gäl d lüüt händ jò äu nìd chöne chauffe oder
d1063-T1010,ùnd dèè isch en naazifründ ggsii vo mim maa
d1063-T1011,ùnd die naazifründe händ natüürlech
d1063-T1012,fet ùnd schpäk ùnd ùnd ales vo dem etter was dèè so gliferet het
d1063-T1013,ùnd dän nòchethèèr
d1063-T1014,ìsch dèè dè hets nuun soo bìtribe
d1063-T1015,das dèè dän wèrent em chrieg uusgwise woorden isch
d1063-T1016,ùnd den isch daas fet ùnd daas flaisch ùnd
d1063-T1017,ùnd den het
d1063-T1018,di händen esoo trükt wohèèr er daas het ùnd den het er gchozet
d1063-T1019,ales fǜrechoo wo dèè so schöön in laager het im chäller
d1063-T1020,vom hm
d1063-T1021,vom schwiter z bade
d1063-T1022,ùnd den
d1063-T1023,isch d d schtatpolizèi ich waiss nò guet dasch grauehaft
d1063-T1024,ùnd den hets aber bi òis dehaim im chäller gaar nid vil ghaa
d1063-T1025,schùppe won èèr nüm het chönen abhole
d1063-T1026,ùnd daas het mer den ùf em baanhoof gfunde
d1063-T1027,dèè schwiter isch den beobachtet woorde
d1063-T1028,dèsch dèsch gliich im dienscht plibe s ischem nüüt passiert
d1063-T1029,das händ alweg
d1063-T103,daas das isch mee a de läbesmìttel ìsch es ggsii
d1063-T1030,wèg em ässe
d1063-T1031,händ äu duur mini mueter
d1063-T1032,am nüünedriissgi het mini mueter wöle
d1063-T1033,soo e fliissigi chrampfligi frau wo das ggsii isch
d1063-T1034,ùnd den häm mììr ka biwiligung überchoo fǜr totaaluusverchauff
d1063-T1035,wìl das isch verbòte ggsii woruum waiss ich nööd
d1063-T1036,ùnd den hèt mer müsen e ladetòchter
d1063-T1037,dèè laden isch nò seer guet glòffe
d1063-T1038,eerschtens emòòl mit em
d1063-T1039,dò isch si seer guet ggsii si het den scho nò chöne iichauffe ùnd soo
d1063-T104,ùnd as mer cha de zins zaale
d1063-T1040,aber si het nüüt mee chöne si het nümme gschaffet
d1063-T1041,si het aifach nüm chönne si het au schmèèrze gha
d1063-T1042,ùnd dän nòchethèèr
d1063-T1044,es sind d puuren au wider choo
d1063-T1045,dasch wìder genau s gliich meer händ tank minere mueter
d1063-T1046,sii het aifach puurechuntschaft ghaa
d1063-T1047,si het ganzi uusschtüüre verchaufft
d1063-T1048,die isch waansinnig tǜchtig ggsii mini mueter mit
d1063-T1049,ùnd drùm isch da
d1063-T105,wìl mini eltere händ jò das huus kaufft
d1063-T1050,ùnd drùm isch daas dän
d1063-T1051,maria het si glaub ghaisse so e huushelteri ghaa dehaime
d1063-T1052,ùnd dän nòchethèèr
d1063-T1053,mit dère
d1063-T1054,bini immer esoo woni
d1063-T1055,deet am aafang nò go holz sueche
d1063-T1056,mit dem gsuechte holz
d1063-T1057,ebe soo het mer sich
d1063-T1059,s het dän mììr hènd dän sälber d briged gmacht wie hämmer jeze
d1063-T106,aso mer hät wüürklech müse schpare wo ganz verùkt
d1063-T1060,mer het iirgend öppis züüg het mer iiphakt ùnd iiphakt ùnd den het mer die
d1063-T1061,die papiirbriged het mer ine gschtoosse
d1063-T1062,was mer mit waas mer a das züüg ales gmacht het
d1063-T1063,aber mer isch seer erfinderisch ggsii gäled sii aso
d1063-T1064,ùnd mer het a züüg verholzed wo mer nuur e chlii het chöne
