Filename,Transcript
d1055-T10,dä vatter isch modällschriner ggsii und hät bidä escherwiis gschafft
d1055-T100,gha und ha mich so det scho afange vetüüfe so
d1055-T1000,da ischmer dänn wurscht ggsi wägdä kultur
d1055-T1001,aber isch doch dänn diä art vo aasägä und so
d1055-T1002,oder dä ton hät dänn schochli andärscht
d1055-T1003,als wänn do irgend äson ä marschmusik vodä waffänässäss da
d1055-T1004,gschmättärät hät am radio i isch dänn scho än ä chli än schtiil ggsi
d1055-T1005,wommär ächli besser passt hät
d1055-T1006,wi dä glen miller cho isch aber s hät s äso
d1055-T1008,händ sii a sälbrr
d1055-T1009,mmusig gmacht oder
d1055-T101,das sind ainlich so chli mini vorliäbänä ggsi
d1055-T1010,ja aber bi nöd begabt ggsi aso ich ha ich ha müese dä vatter hät aifach welä das i klaviär schpilä
d1055-T1011,aber s isch nöd s isch nöd guät
d1055-T1012,ja aso aso aso
d1055-T1013,paar schlager hani det äso
d1055-T1014,zwäg bracht und ächli bugi wugi
d1055-T1015,hinderem mond und so
d1055-T1016,belami und äbä diä schlager vo damals nöd aber s isch also
d1055-T1017,ich has gmacht am vatter z liäb will är hät s
d1055-T1018,dä fröid gha dass ich klaviär schpilä und dänn
d1055-T102,mini muäter hät oft ggsait ich seg en büächerwurm
d1055-T1020,wiää si si hää
d1055-T1021,schluss gäg chriägsändi
d1055-T1022,sind ja dänn au hkm
d1055-T1023,oder vor alläm nochäm chriäg sind tschiiais i d schwiz cho
d1055-T1024,händ sii pärsönlichi begägnigä gha
d1055-T1026,bin ich dänn naagrännt
d1055-T1027,oder und ha dänn
d1055-T1028,wis äso sind oder diä händ dänn gärn mit aim plauderät und dänn
d1055-T1029,häm mir mit dänä
d1055-T103,ich söll mee schport triibä und so
d1055-T1030,ich ha s hauptsächlich gmacht zum mis änglisch
d1055-T1031,ä chli üäbä und dänn
d1055-T1032,ja und do sind s doch dänn nachanä d siger und d befreier ggsi
d1055-T1033,da hät mer doch gärn mitänä gret dasch
d1055-T1034,s isch no glatt ggsi
d1055-T1036,und s hät au öppis abgworfä maischtäns oder
d1055-T1037,in naturaliä
d1055-T1038,joo det also ich mainä guät also
d1055-T1039,öppän ä cäml oder ä löggistraigg händ s aim gää abr abr abr
d1055-T104,das sind vilich d vorliäbänä ggsi und natürli go schpilä
d1055-T1040,oder än chaugummi aber oder gad so
d1055-T1041,sind scho guät ghaltä ggsii
d1055-T1042,dä vatter isch aml blass wordä vor niid wänn är
d1055-T1043,ghört hät was diä aml a am hauptverläsä übercho händ
d1055-T1044,oder ä schtangä zigarättä und hüt hä wo s
d1055-T1045,rauchä übärall wänd fäbütä aber do
d1055-T1046,schtangä zigarättä und dänn dä sold und alls und ebä där urlaub
d1055-T1047,isch dänn sind scho guät
d1055-T1048,entlont wordä aber nöd grad eso das s miär da händ chönä
d1055-T1049,gross go
d1055-T105,nachane wo mä dänn züglet sind
d1055-T1050,gschänk machä
d1055-T1051,wiä händ si so hkmhkm di letschtä
d1055-T1052,tääg oder mönät vor äm chriägsändi erläbt
d1055-T1053,hätmer dänn hkmhkm
d1055-T1054,warschinlich scho ggsee dass
d1055-T1056,denn scho gmärkt dass ezä bald färtig isch und dänn
d1055-T1057,wänn händ si s no zum no vorgriifä
d1055-T1058,wänn händ si s erscht mal s gfül gha das dass di tütsschä
d1055-T1059,dä chriäg wärdäd värlürä
d1055-T106,ebe uf d wält bin i cho in litl iteli
d1055-T1060,jo also scho wälätäm vierevierzgi
d1055-T1061,ooder noch der infasion dänn
d1055-T1062,wo s dänn
d1055-T1063,nachanä isch s dänn scho färtig ggsi
d1055-T1064,mögäd si sich no ärinnärä an
d1055-T1065,an aan fridenstag aso
d1055-T1066,jaa doch da hani da bin i adär arbät ggsi
d1055-T1067,und dänn häm mer im radio glosät und dänn isch d nachricht cho
d1055-T1068,und da hani hai dä muätär aglütä und ha ggsait seg fridä
d1055-T1069,und gschpillt hät dä thomi dorsi und his big bänd
d1055-T107,das isch im chrais vier
d1055-T1070,ha
d1055-T1071,und isch mer da uf d schtrass gangän und
d1055-T1073,soo so ganz chüäl
d1055-T1074,aso nachär hät dänn scho
d1055-T1075,hät irgend ä fiir
d1055-T1076,stattgfundä ich ich ich
d1055-T1077,waiss äs nümä genau aber jedäfalls dä tag sälber bin ich bin ich im gschäft
d1055-T1078,ggsi und ich waiss nuno win ich dä muätär aglütä han ebä will si hät s nonig gwüsst
d1055-T1079,mi hät s dänn vom radio vernoo
d1055-T108,do ischäs no do hätmer no chönä sägä litl iteli isches aso
d1055-T1080,warschi vomnä amerikanischä sänder scho wäg dä musik und so
d1055-T1081,si hät s jedäfalls nonig gwüsst gha aber
d1055-T1082,nachanä isch s dänn glaub scho isch mer dänn glaub scho chli uf d schtrass
d1055-T1083,aber jedäfalls nöd mir äs isch afach am tämpramänt entschprächend isch es
d1055-T1084,ener chüäl ggsi aso
d1055-T1085,ja
d1055-T1086,öppis won i no vägässä han z frögä wärend dää
d1055-T1087,schpötärä chriägszit häts ja d verdunkligs pflicht gää
d1055-T1088,wiää wiä händ si das ärläbt soo z abig afacht
d1055-T1089,jo s isch mä mä hät sich dänn langsam dra gwönt äs hät ja würkich kais liächt brännt und
d1055-T109,echli andersch ggsi als hüt
d1055-T1090,und verusä isch mer natürli wenig also
d1055-T1091,oder mä mä hät denn immer mösä
d1055-T1092,äso züüg montiärä äso
d1055-T1093,äso schpezielli vorhäng waissi no aber das hät mee mini muätär und mit vatter beschäftigät
d1055-T1094,und si händs nöd mängmal ano praktisch gfundä das mä so
d1055-T1095,unerkannt chan vo huus zu huus huschä
d1055-T1096,da hät mich wiiter nöd beschäftigät
d1055-T1097,wi isch fü sii dänn dä
d1055-T1098,dä übergang ggsi i d fridenszit aso si händ dänn iri leer
d1055-T1099,ja färtig
d1055-T11,d muäter hät i haimarbät
d1055-T110,und dänn wommer vo deet furt sind
d1055-T1101,was händ si dänn gmacht wiiter
d1055-T1102,jaa nachänä bin i noo öppä äs was isch äs ggsi foifävierzg
d1055-T1103,da bin i no äs jaar bim bürle ggsi und nachär bin i i d änzeär choo
d1055-T1104,und dänn isch jo do bald s läbä als chaufmännischän aagschtelltä hät dänn det agfangä
d1055-T1105,und ha dänn
d1055-T1106,ja also
d1055-T1107,jaa also wa söl i ez daa
d1055-T1108,nachanä bin ich dänn detä
d1055-T1109,also söll ich ez vo mim bruäflichä wärdegang no
d1055-T111,nach wipkingä hämmr det än tollä
d1055-T1111,ebä dänn bin ich idär änzeär
d1055-T1112,blibä aignlich no zimmli lang ich bi denn nachanä
d1055-T1113,id abtailig buächigsmaschinä cho und ha mich
d1055-T1114,für
d1055-T1115,mit buächhaltigsorganisation dänn befasst vor alläm bidä betriib
d1055-T1116,und zwar nöd nur buächhaltig sondern ä choschtärächnig
d1055-T1117,was was dänn ächlii schpannändär ggsi isch
d1055-T1118,und dänn nünzähundertsächs bin i zur aibiäm
d1055-T1119,will mich detä will ich a dä kompiuter agfangä dä narrä
d1055-T112,hoof gha wommer hät chönä
d1055-T1120,frässä programmiärä
d1055-T1121,det han i agfangä
d1055-T1122,zerscht als sistemsüprewentativ das haisst also
d1055-T1123,bi inschtallazionä mithälfä
d1055-T1124,nachanä seilsripresentativ bin i füdä fächauf daa ggsii
d1055-T1125,vo damaligä
d1055-T1126,dinosauriär wi mä hüt sait oder meinfreims hüt isch dä modärni uusdruk haissäd s sörver
d1055-T1127,aber sind sind sind aifach
d1055-T1128,grossischtem will do hät mer no überhaupt kai anig gha vo
d1055-T1129,börsän und kompiuter und so
d1055-T113,tschutä dinä
d1055-T1130,dänn aaschlüssend bin i zuäschtändig ggsi für s marggeting
d1055-T1131,industrimarggeting mänüfäggtschering und das bedütät
d1055-T1132,das mösä ä brõschä
d1055-T1133,i mim fall jez äbä mänüfäggtschering das haisst induschtrii
d1055-T1134,bearbaitä mit
d1055-T1135,aawändigä vo compiuter wo
d1055-T1136,wo für diä brõschä
d1055-T1137,in frag chömäd zum bischpil chundätagigä organisiärä
d1055-T1138,kürs gää intärn und eggstärn über awändigä
d1055-T1139,ider induschtrii diä sachä
d1055-T114,u dä simmer natürli vill verussä ggsi und gschpillt uf boim ufäklädderäd und
