Filename,Transcript
d1300-T10,ich bin in wintertuur geboore
d1300-T1001,was sii denn döt genau
d1300-T1005,was isch ne denn döt vermittlet worde
d1300-T1006,äs isch
d1300-T1007,und ja also me sötts
d1300-T1008,schpricht nämmig für sich sälber
d1300-T1009,diä alli beraich
d1300-T101,är isch aa i dä biblioteekkomission ggsii
d1300-T1010,kultur
d1300-T1011,bildende kunscht musik
d1300-T1012,aus der sicht
d1300-T1013,des dritten reiches oder so
d1300-T1014,oder die
d1300-T1016,solidarität im volk
d1300-T1017,die überwindung der grenzen
d1300-T1018,der der schranken
d1300-T1019,und so wiitr
d1300-T102,do sind dänn amig ano und dä hät seer ä ggselligi
d1300-T1020,di ganzi partei propaganda
d1300-T1021,all di ganzi schön wüsseschaftlich mit
d1300-T1022,professore wo das usenand und das sinds
d1300-T1023,palaver ggsii natürli
d1300-T1024,werum händ sii sich denn
d1300-T1025,dem dem unterzoge
d1300-T1026,ich ha dem mich nöd underzoge ich ha gli ggsee dass das
d1300-T1027,wo wos use will und ha denn ggsait ja
d1300-T1029,ez wett i chli mee wüsse und
d1300-T103,aadere gha und vo dem hän mir chönnä
d1300-T1030,dänn händs mich offebar
d1300-T1031,als än willige
d1300-T1032,beurtailt und händ mir dänn mee
d1300-T1033,verzellt und gmacht und
d1300-T1034,beiiflusse wele und ich ha natürli fliisig gloset
d1300-T1036,so dopplets schpiil
d1300-T1037,jo isch äs doppel schpiil ggsii
d1300-T1038,wo ooni wobii ich kaines
d1300-T1039,wegs draa dänkt han ich gäb dänn äm polizeioffizier und sei im nochrite dienscht tätig
d1300-T104,als chind mir sind vier
d1300-T1040,a das han ich nöd dänkt sondern ich has für mich
d1300-T1041,das wele ggsee
d1300-T1042,was wänn diä mit mir mache
d1300-T1043,wi wiit isch denn das gange
d1300-T1044,das isch so wiit gange dass ich au zu
d1300-T1045,privatissima iiglade ggsii bin
d1300-T1046,usschprach oder äs nachtässe
d1300-T1047,oder empfang dur än bürgermaischter ufem land
d1300-T1048,aifach än
d1300-T1049,sii händ äso abtaschtet
d1300-T105,chind ggsii zwai schwöschtere wo elter sind
d1300-T1050,und händ offebar dä bschaid jo dä chänn me bruuche
d1300-T1052,und nochär wo sii denn wider zrugg sind noch züri
d1300-T1053,händ sii do irgendwelchi ufträg becho
d1300-T1054,nai
d1300-T1055,ich vermuete ich waiss es aber nöd
d1300-T1056,tatsach dass ich dänn gwäält worde bin als polizeioffizier
d1300-T1057,do händ sii dänn nai
d1300-T1058,do cha me jez nüt me mache
d1300-T1059,da wämmer dänn wämmer da sind sezemer dä under druk
d1300-T106,und no än brüäder
d1300-T1060,do hämmer aine scho im aparat dinne
d1300-T1062,sii sind jo
d1300-T1063,wo sii zrugg cho sind uf isch das das muss im füfädrissgi ggsii sii
d1300-T1065,händs döt no wiiteri versüäch gmacht
d1300-T1066,do isch au schtilli ggsii
d1300-T1067,eb sii öppis gmacht händ oder nüd waiss ich nöd ich ha dänn nume us
d1300-T1068,kuasi da isch ä supposizion
d1300-T1069,dur diä lüüt wo ebä das
d1300-T107,hän mir chöne profitiere
d1300-T1070,i dä schwiiz vorberaitet händ fünfte kolonne
d1300-T1071,diä händ natürli
d1300-T1072,glueget wär isch das und was dä säb
d1300-T1073,und nochär han ich usgrächnet diä ufgob übercho bi dä polizei
d1300-T1075,was macht me mit dä föiftä kolonne
d1300-T1076,aber uf uf sii isch me nocher wo sii wider uf züri zrugg cho sind me me isch vo dä
d1300-T1078,nümä uf sii zue cho
d1300-T108,und händ üs amig luschtig gmacht wänn
d1300-T1080,natürlich
d1300-T1081,under kontrolle villicht gschtande ich aber da isch ä supposizion chan ich nöd belegge
d1300-T1082,d änäsdeaape isch jo döt i dä schwiiz scho seer guet organisiert
d1300-T1085,gar nöd diä diä händ sich niä
d1300-T1086,irgendwie a mich gmäldet und ich han aa kai kontakt ufgnaa
d1300-T1088,aber ich vermuete
d1300-T1089,ich ha nöd än bewiis mit usnaam vo öppisem
d1300-T109,diä so altmödischi
d1300-T1090,dass bi dene wo mir dänn
d1300-T1091,so kartateek schachtlä gha händ mit rote und gäle und
d1300-T1092,blaue täfeli
d1300-T1093,je noch dem
d1300-T1094,so verhafte und so
d1300-T1095,dä det hi und so dass hät men alles möse mache
d1300-T1096,han ich ämol bi aim
d1300-T1097,dänn min name ggsee
d1300-T1098,und dä hät zumäne
d1300-T1099,also aifach isch det gschtande
d1300-T11,im juli nünzäähundertvierzää
