Filename,Transcript
d1087_1-TLI_0,guet es wüürd laufe
d1087_1-TLI_1,es isch de zääte dezämber
d1087_1-TLI_10,näi
d1087_1-TLI_100,isch die matur vor sich ggange
d1087_1-TLI_101,und dänn han ich chemii schtudiert
d1087_1-TLI_102,dänn isch ja de chrieg uusproche
d1087_1-TLI_103,und ich han miis schtudium müesen underbräche
d1087_1-TLI_104,bi dänn schpööter als chemiikaufmann
d1087_1-TLI_105,für öiroopa füren amerikaanischi firma thäätig gsii
d1087_1-TLI_106,und han mis gäld esoo vedient
d1087_1-TLI_107,als seer e guete posizioon gsii und bi seer guet gsii
d1087_1-TLI_108,mit
d1087_1-TLI_109,föifefüfzgi bin ich pẽsioniert woorde vo däne
d1087_1-TLI_11,und si wooned in züri
d1087_1-TLI_110,amerikaanische chemische fabrik
d1087_1-TLI_111,und hamer dänn e parfümerii kauft
d1087_1-TLI_112,mit dem gäld won ich überchoo han
d1087_1-TLI_113,und daa ich seer gueti aagschtelti han im gschäft
d1087_1-TLI_114,han ich mir chöne läischte
d1087_1-TLI_115,vierzää semeschter
d1087_1-TLI_116,min min groosse wunsch gärmanistik
d1087_1-TLI_117,und filosofii z schtudiere a de uniwärsitäät züri
d1087_1-TLI_119,imatrikuliirti schtudänt gsii ich betoone imatrikuliirt
d1087_1-TLI_12,ich won i züri ja
d1087_1-TLI_120,wil seer es hät
d1087_1-TLI_121,anderi ghaa wo no älter gsii sind als ich
d1087_1-TLI_123,ich ha müesse ali prüefige mache genau wi di junge schtudänte
d1087_1-TLI_124,hend si en abschluss gmacht
d1087_1-TLI_125,s liz
d1087_1-TLI_126,über weles teemaa
d1087_1-TLI_127,über gööte und zwaar über gööte
d1087_1-TLI_128,schpeziell über das määrli vo gööte
d1087_1-TLI_129,das hät mich seer fasziniirt
d1087_1-TLI_13,sind si in züri geboren und uufgwachse
d1087_1-TLI_130,und i welem jaar isch das gsii
d1087_1-TLI_131,ach das isch gsii ich
d1087_1-TLI_132,bin grad sibezgi gsii rächned sii s uus
d1087_1-TLI_134,isch das ungwöönlich gsii fi sii
d1087_1-TLI_135,i dem alter no a der uniwärsitäät z sii mit de junge schtudänte
d1087_1-TLI_136,ich ha das gnosse
d1087_1-TLI_137,am aafang bin ich als reschpäktspärsoon
d1087_1-TLI_138,betrachtet woorde
d1087_1-TLI_139,di lüüt händ mich nöd gwüsst wo si miich münd iitäile
d1087_1-TLI_14,in zürich geboore und uufgwachse ja
d1087_1-TLI_140,dänn mit de ziit hät sich die koligialitäät
d1087_1-TLI_141,im positiive und im negatiive sinn
d1087_1-TLI_142,ganz schtarch entwiklet
d1087_1-TLI_143,und iri professoore sind die jünger gsii als sii
d1087_1-TLI_144,de also miin hauptprofässer
d1087_1-TLI_145,den ich daa ärwäänt möchti ha profässer binder
d1087_1-TLI_146,dä isch es jaar jünger gsii als iich
d1087_1-TLI_147,chömed mer zrugg uf uf iren wärdegang
d1087_1-TLI_149,wi vil jude hät s
d1087_1-TLI_15,wänn sind si gebore
d1087_1-TLI_150,i irer chindhäit in züri ghaa ungefäär
d1087_1-TLI_151,ach das wird seer seer schwäär
d1087_1-TLI_152,z beurtäile z z sii
d1087_1-TLI_154,wi isch s vehältnis
d1087_1-TLI_155,zwüsche jude und nichtjude gsii i däre schtat
d1087_1-TLI_156,wo si es chind gsii sind und wo si en jugendliche gsii sind
d1087_1-TLI_157,luged sii ich han daa
d1087_1-TLI_158,waarschiinlich äin ärläbnis ghaa wo mich präägt hät s ganzi läbe lang
d1087_1-TLI_159,ich bin bis zu miner konfirmazioon
d1087_1-TLI_16,am driissigschte sibte nünzehundertdrizää
d1087_1-TLI_160,bis zu miner barmizwaa bin ich
d1087_1-TLI_162,bin ich seer judomäindid gsii
d1087_1-TLI_163,wänn si veschtönd was i mäine tuen
d1087_1-TLI_164,seer positiiv iigschtelt gsii gäge s judetum
d1087_1-TLI_165,und ich ha nüüt anders känd
d1087_1-TLI_166,ali mini koleege mini fründ won ich ghaa han damaals
d1087_1-TLI_167,sind jude gsii
d1087_1-TLI_168,ich bin im jüdische miljöö uufgwachse
d1087_1-TLI_169,und mini ali mini fründ
d1087_1-TLI_17,sind sii
d1087_1-TLI_170,sind ja dänn ine jüdischi schuel ggange
d1087_1-TLI_171,nach mõtröö i die schiwaa
d1087_1-TLI_172,vo mõtröö
d1087_1-TLI_173,und ich ha mich natüürlich au aagmäldet wi di andere
d1087_1-TLI_174,bin aber nöd uufgnoo woorde
d1087_1-TLI_175,wil mini eltere de sabat
d1087_1-TLI_177,das hät fü miich waarschiinlich e seer e groossi
d1087_1-TLI_178,wändi bedüütet
d1087_1-TLI_179,i mim ganze dänke und i mim ganze füüle
d1087_1-TLI_18,das hät men ine sicher gsäit sind si imne schpitaal uf d wält choo oder dihäi
d1087_1-TLI_180,und bi dänn no mit drizää jaar
d1087_1-TLI_181,normaalerwiis ganz is eggstreem
d1087_1-TLI_182,uf s anderi gfale
d1087_1-TLI_183,mhm
d1087_1-TLI_184,das häisst si händ sich eener abgwändet vo de religioon
d1087_1-TLI_185,ich ha mich nüd abgwändet ich ha si nüme waargnoo
d1087_1-TLI_187,relewant gnoo und
d1087_1-TLI_188,ja
d1087_1-TLI_189,aber abwändig vo de religioon ich bi immer en bewusste
d1087_1-TLI_190,juud gsii
d1087_1-TLI_191,aber i irer familie sind waarschinlich
d1087_1-TLI_192,die fäschttaag d fiirtig
d1087_1-TLI_194,es git ja das schööni
d1087_1-TLI_195,wort vom
d1087_1-TLI_196,zwäitaage zwäitaagejuuden nöd
d1087_1-TLI_197,das sind die fäschttage gsii
d1087_1-TLI_198,wie jom kipuur und rosch haschanaa
d1087_1-TLI_199,vesöönigsfäscht und nöijaar
d1087_1-TLI_2,s intrwjuu findet schtat mit em moriz a*** in züri
d1087_1-TLI_201,hend si nachdem sii drizäni gsii sind
d1087_1-TLI_203,bedingt durch das t das ich in
d1087_1-TLI_204,miich schpörtlich seer schtarch betäätigt han
d1087_1-TLI_205,bin ich nachär
d1087_1-TLI_206,in de liechtatleetikklub zürich iiträte
d1087_1-TLI_207,und ha deete
d1087_1-TLI_208,seer seer
d1087_1-TLI_209,gueti koleege ghaa di no bis hüt daa sind
d1087_1-TLI_21,hend si gschwüschter ghaa
d1087_1-TLI_210,mhm
d1087_1-TLI_211,händ sii jeemaals
d1087_1-TLI_213,han iich au deete im liechtatleetikklub züri
d1087_1-TLI_214,es ärläbnis ghaa
d1087_1-TLI_215,indem mir mir gsäit händ
d1087_1-TLI_216,also wänn ali jude soo wääred wi duu
d1087_1-TLI_217,dänn wäärsch scho rächt gäll
d1087_1-TLI_218,das hät miich
d1087_1-TLI_219,us dem veräin aafang vom chrieg isch ja das gsii
d1087_1-TLI_22,e schwöschter han ich ja
d1087_1-TLI_220,näi aafang vo de
d1087_1-TLI_221,nazionaalsozialistische
d1087_1-TLI_222,propagandaa uuszträte
d1087_1-TLI_223,und sälber en liechtatleetikklub
d1087_1-TLI_224,i de hakora z gründe
d1087_1-TLI_225,und daa hämmir ganz gueti
d1087_1-TLI_226,ärfolg und ärläbnis ghaa
d1087_1-TLI_228,hend sii s gfül ghaa das
d1087_1-TLI_229,jude i irer jugend
d1087_1-TLI_230,in züri integriert gsii sind mänschlich wie prueflich
d1087_1-TLI_231,si sind scho integriert gsii aber vo der äinere siite
d1087_1-TLI_232,di jude händ sich gmäint si sigid integriert aber si händ sich nie chönen integriere
d1087_1-TLI_233,duch d ussewält das die ussewält irgendwie en iifluss ghaa hät das isch nid möglich gsii
d1087_1-TLI_234,händ si jeemaals antisemitismus im altag veschpüürt
d1087_1-TLI_235,i de schuel oder susch nöime
d1087_1-TLI_236,ich ha s im milidärdienscht
d1087_1-TLI_237,nach de rekruuteschuel
d1087_1-TLI_238,die ich mitere begäischterig
d1087_1-TLI_239,absolwiirt han und di mir körperlich und psüüchisch waansinig guet taa
d1087_1-TLI_24,drei jaar jünger als iich di läbt in gänf ghüraate
d1087_1-TLI_240,und ich hetti gärn ghaa das mini änkelbuebe
d1087_1-TLI_241,au das mache tüend aber di händ s also nöd fü nöötig gfunde
d1087_1-TLI_242,ich bin ich bi voller elaan gsii und ha gmäint ghaa
d1087_1-TLI_243,ich cheng e militäärischi kariääre mache
d1087_1-TLI_244,bi dänn aber durch de
d1087_1-TLI_245,komandant de schuelkomandant
d1087_1-TLI_246,dem dä name möcht ich nid näne
d1087_1-TLI_247,druf hiigwise wäärded dass
d1087_1-TLI_248,unter miiner füerig wird käin juud
d1087_1-TLI_249,awãsiere deet han ich en schmärzhafte
d1087_1-TLI_25,mitemere richter vom
d1087_1-TLI_250,schtooss überchoo und ha miich als juud wider
d1087_1-TLI_252,isch das de äärschte äigentliche antisemitische schrit
d1087_1-TLI_253,gäge sii gsii wo sii empfunde händ oder händ sii i de schuel
d1087_1-TLI_254,die üeblichen aaschuldigunge ghöört vom
d1087_1-TLI_255,d jude händ chrischtus ermordet oder soo
d1087_1-TLI_256,ich wot eerlich sii
d1087_1-TLI_257,absoluut nööd
d1087_1-TLI_258,ich ha weder wider das i de
d1087_1-TLI_259,mit minene dienschtkameraaden ärläbt no mit mitschüeler
d1087_1-TLI_260,sonden si händ miich ali akzeptiert
d1087_1-TLI_261,immer wider mit dem ding wänn ali jude soo wääred wi duu
d1087_1-TLI_263,zu gältig praacht woorde
d1087_1-TLI_265,mini grooseltere
d1087_1-TLI_266,sind russischpoole gsii
d1087_1-TLI_267,und ich ha no di fröid ghaa
d1087_1-TLI_268,si mit miner frau zäme z psueche z chöne
d1087_1-TLI_269,si sind übrigens ä bi de geburt
d1087_1-TLI_27,was hät iren vatter für en pruef ghaa
d1087_1-TLI_270,bi mine gebuurt sind si daa i de schwiiz gsii
d1087_1-TLI_273,wämmer dasch interessant das han ich durchen rabiiner
d1087_1-TLI_274,hät mir das gsäit ghaa wüssed sii äigendlich was sii füren name händ
d1087_1-TLI_275,das isch dea auserwäälte häisst a***
d1087_1-TLI_277,josef und saine brüüder
d1087_1-TLI_279,hät s i irer familie zionischte ggää
