Filename,Transcript
d1244_1-TLI_1,chönted si sich grad als eerscht emaal voorschtele
d1244_1-TLI_10,er hät täilgnoo am gäneraalschträik isch nachane
d1244_1-TLI_100,si weled immer ales besser wüsse
d1244_1-TLI_101,immer höcheri forderige schtele wo nid
d1244_1-TLI_102,erfülpaar nid erfülbaar seiged
d1244_1-TLI_103,und
d1244_1-TLI_104,min wääg dänn zu komunischte isch churz gsäit soo gsii
d1244_1-TLI_105,das ich
d1244_1-TLI_106,dänn i de juged seer aktiiv mitgmacht han bi
d1244_1-TLI_107,propagandascheff woorde und han
d1244_1-TLI_108,jaa voorträäg ghalte vil voorträäg au
d1244_1-TLI_109,mitgmacht und
d1244_1-TLI_11,dur de gäneraalschträik isch er i d arbäiterkomissioon vo de lokomotiivfabrik
d1244_1-TLI_110,dänn im sächsedriissgi
d1244_1-TLI_111,ischt de schpanischi bürgerchrieg uusproche
d1244_1-TLI_112,da hämmir seer seer heftig draa täilgnoo
d1244_1-TLI_113,mi händ i de juged hämmer dänn zum täil
d1244_1-TLI_114,us tütschland hämmer
d1244_1-TLI_115,en emigrant ghaa bi öis
d1244_1-TLI_116,wo immer choo isch en gschiide kärli
d1244_1-TLI_117,dä isch hät gsäit ich bin kapedee
d1244_1-TLI_118,bin komunischt dä hät mir schwäär imponiirt
d1244_1-TLI_119,dänn hämmer aber au zwäi ööschtriicher ghaa und di händ hauptsächlich
d1244_1-TLI_12,wintertuur gwäält woorde woo
d1244_1-TLI_120,händ die gschafft früener i de groosse
d1244_1-TLI_121,chindeerzieigsbewegig roote falken nid waar vo wien
d1244_1-TLI_122,und au mit dene hämmir seer vil seer heftigi diskussioone natüürli ghaa und vil vil gleert aso
d1244_1-TLI_123,und
d1244_1-TLI_124,was isch dänn das gsii was sii vo de komunischte damaals scho glärnt händ we si gsäit händ
d1244_1-TLI_125,jaa das isch vo däm tütsche komunischt dä hät mir hauptsächlich imponiirt duren unglaublich gueti sicheri
d1244_1-TLI_126,analüüse vo de zueschtänd werum das de hitler a d macht choo isch hä
d1244_1-TLI_127,und ä was passiirt isch ich dä hät au sache verzelt ebe us em
