Filename,Transcript
d1082_2-TLI_0,also er hät aber immer wider echli chöne schaffe
d1082_2-TLI_1,aso eso er isch amel no
d1082_2-TLI_10,und das isch die ziit gsii
d1082_2-TLI_101,chan i wiiterrede
d1082_2-TLI_102,es hät sogaar no
d1082_2-TLI_103,bekanti ggää i öiserer umgäbig
d1082_2-TLI_104,wo mer gwoont händ wo s no schwäärer ghaa händ als mini mueter
d1082_2-TLI_105,wo no en arbetsloose maa ghaa händ
d1082_2-TLI_106,und und vilich drüü chind
d1082_2-TLI_107,die händ s no schwäärer ghaa
d1082_2-TLI_108,hät iri mueter no es zwäits maal ghüraate
d1082_2-TLI_109,näi näi si hät nüme ghüraatet
d1082_2-TLI_110,sii isch iri mueter dänn au
d1082_2-TLI_111,jaa politisch ãgaschiirt gsii i de arbäiterbewegig
d1082_2-TLI_112,oder iri gschwüschterti ufgrund ez vo irem schiksaal
d1082_2-TLI_113,also aso vo miim halbbrüeder
d1082_2-TLI_114,wäiss ich das er au bi dä roote falke gsii isch
d1082_2-TLI_115,was häisst au
d1082_2-TLI_116,ja wien iich also
d1082_2-TLI_117,iich schpööter natüürli dänn i de also aafangs viirzgerjaare
d1082_2-TLI_118,und äär natüürli vil früener wo s im entschtaa gsii isch
d1082_2-TLI_119,es isch im i de zwänzgerjaare im entschtaa gsii
d1082_2-TLI_12,näi aso er isch dänn
d1082_2-TLI_120,chönd sii öppis über die roote falke verzele
d1082_2-TLI_122,es isch esoo gsii
d1082_2-TLI_123,das ich äigentlich i miim läbe
d1082_2-TLI_124,aso i minere juged zum bischpiil
d1082_2-TLI_125,i de chilen isch s mer immer grauehaft langwiilig gsii
d1082_2-TLI_126,und das isch öppis gsii won i gfunde han mit dem chan ich überhaupt gaar nüüt aafange
d1082_2-TLI_127,und dänn
d1082_2-TLI_128,bin ich ungefäär i de sächste klass
d1082_2-TLI_129,bin i gsii ich chönt s nüme genau säge
d1082_2-TLI_13,meereri maal im schpitaal gsii
d1082_2-TLI_130,hät mich e schuelkoleegin emaal mitgnoo zu de roote falke
d1082_2-TLI_131,und dänn sind
d1082_2-TLI_132,das isch ungfäär nünzähundertäineviirzg gsii soo
d1082_2-TLI_133,und dänn han ich han ich die lieder ghöört wo me daa gsunge händ
d1082_2-TLI_134,und dänn han i gfunde das isch es das isch en iniziaalzündig gsii
d1082_2-TLI_135,das isch es ez genau das isch das wo mier fäält
d1082_2-TLI_136,und dänn mini mueter hät no gfunde
d1082_2-TLI_137,mol das seg äigenlich no e gueti sach also si hät dänn
d1082_2-TLI_138,das befüürwortet das hät si
d1082_2-TLI_139,si isch zwaar nid politisch aber si isch im fau-phee-o-dee gsii
d1082_2-TLI_14,und d ärzt händ äifach gmärkt das si im nüme chönd hälfe
d1082_2-TLI_140,und am eerschte mäi mitgloffe und aso aber süsch politisch si hät
d1082_2-TLI_141,also si hät würklich soozsäge käi ziit ghaa
d1082_2-TLI_142,und au au gaar käi voorbildig
d1082_2-TLI_143,also überhaupt nööd jaa
d1082_2-TLI_145,inschtituzioon gsii
d1082_2-TLI_146,es isch träit gsii isch es vo de soziaaldemokraatische partei
d1082_2-TLI_147,aber mir händ natüürli au komunistischi lieder gsunge
d1082_2-TLI_148,und es hät au
d1082_2-TLI_149,komunistischi iiflüss gsii und mir sind ganz nach
d1082_2-TLI_15,s bluet isch nüme guet gsii
d1082_2-TLI_150,russland uusgrichtet gsii
d1082_2-TLI_151,obwool jaa die ziit gsii isch voo dee amerikanismen äigentlich
d1082_2-TLI_152,aso scho und voo mr isch äigendlich nid grad
d1082_2-TLI_153,jaa aso beliebt nöd beliebt es isch
d1082_2-TLI_154,s isch unpassend gsii de
d1082_2-TLI_155,mäischtens vo de roote falke
d1082_2-TLI_156,es isch öppis gsii wo nöd esoo i die ziit passt hät
d1082_2-TLI_157,i i de schwiiz isch mer ja da zimli naazifründlich gsii
d1082_2-TLI_158,eso i de aafangs vo de viirzgerjaare
d1082_2-TLI_159,was händ sii gnau a däne veraaschtaltige gmacht
d1082_2-TLI_16,uund es isch dänn uf d läbere ggange und
d1082_2-TLI_160,a dene veraaschtaltige
d1082_2-TLI_161,daa hämmer
d1082_2-TLI_162,jaa mi händ esoo veraaschtaltige ghaa zum bischpiil im volkshuus
d1082_2-TLI_163,und dänn sind volkstänz tanzed woorde
d1082_2-TLI_164,me händ au chliini schauschpiil ufgfüert
d1082_2-TLI_165,und mir händ natüürli ebe die politische lieder gsunge
d1082_2-TLI_166,me händ au aa veraaschtaltige vo de soziaaldemokraatische partei simmer zeersch
d1082_2-TLI_167,choo und händ esoo es lied gsunge
d1082_2-TLI_168,und mir händ au me händ natüürli ebe die roote
d1082_2-TLI_169,kampftüechli ghaa mi sind am eerschte mäi zvorderscht mitgloffe
d1082_2-TLI_17,aso wo mr en seziirt hät isch das läbere- und magechräbs gsii
d1082_2-TLI_170,mi händ d schturmfaane ghaa
d1082_2-TLI_171,und miir händ aso
d1082_2-TLI_172,ich han ja das daa gschribe wo wo wo mich
d1082_2-TLI_173,won ich befraagt woorde bin
d1082_2-TLI_174,aso es sind aber käi uniforme gsii vo de roote falke
d1082_2-TLI_175,es isch s blau hämp gsii aso wi wie d arbäiter das ghaa händ
d1082_2-TLI_176,käi abzäiche käi hirarchii
d1082_2-TLI_177,käis äinzelkämpfertum
d1082_2-TLI_178,me hät sich wele abhebe vo den übrige
d1082_2-TLI_179,polittisch aaghuuchte jugedorganisazioone zum bischpiil de pfaadfinder
d1082_2-TLI_18,und a dem isch er gschtorbe und deet hät mr aanschiinend zu säbere ziit
d1082_2-TLI_180,wie sind dänn d pfaadfinder politisch aaghuucht gsii dass
d1082_2-TLI_182,also d pfaadfinder händ e totaali hirarchii ghaa
d1082_2-TLI_183,aso miir händ das zwaar auch echli
d1082_2-TLI_184,me händ au echli liechti hirarchii ghaa zum biischpiil hät s ggää näschtfalke
d1082_2-TLI_185,jungfalke rootfalke schturmfalke
d1082_2-TLI_186,ab wänn hät me chöne iiträtte
d1082_2-TLI_187,jaa da hämmer scho
d1082_2-TLI_188,da hämmer scho viirjäärigi ghaa
d1082_2-TLI_189,aso wo mer äifach mitzoge händ
d1082_2-TLI_19,jaa er isch au fasch wie verhungeret
d1082_2-TLI_190,und dänn hämmer öises huus ghaa
d1082_2-TLI_191,das isch daas möösli gsii
d1082_2-TLI_192,wo isch das gschtande
d1082_2-TLI_193,das schtaat hüt no
d1082_2-TLI_194,uund das das isch
d1082_2-TLI_195,i de buechenegg
d1082_2-TLI_196,und deet hämmiir öisi
