Filename,Transcript
d1207-T0,chönd sii üüs vezele
d1207-T1,wo si ufgwachse sind
d1207-T10,de schtäi vom vatter der grabschtäi
d1207-T100,als isch katolisch
d1207-T1000,daa hämmer emaale hämmer emaalen iim graateliert uf de gebuurtstaag
d1207-T1001,und da hani ich
d1207-T1002,han ììch e zierschrìft gmacht he
d1207-T1003,mòl zaige das fotti
d1207-T1004,ebe dene de
d1207-T1005,de brief he
d1207-T1006,e zierschrìft
d1207-T1007,und dena hät der wachtmäischter gsäit
d1207-T1008,ja du häsch es ja gschrìbe du chasch die
d1207-T1009,du chasch das haa da
d1207-T101,die daa äu
d1207-T1010,daa isch üsere zifiilschùz daa
d1207-T1012,ììch bi im dienscht gsìì
d1207-T1013,daa isch den en eppisoode gsìì nooch daa
d1207-T1015,han ich re
d1207-T1016,han ich uurläub ghaa maale
d1207-T1017,bini obedraa am schlaaffzìmmer gsìì
d1207-T1018,und d mueter
d1207-T1019,d mueter isch unde gsìì
d1207-T102,ebe früener häts daa
d1207-T1020,hät uusgrächnet gäge süüde
d1207-T1021,hät si der voorhang nǜd dè dänne gchaa mer händ ja müesse verdunggle he
d1207-T1022,uusgrächnet müend deete
d1207-T1023,di hööchschte
d1207-T1024,vom zifiilschùz sinds deet ufegloffe
d1207-T1025,händ mitenand pablet und gschnuret
d1207-T1026,ich ha si schu gchört ha si ä känt
d1207-T1027,und ich bii wiiter obe gsìì
d1207-T1028,d mueter isch unde gsìì
d1207-T1029,jez isch
d1207-T103,sicher achzg prozänt
d1207-T1030,jeez isch der f***
d1207-T1031,noch ìm lùftschùz
d1207-T1032,und d fräu wäiss nǜd emal was si mues mache mit de voorhäng händ si na gschnuret und eso
d1207-T1033,ebe wils noch echläi useglueget hät
d1207-T1034,dän nochher en schtäi ufegworffe
d1207-T1035,isch na nüüt passiert
d1207-T1036,bini na nǜd ggange
d1207-T1037,und dän
d1207-T1038,ufzmaal e chlapf ebe
d1207-T1039,i ha gmäint d schiibe sig z fäze
d1207-T104,wän nǜd nüünzg
d1207-T1040,bini de as fänschter
d1207-T1042,heh da
d1207-T1043,a dene han ich
d1207-T1044,flüech usepraacht
d1207-T1045,flüech usegworffe
d1207-T1046,zletscht hani na gsäit wäner nǜd zum tüüfel gönd
d1207-T1047,tuen ich üüch i grind ineschüüse
d1207-T1048,die händ nǜd mit mir grächnet wil ich
d1207-T1049,wil ich ja sus im dienscht bi
d1207-T105,isch als katolisch gsìì z näfels
d1207-T1050,aber die sind ab die händ kas woort me gsäit
d1207-T1052,ja
d1207-T1053,so fescht ggaandet wòòrde die
d1207-T1054,wäär das vooredra isch he das wäiss me ja jaa
d1207-T1055,worum worum aber chönd si nò sège
d1207-T1056,wemmer scho bi de verdungglig sind
d1207-T1058,die sind daa prummlet prummlet sinds daa
d1207-T1059,überal sinds umme
d1207-T106,isch es äbe nüüziit
d1207-T1060,die schwaabechäfer
d1207-T1061,dorum hämmer ja hüt noch juu
d1207-T1062,i de schwiiz
d1207-T1063,zwäijefüfzg die sind daa übere
d1207-T1064,immer chùù am aabed
d1207-T1065,gchört
d1207-T1066,und dette womer im dienscht gsìì sind ewijò̃ò̃
d1207-T1067,wommer im wältsche gsìì sind
d1207-T1068,de hät me daa gsee wo si z ewijò̃ò̃ dette us
d1207-T1069,bomben abeloo händ det explodiert sind
d1207-T107,jòjò
d1207-T1070,hät mer chènne schǜǜ zueluege abedraa ob losan
