Filename,Transcript
d1083_1-TLI_0,und das konzärt vom
d1083_1-TLI_1,es git so es schtükli wo me de chind uufgit det häisst s jezt geet s loos
d1083_1-TLI_10,das isch es gschprööch zwüsched de frau helen z***
d1083_1-TLI_100,natuurwüsseschaftlich gmacht und er hät die säbe fächer ghaa
d1083_1-TLI_101,ja ja i irer verwandtschaft hät s glaub äinigi lüüt
d1083_1-TLI_102,ggää woo polittisch aktiiv gsii sind
d1083_1-TLI_104,die isch
d1083_1-TLI_105,die isch ich han das eersch schpööter gmärkt das si vorschteerin gsii isch vom fraueveräin
d1083_1-TLI_106,und das hät dänn vo sälber ghöört wo dänn ändlich s fraueschtimmrächt choo isch
d1083_1-TLI_107,natüürlich bin ich au gaar nid zfride gsii
d1083_1-TLI_108,dass dass zwäimal abegheit isch aber d schwöschter hät prüelet
d1083_1-TLI_109,und ich han folgendes erläbt also
d1083_1-TLI_11,und em tomas schärrer
d1083_1-TLI_110,es ich wot nid uufschniide demit ich säg es nur wäge der aart
d1083_1-TLI_111,ich han emaal vo vo zürcher vo vom konsi und vom
d1083_1-TLI_112,wie häisst s
d1083_1-TLI_113,das sind die zwäi aaschtalte gsii die ganze musiker da han ich die beschti
d1083_1-TLI_114,harmoniileerprüfig gmacht
d1083_1-TLI_115,und ich han natüürlich waansinig angscht ghaa vorhär und ales und dänn isch daa
d1083_1-TLI_116,äine vo dene häre choo und hät gsäit werum händ si ä soo angscht ghaa si händ ja di alerbescht
d1083_1-TLI_117,und was ich tänkt han
d1083_1-TLI_118,gaar nüd ich ha fröid ich ha grad tänkt gott säi dank es mäitli
d1083_1-TLI_119,wie woo händ si das tänkt gott säi dank es mäitli
d1083_1-TLI_12,am füfzääte mäi im jaar zwäituusig
d1083_1-TLI_121,nur wil mir me hät ich wäiss nid öisere leerer hät ä grad wölen en kontraphunkt
d1083_1-TLI_122,kurs gää ja aber deet näm er dänn nur häre
d1083_1-TLI_123,und debii hämmir vilmals simmir d mäitli gsii wo vil di bessere
d1083_1-TLI_124,eggsame ghaa händ
d1083_1-TLI_125,und das isch aber nöd richtig anerkant woorde offebaar
d1083_1-TLI_126,da isch nonig ziit gsii s isch dänn scho choo
d1083_1-TLI_127,und mir händ ebe für sääb no kämpft
d1083_1-TLI_128,das isch daas gsii
d1083_1-TLI_129,händ si ärinnerige an eerschte wältchrieg
d1083_1-TLI_13,ich han nämlich sofort im telefoonbuech glueget und si händ rächt es git grad vier tomas schärrer i züri
d1083_1-TLI_130,ja jaa där isch mier äigentlich ds
d1083_1-TLI_131,gwonti läbe nööd da alsoo
d1083_1-TLI_132,da han ich gsäit da sind mini eltere
d1083_1-TLI_133,über die grooss schäidegg und miich hät me dänn zu dene verwanten i bärn taa
d1083_1-TLI_134,und dänn hät s imer ghäisse das chasch dänn morn das chasch dänn morn
d1083_1-TLI_135,mir händ scho törfen in
d1083_1-TLI_136,mir hät s verrukt guet gfale s hät zum biischpil esoo
d1083_1-TLI_137,schoggiggrääm graatis ghää und so settigs nöd für öis
d1083_1-TLI_139,si reded vo de landesuusschtelig in bärn nünzävierzää
d1083_1-TLI_14,frau z*** woo und wänn sind sii geboore
d1083_1-TLI_141,simmier dänn mir händ wele glaub ich
d1083_1-TLI_142,aben und i d landi mini verwante händ doo no über em bääregrabe nöime gwoont deet
d1083_1-TLI_143,und dänn simmer bim chefiturm gsii und deet hät s aaschlääg ghaa
d1083_1-TLI_144,und dänn hät dr vatter die aaschlääg gläse isch ganz entsezt umechoo
d1083_1-TLI_145,sofort gsäit zur mueter du mier münd sofort häi mir münd hüt no häi ich mues morn iiruke
d1083_1-TLI_146,und dänn simmir häi daa hät s nüüt anders ghää
d1083_1-TLI_147,und dänn hät er er hät dänn müese in thessiin abe
d1083_1-TLI_148,und deet isch er i robasaggo gsii
d1083_1-TLI_149,und ich wäiss no er hät e charte gschribe robasaggo ist äin eelendes nest
d1083_1-TLI_15,münd si s nomal haa
d1083_1-TLI_150,nomal schnäll zrugg uf zu de landesuusschtelig in bärn
d1083_1-TLI_151,möged si ärinere was hät si doo deete am mäischte beiidrukt däre uusschtelig
d1083_1-TLI_152,ussert em graatisschoggi
d1083_1-TLI_153,wänn ich s ez nu no ja ebe d szeneribaan die hät me dänn esoo gsee
d1083_1-TLI_154,wänn si dänn so duren isch und mir händ
d1083_1-TLI_155,me hät halt ali die sachen aaglueget und es isch interessant gsii und das sind vor alem die
d1083_1-TLI_156,me hät die nestlee-ding känegleert ich mäin das isch ja ales ganz nöi gsii
d1083_1-TLI_158,es hät zum biischpil eso
d1083_1-TLI_159,schoggimilch gää so
d1083_1-TLI_160,und das hät öis ä gfale da hät mer ä graatismüschterli chöne goge luege
d1083_1-TLI_161,ja und dänn hät mer überall hät mer helgeli überchoo und
d1083_1-TLI_162,was isch das helgeli
d1083_1-TLI_165,si chönd nüme züritüütsch
d1083_1-TLI_167,das hämmir das isch waar
