Filename,Transcript
d1143-T0,guet also es isch de vierezwänzigschti märz zwäituusig
d1143-T1,mir sind da in oigscht am albis bim èrnscht b*** und mached es interwiju mit em èrnscht ich bi de tomas
d1143-T10,jüngere
d1143-T100,und d schreklich chaalti winter mit seer vil schnee
d1143-T1000,vo de tüütsche uf russland händ sii da händ sii gfunde daa hät de hittler ezt
d1143-T1002,als chliine
d1143-T1003,militèèrisch unpildete maa
d1143-T1004,daa han iich
d1143-T1005,us de gschicht use wo miich scho imer intressiert hät bim napoleoon isch es apferekt
d1143-T1006,daa chunt èèr mit sine drei milioone lüt
d1143-T1007,vo voo voo vo der oschtsee bis
d1143-T1008,doo han ich gwüsst jez isch äus mit de schwaabe
d1143-T1009,das
d1143-T101,die ischt im zwäite jaar vo irem uufenthalt si isch als määitli däne gsii bimene gusèng
d1143-T1010,dö̀ö̀rff ich für miich behäupte
d1143-T1011,die idee han iich doo ghaa nöd hinedrii und ä nööd wils es anderi gsäit händ
d1143-T1012,mir händ imer schwaabe gsäit he
d1143-T1013,mer hät nie andersch gsäit
d1143-T1014,mer händ nöd naazi gsäit sondern schwaabe gsäit
d1143-T1015,das isch jaa echlii en böösen uusdruk gsii woo
d1143-T1016,d schwiizer verwändet händ das gaat ja zrugg uf de
d1143-T1017,schwaabechrieg vierzenüünenünzg das wüssed si äu
d1143-T1018,und sii händ dän gschribe dòò i irnen erinnerige
d1143-T1019,aso si händ dän tänkt das isch ebe de fèèler daa das
d1143-T102,d gröössi uufpraacht hät
d1143-T1021,sini generaalitèèt die händ im daas nämmlich ä gsäit wän mir wänd reüssiere müem mir müem mir wän de früelig verbii isch müem miir sofoort nach russland gaa und nöd eerscht am zwäiezwänzgischte juli
d1143-T1023,ich möcht na es anders theema aaschprächen und zwaar
d1143-T1024,händ sii
d1143-T1025,jaa offebaar inere jüdische fiirmaa
d1143-T1027,psunders guet mache
d1143-T1029,wisoo dän hät mer ales müse psunders guet mache als aagschtelti
d1143-T103,isch die
d1143-T1030,je de iich mues äifacht säge
d1143-T1031,dasch jez mini interpretazioon hinedrii
d1143-T1032,möglicherwiis isch äu sind äu di aagschtelte
d1143-T1033,mindeschtens zum täil in sonnere jüdische friimaa
d1143-T1034,underschweglig
d1143-T1035,säge antisemiite gsii sondern händ äigentlich
d1143-T1036,nöd vil ghaa
d1143-T1037,uf de jude
d1143-T1038,chläiderschtoff ghaa mer händ das uurschprünglich us frankriich
d1143-T1039,isch aber na en junge
d1143-T104,aso toodchrank woorde isch foif möned lang
d1143-T1040,näffe gsii de wili dreifuess
d1143-T1041,dèè hät gräist für oisi firmaa mer händ
d1143-T1042,gliferet schpö̀ö̀ter daas nu na zälwule
d1143-T1043,dèè wili dreifuess hät dän müese
d1143-T1044,in hilfsdienscht gaa
d1143-T1045,und de hät aso oisi mini a vorgsezte aagschtelte
d1143-T1046,händ also
d1143-T1047,glächlet
d1143-T1048,en juud isch doch apsoluut unfèèig die chönd doch niemals soldaate s
d1143-T1049,die händ doch gaar nööd e soldaatisches
d1143-T105,im bet gläge
d1143-T1050,e soldaatisches wäse das sind doch äifacht
d1143-T1051,es isch en underschweligi en äigenaartigi iischtelig gsii
d1143-T1052,antinaazi gsii und hät daas äu gsäit
