Filename,Transcript
d1083_3-TLI_1,jaa das isch ä so öppis gsii
d1083_3-TLI_10,tanke vilmaal das mer händ chöne choo
d1083_3-TLI_100,da sind d find zalereerscht wider mitenand ggange
d1083_3-TLI_101,aber sunsch ebe wien iich gsäit han vo dinkelsbüel nöd
d1083_3-TLI_102,und i tütschland hät me seer vil no die
d1083_3-TLI_103,de hass ghaa die abläänig nöd
d1083_3-TLI_104,aber e ziit lang simmir schwiizer ja
d1083_3-TLI_105,usserordentlich gäärn gseegi woorde
d1083_3-TLI_106,ich bin emaal im libanon no in färie gsii
d1083_3-TLI_107,wil s hät äifach nienet
d1083_3-TLI_108,sune ghaa da bin ich im härbscht emaal no
d1083_3-TLI_109,da han ich gsäit ich halti s nid uus
d1083_3-TLI_110,bin ich uf bäirut
d1083_3-TLI_111,bäirut ja
d1083_3-TLI_112,und deete isch grad die ziit gsii
d1083_3-TLI_113,wo s nöi do isch grad de kanaal dänn
d1083_3-TLI_114,überggää woorde vo de franzoose
d1083_3-TLI_115,de suezkanaal
d1083_3-TLI_116,und die händ aso da hät s ganzi hüüser
d1083_3-TLI_117,wo s luuter chachle hät druf
d1083_3-TLI_118,de
d1083_3-TLI_119,wi häisst er dö gool
d1083_3-TLI_12,ales gsäit won ich gmäint han
d1083_3-TLI_120,di händ aso für de dö gool wäred s duur s füür ggange
d1083_3-TLI_121,und sii sind deet seer
d1083_3-TLI_122,höflich empfange woorde
d1083_3-TLI_124,ich wäis mir sind deet emaalet
d1083_3-TLI_125,uf
d1083_3-TLI_126,nüd türus dä vorhär das mit dären insle
d1083_3-TLI_127,wo s wo s ä immer reded devoo
d1083_3-TLI_128,züpere
d1083_3-TLI_13,ales cha me glaub nie säge aber si händ öis en iidruk
d1083_3-TLI_132,näi die wo no chli neecher zue ischt
d1083_3-TLI_133,bii bäirut
d1083_3-TLI_134,türus isch ja d gränze
d1083_3-TLI_136,deet isch dänn öisere füerer mitchoo und hät gsäit aso
d1083_3-TLI_137,gnaad öi got nämed mer kän käin apparaat füre
d1083_3-TLI_138,das händ s aso nüd törfe
d1083_3-TLI_139,me hät dänn grad uf d golaanhöen ufegsee und soo
d1083_3-TLI_14,ggää vo däre ziit wi si si erläbt händ
d1083_3-TLI_140,dürus säida
d1083_3-TLI_142,deet simmir emaal äggstra gsii
d1083_3-TLI_143,und dä simmir use mir aso do bin ich no ggange nüd mit de gselschaft
d1083_3-TLI_144,und denn sind sofort schtudänte choo
d1083_3-TLI_145,mer isch mit änglisch und französisch isch me priima durechoo
d1083_3-TLI_146,swäie le biẽwönü si sofort simmir daa
d1083_3-TLI_147,und si sind also ganz
d1083_3-TLI_148,und ich han au müese nöimet na go de pass hole
d1083_3-TLI_149,und da isch das isch e paleschtinänseri gsii
d1083_3-TLI_150,und die isch ganz räizend gsii bi mir
d1083_3-TLI_151,die hät mit mir die hät
