Filename,Transcript
d1121-TLI_0,also hüt isch de drüezwänzigschti juni zwäituusig miir sind in tuun bim dokter alfred s*** mached es interwju für arschimob und ich bin de tomas goll härr s*** chönd si üs säge wänn si geboore sind und woo
d1121-TLI_1,alsoo gebore achte januar füfezwänzg in bäärn
d1121-TLI_10,genaui bis bis i ds zwöite läbesjaar zrügg
d1121-TLI_100,und äbe es isch mi het de äbe oo ds gfüüu ghaa und das mue me also säge mi het s gfüüu ghaa es isch ä
d1121-TLI_1000,won i pärsöönlich
d1121-TLI_1001,echli kontakt ha ghaa no
d1121-TLI_1002,das heisst houptsächlich nach em chrieg
d1121-TLI_1003,do isch mit em kobelt
d1121-TLI_1004,am bundesraat däm si si
d1121-TLI_1005,pflegtochter isch bi üüs ir klass gsii
d1121-TLI_1006,und interessant isch gsii
d1121-TLI_1007,dass mir aui si het
d1121-TLI_1008,en andere name ghaa
d1121-TLI_1009,und isch aber i de familie uufgwachse
d1121-TLI_101,unerhöört subers land
d1121-TLI_1010,und
d1121-TLI_1011,mir hei eersch
d1121-TLI_1012,nach öppe me haube jaar oder nacheme jaar
d1121-TLI_1013,wo si bin is isch gsii gmeerkt wäär ire vatter isch
d1121-TLI_1014,also ire pflegvatter si het keni eutere me ghaa
d1121-TLI_1015,und das isch au interessant das me eigenlich da nüüt
d1121-TLI_1016,gwüsst het vo däm
d1121-TLI_1017,i ma mi nume na psinne das mer einischi e klassenaabe hei ghaa
d1121-TLI_1018,soo ändi zwöieviirzg
d1121-TLI_1019,u nächer isch plözlich
d1121-TLI_102,das isch schprichwörtlich gsii d d züüg sige wider pünktlich gfaare need
d1121-TLI_1020,a de tüür de kobelt uufträtte
d1121-TLI_1021,u het wöue chuurz cho luege wie was si tochter macht
d1121-TLI_1022,daa a däm daa het me tanzet und so wiiter nid
d1121-TLI_1023,und und isch unger sich gsii und denn isch das no
d1121-TLI_1024,echli ä sach gsii nid
d1121-TLI_1025,we me we da so jungi lüt
d1121-TLI_1026,eersch sibezäni
d1121-TLI_1027,für siich en aabe mache
d1121-TLI_1028,und dä isch und dä isch mir nume im
d1121-TLI_1029,im sinn so imene haubdunkle gang schteit
d1121-TLI_103,und so witer es isch scho soo me het nienen ä bätler gsee me het niene irgenwie mit kriminelle
d1121-TLI_1030,dä dä grooss maa
d1121-TLI_1031,e da isch ja de kobelt han i nume no so tänkt
d1121-TLI_1032,u u nächer han i do grad
d1121-TLI_1033,het me do grad gmerkt vo das isch natürlech
d1121-TLI_1034,dr vatter von ere
d1121-TLI_1035,schpääter het me do öppe hei mer do no öppe kontakt ghaa
d1121-TLI_1036,si iiglade gsi aber
d1121-TLI_1037,wäret em chrieg han i also mit em kobelt nie
d1121-TLI_1039,nd
d1121-TLI_104,sich vor kriminelle sich müese hüete s isch aus eifach
d1121-TLI_1040,dänn isch ja dä chunt jaa dä rütlirapoort
d1121-TLI_1043,am rand han i mitüberchoo das
d1121-TLI_1044,i weis na guet
d1121-TLI_1045,mir si es jaar oder zwöi
d1121-TLI_1046,vorhäär hei mer e rütlifaart
d1121-TLI_1047,mit de schueu gmacht
d1121-TLI_1048,u nächer han i weis i na das i ha
d1121-TLI_1049,aha jaa det si si
d1121-TLI_105,beschtens geoordnet gsii nid
d1121-TLI_1050,ez si si oo dert uf däm
d1121-TLI_1051,uf däm fäud wo mir si gsii
d1121-TLI_1052,u ha das zur kentnis gnoo
d1121-TLI_1053,aber es het mi nid seer beiidrukt
d1121-TLI_1054,ja obwool sii ja äigenlich en
d1121-TLI_1055,de generaal seer vereert händ
d1121-TLI_1056,aa ja sicher aber
d1121-TLI_1057,das isch eifach ei akzioon
d1121-TLI_1058,unter vilne gsii für mii
d1121-TLI_1059,also so chönt me säge historische
d1121-TLI_106,di di de positiiv efekt vomene negatiive reschiim nid
d1121-TLI_1060,pärschpektiven isch daas wichtiger woorde
d1121-TLI_1061,als mer als mer daamals das
d1121-TLI_1062,nid das isch das isch ja de baud für mii
d1121-TLI_1063,denn nonig soo klaar gsii
d1121-TLI_1064,es isch waarschiinlech augemein
d1121-TLI_1065,oo chli dütlicher worde
d1121-TLI_1066,eersch mit dr ziit
d1121-TLI_1067,niid auso i meine die ganzi redwii
d1121-TLI_1068,sach isch ja
d1121-TLI_1069,eersch mit de ziit
d1121-TLI_107,und aso isch dänn die schtimig igenwänn umgschlage
d1121-TLI_1070,klaar
d1121-TLI_1071,usegschaffet woorde
d1121-TLI_1072,inere breite
d1121-TLI_1073,im im breite puplikum
d1121-TLI_1074,vorhäär het mr das nid esoo zur kentnis gnoo
d1121-TLI_1075,das heist mou eineviirzg
d1121-TLI_1076,eineviirzg bin i
d1121-TLI_1077,han i feerie gmacht z zwöisimme
d1121-TLI_1078,uu da bin i älei mit
d1121-TLI_1079,in esoon es feerieheim ggange mit
d1121-TLI_108,vo de schwiizer die haltig gägenüber em mussoliini und em hitler
d1121-TLI_1080,mit mit em weloo ufegfaare und
d1121-TLI_1081,da weis i das i überau ha gsee
d1121-TLI_1082,das si hei
d1121-TLI_1083,schoberli und
d1121-TLI_1084,schüürli hei hei gfüut mit mit
d1121-TLI_1085,vorräät
d1121-TLI_1086,und so wiiter
d1121-TLI_1087,und da hät me zu kentnis gnoo
d1121-TLI_1088,jaa das isch ez offebaar wie
d1121-TLI_1089,d
d1121-TLI_109,aso vo däm soozsäge das me si belächlet hät
d1121-TLI_1090,d truppe mee verlaageret
d1121-TLI_1091,i ds i ds innere
d1121-TLI_1092,vom land
d1121-TLI_1093,und dass zu
d1121-TLI_1094,da hei si oo dr dr fluugplaz aafa boue
