Filename,Transcript
d1270-T0,mhm
d1270-T1,guet dän mach ich daa min chuurze voorschpan
d1270-T10,mir händ ja sälber in walisele gwont also
d1270-T100,und das isch aber e schtund hämmer müse läuffe bis mer i dèm wald gsii sind
d1270-T1000,wil die mane händ müesen in militèèrdienscht
d1270-T1001,äu en naachber wo sibeti und achti ghaa hät hät öis äu i de sek mit sine schüeler zäme ghaa
d1270-T1002,mich mir händ doo dozmal hät mer sich gägen en leerer
d1270-T1003,nie getrout öppis z säge aso vo öisere schicht
d1270-T1004,drum mues ich eben aanèè das äu èèr irgend
d1270-T1005,aso ich bi ja z waliselen ufgwachsen und das isch e
d1270-T1006,e seer e e e aso da häts es hèregüetli ghaa mit
d1270-T1007,und mer händ zwaar es huus ghaa aber das en äifachs huus und und
d1270-T1008,isch nattüürlich
d1270-T1009,mir sind innere minderhäit gsii i dèm doorff
d1270-T101,nöd mügli as me min brüeder chöni iibürgere
d1270-T1010,isch vilicht hüt nüme gliich
d1270-T1011,aber doozmal isch das
d1270-T1012,irgendwie im zämehang mit mim brüeder wüssed sii das wäiss ich ales nööd
d1270-T1013,sind si wän si nöd riich gsii sind sind si äifacht niemer gsii
d1270-T1014,äu de leerer
d1270-T1015,und dän isch na dezue choo das mini schwöschter föif jaar vor miir
d1270-T1016,s rikli isch dän scho en anderi schüeleri gsii weder duu isch dän scho fliissger gsii als duu schtimt
d1270-T1017,schtimt si isch äu di brèèfer gsii dehäim
d1270-T1018,ich ich bin jez halt äifach nöd eson en äifachs chind gsii
d1270-T1019,ich
d1270-T102,und ich hanem amig müse suppe bringe
d1270-T1020,irgendwie han ich mis läbe ämel gliich gmäischteret
d1270-T1021,und mini schwöschter läbt scho lang nüme
d1270-T1022,das han ich
d1270-T1023,sii hät si isch ja föif jaar elter gsii also wo de chrieg loosggangen isch sich si sibezäni gsii
d1270-T1024,und und si isch ä seer e
d1270-T1026,en aktiifi gsii und en en offni aso si hät
d1270-T1027,briefe gschribe mir händ ali gäärn briefe gschribe
d1270-T1028,und dän i dène briefe han ich gläse das si kontakt uufgnoo hät
d1270-T1029,mitere frä poschtl das isch e tüütschi gsii in walisele
d1270-T103,und das isch ä deet wo de chindergaarte gsii isch no chli wiiter ewägg gsii also
d1270-T1030,und
d1270-T1031,dèren ire soon isch schwiizer ofizier gsii ä wider soo en papiirlischwiizer
d1270-T1032,en schpioon gsii isch für di tüütsche er isch nämlich dän
d1270-T1033,dèè ofizier poschtl isch für isch
d1270-T1034,siini aso sind doo gläub zwölff sind verschosse worde
d1270-T1035,und dère mueter hät mini
d1270-T1036,mini schwöschter irgend
d1270-T1037,wohèèr
d1270-T1038,gschribe und die hät
d1270-T1039,waas wäiss ich nööd
d1270-T104,e schtund han ich amig müese hereläuffe aber ich bi gèèrn gange das isch für miich ja
d1270-T1040,ich wäiss nuur das emaal mini schwöschter gsäit hät duu
d1270-T1041,wäisch mir singed daa im kongrässhuus z züri
d1270-T1042,isch e veraaschtaltig
d1270-T1043,vo de tüütsche kolonii i de schwiiz das hät miir gaar nüüt gsäit oder
d1270-T1044,das isch na vor em chrieg gsii
d1270-T1045,oder vilicht aafangs chrieg
d1270-T1046,e wäisch mir setted na e dritti schtim haa und ich ha ebe immer dritti schtim gsunge
d1270-T1047,und das isch früener eben esoo gsii das mer drüü schtimme gsunge hät
d1270-T1048,und dän hät si gsäit duu mir setted e dritti schtim haa chunsch du nöd ga singe
d1270-T1049,und dän han ich gsäit momol ich ha furchbaar gärn gsunge
d1270-T105,und hät ja de vatter känegleert in walisele wil si deete chindermäitli gsii isch
d1270-T1050,psunders dritti schim
d1270-T1051,und dän hät si mich mitgnaa uf züri ufe
d1270-T1052,und das isch a de belriifschtraass hät di tüütsch kolonii es
d1270-T1053,e willaa ghaa
d1270-T1054,die schtaat iez naa die han ich grad letschti gsee
d1270-T1055,aber s chönted ä chönt ä öppis anders gsi sii
d1270-T1056,uf al fäl simmer deet verchöschtiget woorde i dère belriifschtraass
d1270-T1057,das isch foidaal gsii i dère willaa
d1270-T1058,mer hät soo gmacht isch für miich ja ha nöd gwüsst was das isch oder
d1270-T1059,händ ä öppis gsäit aber das hani nöd verschtande
d1270-T106,innere familie landolt grad näbed dèm huus wo min vatter ufgwachsen isch
d1270-T1060,hmm ich wäiss es ebe genäu
d1270-T1061,siicher bin ich äu öppe
d1270-T1062,sicher bin ich zäni gsii mindeschtens wän nöd zwölfi
d1270-T1065,ich chum nüme da hère
d1270-T1066,ich han nöd gwüsst was das isch mir händ nie dehäim vo so öppisem gredt oder
d1270-T1067,und ich wäiss äifach im naachhinäin ich bi den goge
d1270-T1068,mer mir sind dän is konggräss ggange
d1270-T1069,und händ müesen üeben ineme nèbedrüümli
d1270-T107,und sii hät sii sii hät ä deet isch si so tüchtig worde si isch e puuretochter gsii
d1270-T1070,dasch en groosse saal vom konngrässhuus isch daa
d1270-T1071,und al händ wider esoo gmacht wäns de
d1270-T1072,denand bigägned sind
d1270-T1073,und dän händ mir also ggüebt das lied
d1270-T1074,wen äine mutter ir khindläin thuut wiigen
d1270-T1075,also seer vereert als müeteren und als
d1270-T1076,müetere vo
d1270-T1077,das haa hani äu na mitüberchoo dän
d1270-T1078,und han tänkt nie mee gaan ich mit das sind ales sottig wo schpined
d1270-T1079,aber ich bi ebe sowisoo e
d1270-T108,vo nideruurdorff e lips
d1270-T1080,nöd äini gsii wo tänkt hät wi mini schwöschter oder
d1270-T1081,und drum han ich äifach mich gwäigeret wiiter z gaa
d1270-T1082,ich ha das gschpüürt das was das für lüüt sind
d1270-T1083,aber ha das doo nöd gwüsst
d1270-T1084,ich ha äifach tänkt lüüt wo so blööd tüend die sind nöd normaal
d1270-T1085,im ganze saal uufgschtande und
d1270-T1086,es hät mich nöd beiidrukt s hät miich beängschtiget
d1270-T1087,und si hät mit dère frä poschtl immer wider koreschponiert si isch dän äu im wältschland gsii
d1270-T1088,und ä min brüeder er schriibt ime i us em fäld imene brief
d1270-T1089,er isch bi de soziaaldemokraatische partei isch èèr
d1270-T109,aso e en uurschwiiz me cha nöd nöd mee schwiizerisch sii weder d lipse
