Filename,Transcript
d1007-T0,können sie
d1007-T1,ihre jugendzeit beschreiben
d1007-T10,gegeben dass er hat können gan gan einen früchtekuchen hat es so grosse spitz
d1007-T1000,deren zeug übergekommen das ist
d1007-T1002,das sind schon andere gewesen wo sich das nachgemacht haben
d1007-T1004,dann haben wir auch der doktor amstad hat auch geredet
d1007-T1005,da habe ich gedacht hat sehr nett geredet
d1007-T1006,und hat unter anderem hat er eben verzählt er sei student gewesen
d1007-T1007,von und er ist doktor anwalt
d1007-T101,wir nehmen dich jetzt aber du musst am sonntag in die christenlehre aber du darfst dich nicht anmelden sonst merken sie dass du mein dass du
d1007-T1010,und ist glaube ich noch ständerat gewesen
d1007-T1012,und der habe auf stans in das kollegi
d1007-T1013,und er habe müssen mit dem velo gehen er habe nicht dürfen etwa mit dem
d1007-T1014,mit dem postauto da oder was sie da gehabt haben so ein so ein bus etwas
d1007-T1016,er habe immer müssen mit dem velo gehen und daheim haben sie auch müssen sparen sie haben halt müssen miteinander
d1007-T1017,teilen das brot dass gelangt habe
d1007-T1018,und und daheim sei das selbstverständlich gewesen sie haben sich alle
d1007-T1019,müssen ein klein danach richten man habe nicht unnütz
d1007-T102,eben zu jung bist und
d1007-T1020,ausgegeben und ist jetzt aus einer guten familie gewesen
d1007-T1022,habe ich gedacht also auch die haben nicht aus dem grossen gelebt
d1007-T1025,haben sie da dazumal schon gewusst
d1007-T1027,dass schwarz gemetzget wird
d1007-T1029,ja der hat es verzählt der zahnarzt hat das verzählt
d1007-T1032,ja da haben wir doch von dem nichts gemerkt ich bin aus allen wolken geheit
d1007-T1036,das habe ich da gehört an dem für den historischen verein geredet hat
d1007-T1039,ich habe ja sie ich habe doch zuerst nicht wollen gehen ich habe gesagt wer kommt denn da gan losen dann hat sie mir gesagt ja junge schüler
d1007-T104,bin ich in der fabrik gewesen und mir hat es halt gar nicht so gefallen
d1007-T1043,habe ich gesagt jaja dann kann ich schon reden sind das alles so herren gewesen habe ich gesagt mein gott
d1007-T1045,muss ich reden vor das kannst du schon
d1007-T1047,musst nur denken seist im theater
d1007-T1048,und haben sie so klein eben die
d1007-T105,und dann habe ich auch müssen was habe ich müssen machen als über jüngste
d1007-T1050,die ereignisse dazumal so vom radio oder von zeitungen
d1007-T1051,ja zeitung haben wir ja
d1007-T1054,weiss nicht ob wir da eine gehabt haben
d1007-T1055,man hat doch das geld nicht gehabt
d1007-T1056,wir sind wir haben wir haben ein paar jahre dann
