Filename,Transcript
d1215_2-TLI_0,und der meister ist auf das velo und der anhänger genommen und ist
d1215_2-TLI_1,in das dorf gan einkaufen ein haufen
d1215_2-TLI_10,mobilmachungsort ist bern gewesen
d1215_2-TLI_100,wo hinterhergefahren ist
d1215_2-TLI_101,und nehmen hat dass der hauptmann gesehen und hat
d1215_2-TLI_102,getobt das gehe nicht habe
d1215_2-TLI_103,aber ich gesagt dann kann gut lachen die auf seinem guggel oben
d1215_2-TLI_104,und so ist das gegangen und nachher
d1215_2-TLI_105,wir haben gleich gemerkt wir haben immer gesagt ja wir erreichen murten nie habe
d1215_2-TLI_106,das ist ausgeschlossen
d1215_2-TLI_107,und nachher wo das tagt hat hat es geheissen ja mein müssen a
d1215_2-TLI_108,marsch halten unterwegs
d1215_2-TLI_109,man könne mauerten nicht erreichen
d1215_2-TLI_110,und nehmen sie mir dorrt ihnen dann bereit es stroh stroh zwegen gemacht gewesen
d1215_2-TLI_111,und dort haben wir nehmen können schlafen bis zum zu mittag
d1215_2-TLI_112,und nehmen hat das ein klein
d1215_2-TLI_113,man haben kaum mehr können stehen so wie wir
d1215_2-TLI_114,muskelkater gehabt und blotern
d1215_2-TLI_118,ich habe wollen fragen können sie sich an
d1215_2-TLI_119,an die vereidig erinnern wissen sie noch was was der eid gewesen ist wo wo sie gesprochen haben
d1215_2-TLI_12,haben sie einen brief übergekommen dann
d1215_2-TLI_120,nein das mag mich nicht mehr erinnern
d1215_2-TLI_121,wir sind zuhinterst hinter gewesen und das ist glaube ich ein ganzes regiment gewesen
d1215_2-TLI_122,und mich hat
d1215_2-TLI_123,nicht recht verstanden was dann gesagt hat
d1215_2-TLI_124,nume wo es geheissen hat man solle schwöre mit den anderen nicht die finger aufgehabt
d1215_2-TLI_125,und hinterher haben gesagt sie haben nicht gesagt sie schwöre sie haben gesagt
d1215_2-TLI_126,nume gesagt wir hören das
d1215_2-TLI_127,also sie haben einen witz daraus gemacht aus dem aus dem eid
d1215_2-TLI_129,aber trotzdem ist es ihnen
d1215_2-TLI_13,nein das ist einem werden im im radio habe
d1215_2-TLI_130,ihnen persönlich an das gefühl gegangen die situation
d1215_2-TLI_131,ja mein hat gewusst ja jetzt
d1215_2-TLI_132,jetzt fort ein anderes leben an habe man ist einfach das aus dem leben aushingerissen worden
d1215_2-TLI_133,und
d1215_2-TLI_134,irgendwie hat man das fast ein klein begrüsst dass man aus dem alltag aushingerissen worden und plötzlich
d1215_2-TLI_135,interessant wird
d1215_2-TLI_136,wie lange sind sie denn in mauerten gewesen
d1215_2-TLI_137,nach ein paar einen monat
d1215_2-TLI_138,habe ich
d1215_2-TLI_139,habe ich da noch den fuss verletzung gehabt vom
d1215_2-TLI_14,und morgen sei der ersten mobilmachungstage  haben
d1215_2-TLI_140,wir haben viel gefecht gehabt und dann ist man da der das
d1215_2-TLI_141,emdgras durchgemarschiert wenn es regenwetter ist gewesen
d1215_2-TLI_142,ich habe immer
d1215_2-TLI_143,zeltplachen und nehmen das raf darauf oder mit den lafetten
d1215_2-TLI_144,und dann ist das wasser einem immer das auch noch in die schuhe abhingelaufen
d1215_2-TLI_145,und dann hat das gleich anfo gelunschen da
d1215_2-TLI_146,und dann hat es natürlich überall blatern gegeben und
d1215_2-TLI_147,da hat der sanitäter allweg pflaster darauf gemacht
d1215_2-TLI_148,aber das hat allweg anfangen eiter und zuletzt hat er gesagt ja also jetzt kann ich nichts mehr machen jetzt musst zum doktor
d1215_2-TLI_149,und nachher bin ich zum doktor gegangen
d1215_2-TLI_15,am ersten müssen einrücken
d1215_2-TLI_150,und der hat gesagt ja müsse in die msa
d1215_2-TLI_151,und nach
d1215_2-TLI_152,und dann hat man
d1215_2-TLI_153,die sanitäter haben müssen alles ausstellen
d1215_2-TLI_154,und da ist noch gerade eine
d1215_2-TLI_155,aus gan aufhinzurennen
d1215_2-TLI_156,wir sind dort etwa im zweiten stock oben gewesen
d1215_2-TLI_157,und sagt einer von ihnen sei vor einem ross
d1215_2-TLI_158,geschlagen worden er hat den fuss gebrochen
d1215_2-TLI_159,und da hat der doktor gesagt der haut man
d1215_2-TLI_16,und zu bern habe ich ja eben der älteste bruder hat zu bern gewohnt ist dann schon geheiratet gewesen
d1215_2-TLI_160,also ich solle ne da aufhinbringen
d1215_2-TLI_161,und einen haben die sehen mich dann da auf dem rücken da die stiegen aufgeklebt
d1215_2-TLI_162,dort aufhin mit dem gebrochene fuss und der hat gestöhnt da
d1215_2-TLI_163,und dann hat er das zeug angelugt her hat er gesagt ja
d1215_2-TLI_164,ich solle nie in das spital bringen auf auf mauerten
d1215_2-TLI_165,dann ist ihnen wieder stiegen abgeschlept da
d1215_2-TLI_166,und der anderen tag sind wir nachher nach kehrzeres
d1215_2-TLI_167,wir sind nach murten
d1215_2-TLI_168,nach murten sind wir und eingestiegen
