Filename,Transcript
d1207-T0,können sie uns verzählen
d1207-T1,wo sie aufgewachsen sind
d1207-T10,der stein vom vater der grabstein
d1207-T100,alles ist katholisch
d1207-T1000,da haben wir einmal haben wir einmal einem grateliert auf der geburtstag
d1207-T1001,und das habe ich ich
d1207-T1002,habe ich eine zierschrift gemacht he
d1207-T1003,mal zeigen das foto
d1207-T1004,eben denen dann
d1207-T1005,den briefe he
d1207-T1006,eine zierschrift
d1207-T1007,und denen hat der wachtmeister gesagt
d1207-T1008,ja du hast es ja geschrieben du kannst die
d1207-T1009,du kannst das haben das
d1207-T101,die da auch
d1207-T1010,das ist unserer zivilschutz da
d1207-T1012,ich bin im dienst gewesen
d1207-T1013,da ist dann einen episoden gewesen noch da
d1207-T1015,habe ich re
d1207-T1016,habe ich urlaub gehabt mahlen
d1207-T1017,bin ich obendaran am schlafzimmer gewesen
d1207-T1018,und die mutter
d1207-T1019,die mutter ist unten gewesen
d1207-T102,eben früher hat es da
d1207-T1020,hat ausgerechnet gegen süden
d1207-T1021,hat sie der vorhang nicht der dann gehabt wir haben ja müssen verdunkeln he
d1207-T1022,ausgerechnet müssen dort
d1207-T1023,die höchsten
d1207-T1024,vom zivilschutz sind sie dort aufgelaufen
d1207-T1025,haben miteinander päbelt und geschnorrt
d1207-T1026,ich habe sie schule gehört habe sie auch gekannt
d1207-T1027,und ich bei weiter oben gewesen
d1207-T1028,die mutter ist unten gewesen
d1207-T1029,jetzt ist
d1207-T103,sicher achtzig prozent
d1207-T1030,jetzt ist der f***
d1207-T1031,noch im luftschutz
d1207-T1032,und die frau weiss nicht einmal was sie muss machen mit den vorhang haben sie noch geschnorrt und so
d1207-T1033,eben weil es noch ein klein aushingelugt hat
d1207-T1034,dann nachher ein stein aufgeworfen
d1207-T1035,ist noch nichts passiert
d1207-T1036,bin ich noch nicht gegangen
d1207-T1037,und dann
d1207-T1038,aufzumal eine klapf eben
d1207-T1039,ich habe gemeint die scheiben sei zu fetzen
d1207-T104,wenn nicht neunzig
d1207-T1040,bin ich dann als fenstern
d1207-T1042,heh das
d1207-T1043,an denen habe ich
d1207-T1044,fluchen aushingebracht
d1207-T1045,fluchen aushingeworfen
d1207-T1046,zuletzt habe ich noch gesagt wenn er nicht zum teufel gehen
d1207-T1047,tu ich auch in grind inhinschiessen
d1207-T1048,die haben nicht mit mir gerechnet weil ich
d1207-T1049,weil ich ja sonst im dienst bin
d1207-T105,ist als katholisch gewesen zu nefels
d1207-T1050,aber die sind ab die haben kein wort man gesagt
d1207-T1052,ja
d1207-T1053,so fest geahndet worden die
d1207-T1054,wäre das vornedaran ist he das weiss man ja ja
d1207-T1055,warum warum aber können sie noch sagen
d1207-T1056,wenn wir schon bei der verdunkelung sind
d1207-T1058,die sind da brammelt brammelt sind sie dann
d1207-T1059,überall sind sie umhin
d1207-T106,ist es eben neuzeit
d1207-T1060,die schwabenkäfer
d1207-T1061,darum haben wir ja heute noch ja
d1207-T1062,in der schweiz
d1207-T1063,zweiundfünfzig die sind da über
d1207-T1064,immer kommen am abend
d1207-T1065,gehört
d1207-T1066,und dort wo man im dienst gewesen sind evian
d1207-T1067,wo wir im welschen gewesen sind
d1207-T1068,dann hat man da gesehen wo sie zu evian dort aus
d1207-T1069,bomben abhingelassen haben dort explodiert sind
d1207-T107,jaja
d1207-T1070,hat man können schüü zulugen abendaran ob lausanne
d1207-T1071,ja
d1207-T1072,nein nein mh
d1207-T1073,ja gut ich würde gern noch noch neisswas wissen vor dem krieg weil sie haben gesagt sie seien alles mahler zur landi gegangen wie ist das gegangen
d1207-T1074,an der landi
d1207-T1075,ja
d1207-T1076,ist es wie
d1207-T1077,wenn eine andere club
d1207-T1078,ist für mich arbeit gewesen
d1207-T1079,ja
d1207-T108,habe eben an einem
d1207-T1080,jaja
d1207-T1081,nicht mehr nein
d1207-T1082,ich habe dann genug gesehen
d1207-T1084,ja man hat ja alles gesehen
d1207-T1085,man ist überall umhin
d1207-T1086,wir haben sogar am sonntag
d1207-T1087,das ist auch wieder ein ein teile
d1207-T1088,von partei
d1207-T1089,von unserer parteipolitik wo wir haben heute
d1207-T109,die messe tiener mit zwanzig jahre
d1207-T1090,sp
d1207-T1091,ich weiss nicht wie sie stunde
d1207-T1092,der ist am fünften ist
d1207-T1093,wieso haben sie müssen schaffen am sonntag ja
d1207-T1094,die landi aufgegangen
d1207-T1095,wissen sie das
d1207-T1096,und ich bin auf dem leiterlich gesch
d1207-T1097,gehockt gestanden zu zürich auf der gebrücke
d1207-T1098,dass ich alles gesehen habe
d1207-T1099,im übergewand
d1207-T11,wir haben zechen
d1207-T110,deutschen pfarrer
d1207-T1100,im übergewand
d1207-T1101,und der ersten mai
d1207-T1102,ist einen mähnung gewesen
d1207-T1103,und am sonntag haben wir der ganzen tag müssen schaffen
d1207-T1104,wegen wegen denen nauschlen da wegen denen gewerkschaftsbonzen he wegen zwei dreinen
d1207-T1105,das ist
d1207-T1106,das ist der diplomaten gewesen das
d1207-T1107,sonst wäre es nicht fertig geworden
d1207-T1108,die haben doch
d1207-T1109,vierzehn tage lange haben die müssen
d1207-T111,ist bei uns pfarrer gewesen pfarrer braun
d1207-T1110,überzeit
d1207-T1111,hundert prozent
d1207-T1112,zuschlag
d1207-T1113,haben sie uns nicht müssen zahlen
d1207-T1114,wegen dieser gewerkschaften he
d1207-T1115,die hat das aushingebracht vierzehn tage lang herhin
d1207-T1117,dass sie können die anderen dass sie tun weiterschaffen
d1207-T1118,aber wieso sind die gewerkschaften daran
d1207-T1119,am abend überzeit
d1207-T112,das ist eine ganz ein guter gewesen
d1207-T1121,die ist wäre ja kaum fertig geworden die landi auch wenn
d1207-T1122,ja sie haben ja das
d1207-T1123,wie die wollen wegen heute
d1207-T1124,was was haben
d1207-T1125,wäre nicht fertig geworden und dann haben die müssen
d1207-T1126,ja
d1207-T1127,haben die müssen eine nachtschicht ein ein führen
d1207-T1128,aber ich verstand immer noch nicht also
d1207-T1129,dort sind wir in jeder beiz innen hat man können gehen
d1207-T113,der ist woher ist der gekommen aus deutschland
d1207-T1130,um eine
d1207-T1131,belwi umhin dort
d1207-T1132,ist alles offen gewesen tag und nacht
d1207-T1133,bevor sie
d1207-T1134,eröffnet worden ist he
d1207-T1135,nur das fertig geworden ist
d1207-T1136,ja sie haben doch müssen dieser soziaaldemokraatische partei
d1207-T1137,gegen haben sie das müssen machen
d1207-T1139,die haben das müssen unternehmen
d1207-T114,verrückter cheib
d1207-T1140,dass sich die hundert prozent zulag überkönnt
d1207-T1141,sonst hätten sie ja die nie gezahlt
d1207-T1142,und interessant ist dann noch nachher gewesen
d1207-T1143,dass der
d1207-T1144,chef
d1207-T1145,von denen
d1207-T1146,jetzt wie zum beispiel meinen meister
