Filename,Transcript
d1147-T10,einen lehre
d1147-T100,hat
d1147-T1000,einen lokomotive ihnen gebaut
d1147-T1001,und haben können von baden bis nach zürich fahren
d1147-T1002,mit einer gasturbienen
d1147-T1003,allerdings nur mit einem himmeltraurige wirkungsgrad aber das ist einmal gegangen
d1147-T1004,und dann ist dort eine landesausstellung gewesen
d1147-T1005,auch im sechsunddreissig
d1147-T1006,dort ist ein erstes gesch
d1147-T1007,gasturbienen
d1147-T1008,ausgestellt worden
d1147-T1009,und die hat in neuenburg
d1147-T101,haben sie noch geschwister gehabt
d1147-T1010,ist die dann als notstrom
d1147-T1011,aggregeht eingebaut worden und existiert noch in neuenburg
d1147-T1012,das wunderwerk das alten
d1147-T1013,funktioniert immer noch
d1147-T1014,das ist scheinbar funktioniert es noch ja
d1147-T1015,das sind etwa so die sachen
d1147-T1016,wo
d1147-T1017,ich erlebt habe
d1147-T1018,aber hat hat dann
d1147-T1019,ich weiss nicht vielleicht haben sie das gar nicht gewusst aber hat
d1147-T102,ich habe noch vier schwestern gehabt
d1147-T1020,das wäre in baden hat das beziehungen gehabt zu mannheim oder anderen bebenbewerk
d1147-T1021,ja man heim hat immer versucht braunbeeren in griff zu übergekommen
d1147-T1022,hat es gesagt kommt gar nicht in fragen nicht
d1147-T1023,wir suchen durchhin
d1147-T1024,und dann
d1147-T1025,ist das auch so aushin gekommen die walter bowerin hat dann auch schwierigkeiten gehabt
d1147-T1026,er hat dann eine eigene bank gründen in zürich
d1147-T1027,und seine freunde haben im dort die aktsie hinterlegt
d1147-T1028,damit er dann so viele stimmen gehabt hat damit sie ihn nicht aushingehien haben
d1147-T1029,aber mannheim ist immer noch im schweizer besitz gewesen
d1147-T103,zwei oben  an und zwei unten an mir
d1147-T1030,nicht
d1147-T1031,ist mannheim nicht immer noch im schweizer besitz gewesen
d1147-T1032,das ist von der nationalsozialisten einfach
d1147-T1033,wie sagt man
d1147-T1034,dann wenn er schon etwas
d1147-T1035,konfisziert
d1147-T1036,übernommen worden nicht
d1147-T1037,die haben müssen nach der maschinengewehr vom hitler schaffen gell
d1147-T1038,das ist schon so
d1147-T1039,haben sie der walter bowere gekannt
d1147-T104,also sind da
d1147-T1040,ja
d1147-T1041,und vor allem der thedi
d1147-T1042,der tene beeren
d1147-T1043,dann in von seiten
d1147-T1044,von der
d1147-T1046,das aluminiumwerk
d1147-T1049,und dann sind die herren von stieg zu oberst dann rössleischbild zu brau braunboweeren kommen
d1147-T105,fünf kinder gewesen
d1147-T1050,mhmh
d1147-T1051,also der denn bowerin haben sie gekannt
d1147-T1052,der denn sehr gut
d1147-T1053,dann ist ein stehend sind die stausen losb
d1147-T1054,sind die stausen losb leer geworden während dem anfangs krieg und wir haben keine aluminium mehr können schmelzen
d1147-T1055,und haben gesagt ihr müssen uns etwas machen
d1147-T1056,damit wir nicht auf die komplizierte  art müssen strom erzeugen
d1147-T1057,und wenn das einfach alle monat kaputt geht das ist ganz wurst
d1147-T1058,aber es muss
d1147-T1059,muss anders gleichgerichtet werden
d1147-T106,den haben im korb
d1147-T1060,und dann hat der denn beeren gesagt ich habe nur
d1147-T1061,im turbineversuch
d1147-T1062,slokal
d1147-T1063,mechaniker inschenieuren
d1147-T1064,und dann weil er mal fragen
d1147-T1065,wer so etwas könnte machen dort in und dann hat er meinem chef angeläutet
d1147-T1066,da sagt er ja
d1147-T1067,ich habe nur einer
d1147-T1068,das ist den h***
d1147-T1069,der fliegt mit nockensteuerungen sogar in der luft umeinander
d1147-T107,ja der wo am meiste auf der grind übergekommen hat
d1147-T1070,der verrückt keib
d1147-T1071,kann der gar nicht begreifen
d1147-T1072,und das habe ich eben müssen am anderen tag mit krewetlich schön angelegt
d1147-T1073,zum thedi gehen
d1147-T1074,mich gan vorstellen hat er mir einen vortrag gegeben um was es geht
d1147-T1075,wenn ich nur etwas machen sie könnten ein patent kaufen von einem leischler
d1147-T1076,und
d1147-T1077,dann habe ich einmal so eine nockensteuerung gemacht
d1147-T1078,die ist aber verrückt kurzer zeit
d1147-T1079,und dann habe ich umgeschalten auf das richtig ich hat noch die bilder davon da
d1147-T108,von den anderen neun
d1147-T1080,von dem mechanischen gleichrichter
d1147-T1081,und habe
d1147-T1083,in drei monate ist der gelaufen
d1147-T1084,wie ein oergelein und ist jahrelang gelaufen
d1147-T1085,und ich habe
d1147-T1086,bin dann nachher weg aus einem anderen grund von bbc
d1147-T1088,habe es padent übergekommen das ist da so hintendaran
d1147-T1089,und also es ist patentiert worden von der bbc aber ohne meinen namen aber in amerika haben sie es ein patentiert
d1147-T109,das ist ja so ich habe natürlich als buben ein gewisse vorzug gehabt bei der mutter neun
d1147-T1090,und dort habe ich dann später nach dem krieg können
