Filename,Transcript
d1212-T0,gespräch zwischen der frau
d1212-T1,hanni m*** und dem thomas scherrer am
d1212-T10,wo dann immer wenn sie ein bitz geld haben gehabt wo sind gekommen zahlen und dann es hat es deren kunden gegeben wo
d1212-T1000,mit der rationierung hat es ja auch
d1212-T1001,es sind ja nicht nur nahrungsmittel rationiert worden sondern man hat auch
d1212-T1002,grundstoffe gesammelt also so altsammlungen gemacht
d1212-T1006,mh
d1212-T1007,heute würde man sagen recycling haben sie da auch
d1212-T1009,haben sie auch mitgemacht bei sonigen aktionen
d1212-T101,gar nichts von denen nicht von der familie nicht von anderen schon
d1212-T1011,nein eigentlich nicht he-e allmal unsere familie nicht weil meine mutter ist immer
d1212-T1014,ganz eine sparsame gewesen wir haben immer die kleider müssen
d1212-T1015,so lange dass man hat können tragen oder dann auch einen pletz darauf getan
d1212-T1016,und so ich glaube nicht weil weil die kleider wo dann wir die hätten wir nicht können
d1212-T1017,hm heute ist das anders
d1212-T1019,heute kann man schon kleider
d1212-T1020,zusammentun was man nicht mehr will und so das ist noch gut bei uns nicht hm
d1212-T1022,also und so alteisenstoff von eisen oder
d1212-T1024,gummi oder so das haben sie nie
d1212-T1028,weil
d1212-T1029,dazumal allmal in unser familie haben wir ja keine kein auto gehabt
d1212-T103,und ihr vater hat immer genug
d1212-T1031,und dann hat man ja auch so mit denen hat man anfangig nichts zu tue gehabt mit gummi und
d1212-T1033,und sonst nein nein
d1212-T1035,gegen ende vom krieg hat es im wallis
d1212-T1036,im französischen teil vor allem hat es ein ziemlich grosses lager gehabt
d1212-T1037,wo internierte gesammelt worden sind in
d1212-T104,und dann haben wir halt schon einen verdruss gehabt und dann haben wir dann im sommer
d1212-T1041,haben sie de haben sie das einmal gesehen
d1212-T1043,oder hat man über das geredet
d1212-T1044,nein was wäre das gewesen
d1212-T1046,in
d1212-T1047,na-a ich bin in der geografie schwach
d1212-T1049,wo das ist ich bin in der geografie schwach
d1212-T105,als sattler hat immer genug arbeit gehabt
d1212-T1053,was haben sie in ihrer spärlichen freizeit gemacht wenn sie mal nicht haben müssen
d1212-T1054,schaffen
d1212-T1055,ja dann singewer schon irgend e so ein wo gan spazieren und
d1212-T1056,einfach zu fuss gelaufen wisst ihr dazumal
d1212-T1057,bist dann halt nicht die strasse auf gegangen und das und das bähnlein und alpen dann ist man einfach gelaufen
d1212-T1059,von hier bis auf die belalp vier stunden
d1212-T106,und freilich wenn es dann auch so ganz junge sind gewesen hat es dann hier vielleicht
d1212-T1060,und das ist einfach für uns auch zeit gewesen oder dann ist man gan
d1212-T1061,gan heidelbeeren sammeln oder himbeeren
d1212-T1062,und so da ist dann die mutter ist dann sehr gut gewesen für das
d1212-T1064,die ist dann mit uns gekommen he ja
d1212-T1065,zum klar das laufen hat uns nicht viel ausgemacht
d1212-T1067,und sind sie auch ins ins theater oder ins kino
d1212-T1068,ja kino habe ich eigentlich nicht so gern gehabt aber
d1212-T107,ja dazumal schon ich bin dreijährig gewesen ich habe den vater ja
d1212-T1070,und theater unter dem krieg ist auch nicht viel los gewesen gern getanzt habe ich
d1212-T1073,aber das ist verboten gewesen unter dem krieg in den beizen also in den
d1212-T1074,restaurants tanzen aber dann sind wir dann gleich ein so ein paar verborgen da so gegangen in ein sällein und da
d1212-T1075,und grammofon gespielt und getanzt
d1212-T1076,mit soldaten
d1212-T1077,ja mit soldaten oder auch mit bürschlein von hier wo wir haben gekannt oder mit soldaten auch das ist ja dann gleich gewesen aber was will man
d1212-T1079,was für musik haben sie dort ablaufen lassen am grammofon
d1212-T108,kaum gekannt
d1212-T1081,ja einfach die platten wo die da so sind gewesen ich weiss ja da heute heute nicht mehr wie die haben geheissen
d1212-T1082,wenn man es noch hört kennt man sie noch aber
d1212-T1083,nicht gerade lambada haben wir nicht können
d1212-T1084,nein aber aber einfach so walzer schottisch und und
d1212-T1086,lieber haben wir schon tango und englischwalzer gehabt die wir weil wir sind in der zeit gewesen wo man alles hat gelehrt gehabt
d1212-T1087,da die die langsamen wo da also die langsamen tänze und die schnellen
d1212-T109,und der ist der so junger gestorben der
d1212-T1090,und dann ist in der zeit gewesen wo wir das
d1212-T1092,haben können lehren
d1212-T1093,hat es auch zum teil sanktionen sie sagen sie sagen es sei verboten gewesen das tanzen
d1212-T1095,sind sie mal verwischt worden
d1212-T1096,nein nein he-e he-e ja k
d1212-T11,wo sie auch jetzt naa leben
d1212-T110,ist da halt auch ja er ist dann auch aber vorher krank gewesen auch
d1212-T1100,in glaube die wo da hätten sollen kommen gleich gewesen
d1212-T1101,wieso meinen sie ist es verboten gewesen
d1212-T1102,ja einfach weil krieg darum um ist ist einfach das verboten gewesen
d1212-T1103,und auch so theater und ist doch nichts gewesen und und also nichts gewesen
d1212-T1104,wir haben schon theater gespielt aber das sind einfach so
d1212-T1105,dramen gewesen und so
d1212-T1106,das sind
d1212-T1108,im einundvierzig weiss ich dass wir ein theater haben gespielt das ist auch so ein drama gewesen so
d1212-T1109,und aber dann sind das haben wir müssen spielen wegen dem dass es haufen soldaten sind gekommen
d1212-T111,sie haben gesagt der laden sei im judengässlein gewesen
d1212-T1110,also sie haben das dort mitgespielt
d1212-T1111,ja ja
d1212-T1112,wer hat dann das organisiert
d1212-T1113,ja das ist gewöhnlich gewöhnlich
d1212-T1114,ein gesangsverein oder oder ein musik oder so haben einfach das so gemacht und dann haben sie
