Filename,Transcript
d1008-T10,meine jugend erlebt
d1008-T100,ja
d1008-T1000,ich nehmen an könnte ich also gewesen sein
d1008-T1001,ich habe dann nur kört in den späteren jahren
d1008-T1002,die liste sei ein archiv staatsarchiv gekommen
d1008-T1003,aber sie wissen ja wie das ist wenn sie im archiv wollen gan grüblein
d1008-T1004,unter wollnen
d1008-T1005,begriff dass sie das müssen gan suchen
d1008-T1006,und die hautige leute
d1008-T1007,die haben sowieso keine ahnung wie das müssen suchen
d1008-T1008,und wann haben dem nidwalden haben auch wo ich auch zu tun habe
d1008-T1009,haben wir so wenig
d1008-T101,hoflieferant vom vatikan
d1008-T1010,alte leute man wo sich
d1008-T1011,mit fakten könnten an kriegen erinnere
d1008-T1012,und auch
d1008-T1013,bereit wären
d1008-T1014,so etwas
d1008-T1015,haben darein noch
d1008-T1016,zu eröffnen
d1008-T1017,ein wenig oma
d1008-T1018,mh
d1008-T1019,ich habe da gleiche fall ich habe versucht
d1008-T102,von was haben sie denn also nehme ich an fabrikanten
d1008-T1020,stodelein stocker
d1008-T1021,stocker von zuben
d1008-T1022,ich habe dem angeleute weil wir so auch halb jahre haben wir immer etwa auch kontakt
d1008-T1023,und ich habe nicht gewusst das ist jetzt über neunzig
d1008-T1024,ich habe den namen nicht verstanden dann
d1008-T1025,matilden stocker
d1008-T1026,mh
d1008-T1027,das ist die tochter gewesen vom stocker von zuben
d1008-T1028,und die lebt noch zu meggen oben in der villa
d1008-T1029,und ich habe are wieder angeleute keine vor etwa
d1008-T103,die haben die haben
d1008-T1030,zwei monat habe gesagt du
d1008-T1031,erinnerisch du dich noch du hast doch die papier von denen briefen und alles zusammen
d1008-T1032,wo gewesen sind noch mit dem
d1008-T1033,mit dem vater seling und allem darum und daran wegen dem mussolini und
d1008-T1034,wie wir da informationenen übergekommen haben et cetera
d1008-T1035,da habe ich gemerkt dass die im moment noch
d1008-T1036,ganz gut beieinander ist ich habe gedacht gehabt ja
d1008-T1037,ist nicht meine
d1008-T1038,vinzenz das ist alles schön und recht
d1008-T1039,über das rede ich nie mehr und
d1008-T104,wertsachen verkauft oder wo gesegnet worden sind
d1008-T1040,gäbe nichts aus auch
d1008-T1041,dass es ist vom vater selbe
d1008-T1042,und das interessiert niemer und hat nicht aber das interessieren
d1008-T1043,ist die antwort gewesen habe ich gesagt los dorudelein
d1008-T1044,ich komme dann
d1008-T1045,kommen dann etwa im dezember kumm der der mit der frau weder gan ein besuchen klein machen
d1008-T1046,sicher freude jaja komm du kommen ein besuchen klein machen
d1008-T1047,das ist alles gewesen
d1008-T1048,mh
d1008-T1049,total das wäre nehmen mich
d1008-T105,das ist noch da ding gewesen da hat man ja können ablass kaufen oder
d1008-T1050,für sie es fresse
d1008-T1051,mh
d1008-T1052,warum haben so voll mit gewissnen sachen zurück
d1008-T1053,wo so wertvoll wäre wo belegt sind
d1008-T1054,mh
d1008-T1055,ich weiss noch
d1008-T1056,wenn es wenn wenn sie allweg übere  gekommen zu uns
d1008-T1057,gan die letzten informationen
d1008-T1058,aus aus rom
d1008-T1059,das ist ein brief gewesen da
d1008-T106,all das mögliche zeug wie das ist ja heute alles nicht mann also
d1008-T1060,ist das datum am datum oben
d1008-T1061,haben wer schon gesehen
d1008-T1062,welche linie dass meine mutter ein lesen
d1008-T1063,den brief ist dann also nicht gut dann mussolini hat wieder das gemacht man gedanken und er hat mit dem vatikan das und jenes und so weiter
d1008-T1064,normal gelesen
d1008-T1065,zwei drei seitige brief
d1008-T1066,haben sie aber oben
d1008-T1067,ahand von dann datumszusammenstellung gesehen haben sie genau gewusst
