Filename,Transcript
d1083_3-TLI_1,ja das ist auch so etwas gewesen
d1083_3-TLI_10,danke vielmals dass man haben können kommen
d1083_3-TLI_100,das sind die feind zahlen erst wieder miteinander gegangen
d1083_3-TLI_101,aber sonst eben wie ich gesagt habe von dankelsbule nicht
d1083_3-TLI_102,und in deutschland hat man sehr viel noch die
d1083_3-TLI_103,den hass gehabt die ablehnung nicht
d1083_3-TLI_104,aber eine zeit lang sind wir schweizer ja
d1083_3-TLI_105,ausserordentlich gerne gesehen worden
d1083_3-TLI_106,ich bin einmal im libanon noch in den ferien gewesen
d1083_3-TLI_107,weil das hat einfach niener
d1083_3-TLI_108,sonne gehabt da bin ich im herbst einmal noch
d1083_3-TLI_109,das habe ich gesagt ich halte das nicht aus
d1083_3-TLI_110,bin ich auf beiruten
d1083_3-TLI_111,beiruten ja
d1083_3-TLI_112,und dort ist gerade die zeit gewesen
d1083_3-TLI_113,wo das neue da ist gerade den kanal dann
d1083_3-TLI_114,übergegeben worden von den franzosen
d1083_3-TLI_115,der suezkanal
d1083_3-TLI_116,und die haben also das hat das ganze häuser
d1083_3-TLI_117,wo es lauter kacheln hat darauf
d1083_3-TLI_118,dann
d1083_3-TLI_119,wie heisst er dich goal
d1083_3-TLI_12,alles gesagt wo ich gemeint habe
d1083_3-TLI_120,die haben also für den den goal wären s durch das feuer gegangen
d1083_3-TLI_121,und sie sind dort sehr
d1083_3-TLI_122,höflich empfangen worden
d1083_3-TLI_124,ich weiss wir sind dort einmal
d1083_3-TLI_125,auf
d1083_3-TLI_126,nicht deraus dann vorher das mit deren insel
d1083_3-TLI_127,wo es wo es auch immer reden davon
d1083_3-TLI_128,zuperen
d1083_3-TLI_13,alles kann man glaub nie sagen aber sie haben uns einen eindruck
d1083_3-TLI_132,nein die wo noch klein nachher zu ist
d1083_3-TLI_133,bei beiruten
d1083_3-TLI_134,deraus ist ja die grenze
d1083_3-TLI_136,dort ist dann unserer führer mitgekommen und hat gesagt also
d1083_3-TLI_137,genommen auch gott nehmt man kann keinen apparate fürhin
d1083_3-TLI_138,das haben sie also nicht dürfen
d1083_3-TLI_139,man hat dann gerade auf die galanehen aufgesehen und so
d1083_3-TLI_14,gegeben von der zeit wie sie sie erlebt haben
d1083_3-TLI_140,durchaus sein
d1083_3-TLI_142,dort sind wir einmal extra gewesen
d1083_3-TLI_143,und dann sind wir aushin mir also da bin ich noch gegangen nicht mit der gesellschaft
d1083_3-TLI_144,und dann sind sofort studenten kommen
d1083_3-TLI_145,man ist mit englisch und französisch ist meine prima durchhinkommen
d1083_3-TLI_146,sweien le biẽwöhne sie sofort sind wir das
d1083_3-TLI_147,und sie sind also ganz
d1083_3-TLI_148,und ich habe auch müssen neisswo noch gan den pass holen
d1083_3-TLI_149,und das ist das ist ein palästinenserin gewesen
d1083_3-TLI_150,und die ist ganz reizend gewesen bei mir
d1083_3-TLI_151,die hat mit mir die hat
d1083_3-TLI_152,eine tochter wo in der schweiz verheiratet ist
d1083_3-TLI_153,die hat noch klein schweizerdeutsch können
d1083_3-TLI_154,und dann hat sie mir gezeigt wo das
d1083_3-TLI_155,das
d1083_3-TLI_156,ja das büro sei
d1083_3-TLI_157,dann ist sie mit mir gekommen
d1083_3-TLI_158,und dann bin ich in dem haus gewesen einen von ihren
d1083_3-TLI_159,und dann habe ich gefunden das sei sehr schön
d1083_3-TLI_16,und wir haben angst übergekommen ich bin mit dann mit
d1083_3-TLI_160,und dann hat sie gesagt ja
d1083_3-TLI_161,ihr alt sei schöner gewesen
d1083_3-TLI_162,aber das habe man einen einfach weggenommen
d1083_3-TLI_163,und dort habe ich ein klein erlebt
d1083_3-TLI_164,dass es nicht nur recht gewesen ist dann das
d1083_3-TLI_165,die israelein gemacht haben
d1083_3-TLI_166,sie haben wirklich die palästinensern einfach
d1083_3-TLI_167,aus ihren dings aushingehien
d1083_3-TLI_168,und ich bin froh habe ich die selben sachen auch gesehen
d1083_3-TLI_169,ja also
d1083_3-TLI_17,mit einem herr und und ein paar kindern
d1083_3-TLI_18,gan velo fahren
d1083_3-TLI_19,und dann bei hatlingen ist
d1083_3-TLI_2,ich bin auch nicht viel ins theater ich wäre schon gerne gegangen
d1083_3-TLI_20,plötzlich da sind da die blaue ding obenabhin gekommen
d1083_3-TLI_21,und wir haben die velo an den rand gerührt
d1083_3-TLI_22,und sind in den strassenraben graben gelegen
d1083_3-TLI_23,und dann hat man gesehen dann sind die weiter
d1083_3-TLI_24,dann sind die allweg bin dübendorf abhin
d1083_3-TLI_25,die flieger
d1083_3-TLI_27,nein amerikaner
d1083_3-TLI_28,ja
d1083_3-TLI_29,und da hat es eben verschiedene amerikaner gehabt wo dann gekommen sind
d1083_3-TLI_3,die mutter ist immer mit uns gegangen
d1083_3-TLI_30,und übrigens auch in den ferien
d1083_3-TLI_31,haben wir die internierten erlebt
d1083_3-TLI_32,in adelboden
d1083_3-TLI_33,das ist zum geheissen gewesen
d1083_3-TLI_34,dort sind die amerikaner gekommen
d1083_3-TLI_35,und dann haben sie es paar scheine gekauft
d1083_3-TLI_36,oder gemietet
d1083_3-TLI_37,und dann sind das zu oberst
d1083_3-TLI_38,kunisberglein
d1083_3-TLI_39,und dann haben sie es
d1083_3-TLI_4,und ich bin sogar so
d1083_3-TLI_40,parallel gestellt
d1083_3-TLI_41,und sind losgeschossen sind das wieder
d1083_3-TLI_42,umgeflogen und sind wieder weiter
d1083_3-TLI_43,und übrigens in dawo es ist gleich gewesen
d1083_3-TLI_44,und dann ist einmal einer das
d1083_3-TLI_45,dann ist in davos gewesen
d1083_3-TLI_46,ist dann so herrlich umgeflogen
d1083_3-TLI_47,dass er auf dem kopf gestanden ist
d1083_3-TLI_48,und der der hut ist
d1083_3-TLI_49,ist ein paar meter weiter hinten gewesen
d1083_3-TLI_5,bereit erzogen gewesen
d1083_3-TLI_50,und er
d1083_3-TLI_51,also das ist einfach
d1083_3-TLI_52,man hat also so direkt müssen lachen wo man gewesen hat das dem nichts gemacht hat
d1083_3-TLI_53,aber die die sind oben anhingestanden und gerade abhingefahren und
d1083_3-TLI_54,das habe ich gedacht also furchtlos sollte man können sie
d1083_3-TLI_55,sie haben ja denfall recht eine lustige zeit verbracht in der schweiz
d1083_3-TLI_57,und ich auch die polen die sind nämlich
d1083_3-TLI_58,gerne da gewesen
d1083_3-TLI_59,der eine der ist
d1083_3-TLI_6,dass ich mich geschiniert haben inhin kinoreklamen zu lugen
d1083_3-TLI_60,am heilpädagogischen seminar gewesen
d1083_3-TLI_61,und dann das ist eine tragische sache gewesen
