Filename,Transcript
d1143-T0,gut also es ist der vierundzwanzigste märz zweitausend
d1143-T1,wir sind da in augst am albis beim ernst b*** und machen ein interview mit dem ernst ich bin der thomas
d1143-T10,jüngeren
d1143-T100,und der schrecklich kalte winter mit sehr viel schnee
d1143-T1000,von den deutschen auf russland haben sie da haben sie gefunden da hat der hitler jetzt
d1143-T1002,als kleiner
d1143-T1003,militärisch ungebildeter mann
d1143-T1004,da habe ich
d1143-T1005,aus der geschichte aushin wo mich schon immer interessiert hat beim napoleon ist es abhinverreckt
d1143-T1006,da kommt er mit seinen drei millionen leuten
d1143-T1007,von von von von der ostsee bis
d1143-T1008,da habe ich gewusst jetzt ist aus mit den schwaben
d1143-T1009,das
d1143-T101,die ist im zweiten jahr von ihrem aufenthalt sie ist als mädchen denen gewesen bei einem cousin
d1143-T1010,darf ich für mich behaupten
d1143-T1011,die idee habe ich da gehabt nicht hintendarein und auch nicht weil es andere gesagt haben
d1143-T1012,wir haben immer schwaben gesagt he
d1143-T1013,man hat nie anders gesagt
d1143-T1014,wir haben nicht nazi gesagt sondern schwabe gesagt
d1143-T1015,das ist ja ein klein ein böser ausdruck gewesen wo
d1143-T1016,die schweizer verwendet haben das geht ja zurück auf den
d1143-T1017,schwabenkrieg vierzehnneunundneunzig das wissen sie auch
d1143-T1018,und sie haben dann geschrieben da in ihren erinnerungen
d1143-T1019,also sie haben dann gedacht das ist eben der fehler da das
d1143-T102,die grösse aufgebracht hat
d1143-T1021,seine generalität die haben ihm das nämlich auch gesagt wenn wir wollen reüssieren müssen wir müssen wir wenn der frühling vorbei ist müssen wir sofort nach russland gehen und nicht erst am zweiundzwanzigsten juli
d1143-T1023,ich möchte noch ein anderes thema ansprechen und zwar
d1143-T1024,haben sie
d1143-T1025,ja offenbar in einer jüdischen firma
d1143-T1027,besonders gut machen
d1143-T1029,wieso denn hat man alles müssen besonders gut machen als angestellte
d1143-T103,ist die
d1143-T1030,je de ich muss einfach sagen
d1143-T1031,das ist jetzt meine interpretation hintendarein
d1143-T1032,möglicherweise ist auch sind auch die angestellten
