Filename,Transcript
d1244_2-TLI_0,lesen nicht wahr und studieren
d1244_2-TLI_1,im gefängnis ihnen dort oben dort oben
d1244_2-TLI_10,habe ich voll geschrieben sehr schön
d1244_2-TLI_100,und dann bin ich wieder
d1244_2-TLI_101,lange arbeitslos gewesen
d1244_2-TLI_102,enorm viel gelesen natürlich in der zeit
d1244_2-TLI_103,und schliesslich die letzte station ist dann gewesen
d1244_2-TLI_104,das ich habe können
d1244_2-TLI_105,in der kriegswirtschaft habe ich das so eine hilfsarbeiterstelle übergekommen
d1244_2-TLI_106,ja wo wo ich dann doch
d1244_2-TLI_107,regelmässig wieder einen verdienst gehabt habe
d1244_2-TLI_108,die arbeit in der kaper die ist ja
d1244_2-TLI_11,ausgezeug gemacht genaue auszug aus dem karl marks
d1244_2-TLI_110,wie muss ich mir das vorstellen wie ist das überhaupt möglich gewesen
d1244_2-TLI_111,unter den bedingungen in der schweiz
d1244_2-TLI_112,wo ja dazugeführt haben dass die kommunistischen partei verboten worden ist
d1244_2-TLI_113,dass sie zum beispiel
d1244_2-TLI_114,es gefängnisstrop haben müssen absitzen
d1244_2-TLI_115,wie ist es möglich gewesen überhaupt
d1244_2-TLI_116,für die kangeben in der illegalität zu schaffen wie ist das
d1244_2-TLI_117,möglich gewesen ohne aufdeckt zu werden
d1244_2-TLI_118,ja das haben wir halt eben die regeln der konspiration
d1244_2-TLI_119,wie man schafft wenn man wenn möglich nicht
d1244_2-TLI_12,das kapital
d1244_2-TLI_120,verwischt wird dann haben wir alle deknehmen gehabt
d1244_2-TLI_121,ich habe zum beispiel wargehen geheissen weil ich
d1244_2-TLI_122,das ist der grosse teoretische
d1244_2-TLI_123,sowjetökonom gewesen wo sehr gute bücher geschrieben hat
d1244_2-TLI_124,ganz ein wegleitendes buch geschrieben die grossen krise
d1244_2-TLI_125,und ihrer politischen folgen
d1244_2-TLI_126,und den namen habe ich gehabt andere einen hat man geheissen nach dem man und andere man haben also alles decknamen gehabt
d1244_2-TLI_127,zweitens haben wir denn
d1244_2-TLI_128,eine heute gehabt im zürichoberland da
d1244_2-TLI_129,wo man regelmässig zusammengekommen sind
d1244_2-TLI_13,und dann habe ich aber noch den lenin studiert
d1244_2-TLI_130,bauernhaus wo man gemietet haben wo man zusammengekommen sind
d1244_2-TLI_131,man haben aber auch sitzungen regelmässig
d1244_2-TLI_132,haben wir sitzungen gehabt bei einem genossen wo
d1244_2-TLI_133,in einem bürgerlichen anwaltsbüro geschafft hat
d1244_2-TLI_134,und wo ganz unverdächtig gewesen ist aber wir haben dort in dem seinem büro haben wir
d1244_2-TLI_135,können die sitzungen machen
d1244_2-TLI_136,haben besprochen erstens habe ich
d1244_2-TLI_137,aushingegeben und vorgeschlagen und auch
d1244_2-TLI_138,grossenteils selber geschrieben
d1244_2-TLI_139,eine zeitung der funken
d1244_2-TLI_14,imperialismus vom leben habe im
d1244_2-TLI_140,das sind fünf nummern aushingekommen
d1244_2-TLI_141,wo wir eben
d1244_2-TLI_142,die weltlage beschrieben haben schweizerischen ereignisse
d1244_2-TLI_143,kommentiert
d1244_2-TLI_144,vervielfältigen natürlich auf einem vervielfältigungsapparat
d1244_2-TLI_145,haben die zeitung ungefähr
d1244_2-TLI_146,pro auflage haben wir allweg etwa fünfhundert gemacht haben wir vertrieben
d1244_2-TLI_147,zum teil sind die vertrieben worden in der fabriken und
d1244_2-TLI_148,dann eine weitere aktivität wo sehr wichtig gewesen ist wir haben
d1244_2-TLI_149,grosse streuzettelaktionen gemacht
d1244_2-TLI_15,in die christen auch noch russisch angefangen
d1244_2-TLI_150,gegen die kriegslieferungen an hitlerdeutschland
d1244_2-TLI_151,zum beispiel wegen der waffenlieferungen haben wir geschrieben waffen für hitler
d1244_2-TLI_152,bomben von england das ist gerade da gewesen
d1244_2-TLI_153,wo die ersten bombardierung in wipkingen stattgefunden hat wo die leute allgemein
d1244_2-TLI_154,geflüstert haben ja
d1244_2-TLI_155,die haben halt nicht recht zielen die bomben hätten natürlich sollen auf die waffenfabrik bürli abhingeheien
d1244_2-TLI_156,abhingeheien und nicht auf die wohnhäuser dort zu wipkingen
d1244_2-TLI_157,ich habe mich haben also das gemacht was jetzt die amerikaner der schweizer
d1244_2-TLI_158,werfen eben mich habe in die schweizer haben geschafft
d1244_2-TLI_159,hat ja einen berühmten witz gegeben von den engländer die schweizer denen
d1244_2-TLI_16,lehren
d1244_2-TLI_160,sechs tage in der wochen schaffen es für den hitler und am sieben tage
d1244_2-TLI_161,betten das für den sieg von alliierten habe ist ja
d1244_2-TLI_162,berühmten ausspruch gewesen
d1244_2-TLI_163,das haben wir da wirklich ein
d1244_2-TLI_164,tausende von streuzettel oder zum beispiel
d1244_2-TLI_165,wegen den stromlieferungen denen
d1244_2-TLI_166,stark gesteigerte stromlieferungen an die industrie in süddeutschland
d1244_2-TLI_167,hat man auch so ein streuzettel gemacht
d1244_2-TLI_168,dann haben wir was sehr wichtig gewesen ist
d1244_2-TLI_169,wegen der allgemeiner defätistischen grund stimmung wo gerst hat nach
d1244_2-TLI_17,und ich kann sagen ich habe
d1244_2-TLI_170,dem sieg vom hitler über frankreich
d1244_2-TLI_171,ja das ist auch in in der armee bei uns in der kompanie noch im letzten
d1244_2-TLI_172,teil wo ich in aktivdienst gemacht habe
d1244_2-TLI_173,ist allgemein man hat das nicht so offen gesagt
d1244_2-TLI_174,aber unter der hand hat man immer gesagt
d1244_2-TLI_175,ja gegen den hitler ist doch kein kraut mich könnten uns
d1244_2-TLI_176,doch nicht wehren wenn der hitler die schweiz wirklich würde angreifen
d1244_2-TLI_177,so wären wir ein paar tagen wären wir weggeputzt habe
d1244_2-TLI_178,das ist so die stimmung gewesen und gegen die stimmung haben wir angekämpft
d1244_2-TLI_179,vom zweiundzwanzigsten juni a
d1244_2-TLI_18,bin noch sozialist gewesen so also gesinnungsmässig
d1244_2-TLI_180,wo der angriff einundvierzig
d1244_2-TLI_181,zweiundzwanzigste juni einundvierzig wo der angriff vom hitler
d1244_2-TLI_182,auf die sowjetunion gekommen ist
