Filename,Transcript
d1225-TLI_0,es läuft
d1225-TLI_1,gut also mein name ist christof der jong mich haben mittwoch der siebte juli neunzehnneunundneunzig
d1225-TLI_10,wo ich da
d1225-TLI_1000,rund um das dorf umhin verschiedene sachen kennengelernt einen bauern kennengelernt und so
d1225-TLI_1001,und was mir dort sehr beeindruckt hat ist quasi die
d1225-TLI_1002,anstalt gewesen dort im delta aussen
d1225-TLI_1003,wo es so einfach die leute die armen teufeln tagelöhner
d1225-TLI_1004,wo vielleicht einmal betrunken gewesen sind aufgerufen haben und dort versorgen haben und gesehen
d1225-TLI_1005,wie wie es denen geht dort
d1225-TLI_1006,und so man hat so einblick übergekommen in verschiedene
d1225-TLI_1007,soziale verhältnis auch in der innerschweiz natürlich
d1225-TLI_1008,aber das ja
d1225-TLI_1009,krach übergekommen hat mit denen leuten oder so
d1225-TLI_101,wirklich gut aber er hat die biografie vom krode
d1225-TLI_1010,das ist eigentlich muss sagen im tiefsten frieden verlaufen
d1225-TLI_1011,die haben keinen mucks gemacht
d1225-TLI_1012,hat sie dann das nicht beschäftigt dass wenn jetzt die sich wücklich gewehrt hätten und stein geschossen hätten das hat das ja hätten sie ja vielleicht müssen
d1225-TLI_1014,und unsere aufgabe erklärt hätten was unsere was wir jetzt da sind und warum dass wir müssen da sein
d1225-TLI_1015,und ich mich hätten also niemals gerade gesagt ja wenn einer
d1225-TLI_1016,da dumm getan hat dass man da das gewehr für eingenommen hat ja das
d1225-TLI_1017,das wäre doch gar nicht das allerhinterletzten gewesen nicht wahr nein nein
d1225-TLI_102,vom stück hat er denn geschrieben und er ist dann irgendwie
d1225-TLI_1021,es wäre höchstens die gefahr hat es gegeben natürlich einem gewissen sinn
d1225-TLI_1022,aber das ist nicht eingetreten also
d1225-TLI_1023,man hat natürlich in so einer kompanie in so einem bataillon
d1225-TLI_1024,hat das schwierigkeiten gegeben wenn das solche gehabt hat wo eigentlich
d1225-TLI_1025,mais gemacht hätten und mist gemacht hätten und queruliert hätten
d1225-TLI_1026,das hätte dann intern zu schwierigkeiten können führen weil wir einfach
d1225-TLI_1027,eigentlich eine schicksalsgemeinschaft uns gefühlt haben
d1225-TLI_1028,wo aber wirklich zum einsatz bereit gewesen ist
d1225-TLI_1029,was hat dann etwer können querulieren
d1225-TLI_103,natürlich frustriert gewesen dass der schicke nicht
d1225-TLI_1030,ja das das gesagt hätten eben
d1225-TLI_1031,hat keinen wert mehr sich zu wehren nicht wahr keinen wert mehr sich zu wehren
d1225-TLI_1034,was eben wenn ich kann sagen was einem natürlich sehr mag und sehr verletzt
d1225-TLI_1035,wenn das heisst ja
d1225-TLI_104,auch in deutschland besser bekannt geworden ist
d1225-TLI_105,und wie haben sie das wahrgenommen also hat sie das gestört wenn der so sachen verzählt hat oder
d1225-TLI_107,wir haben eigentlich nicht so
d1225-TLI_108,wir haben mehr natürlich
d1225-TLI_109,die situation erlebt wo es auf den krieg zugegangen ist
d1225-TLI_11,und bin dann natürlich wirklich
d1225-TLI_110,und wo ganz allgemein wenn man gesagt hat ja also
d1225-TLI_111,jetzt kommt dann einen einen einen krieg und das wird aufgerüstet und
d1225-TLI_112,so weiter das haben wir schon empfunden
d1225-TLI_113,und mein erst eher angst gehabt vor dem was dann kommt von der zukunft
d1225-TLI_114,aber wenn man so jung ist noch
d1225-TLI_115,dann hat man so viel anders kopf
d1225-TLI_116,es hat einem nicht so ein so packt und so eigentlich
d1225-TLI_117,aufgerutelt es hat schon jugendliche gehabt wo das viel mehr gehabt aber
d1225-TLI_118,ich bin auch frisch in den beruf inhingewachsen
d1225-TLI_119,und man hat sich sehr intensiv mit dem beruf beschäftigt
d1225-TLI_12,verwurzelt an der forchstrasse dreihundertvierundsiebzig
d1225-TLI_120,ich habe jetzt noch meine präparationen vom seminar habe ich da
d1225-TLI_121,man hat sich wirklich ganz auf den beruf verlegt und sich auf den beruf ausgerichtet
d1225-TLI_123,es hat schon kollegen gehabt am seminar wo natürlich auch
