Filename,Transcript
d1087_2-TLI_1,der sport oder die kultur
d1087_2-TLI_10,immer es sind immer neue gan un
d1087_2-TLI_100,das haben wir zu kenntnis genommen
d1087_2-TLI_101,aber nur nicht die schweiz gellen sie ist ein gewissen
d1087_2-TLI_102,eganismus da gewesen
d1087_2-TLI_103,wo verständlich ist
d1087_2-TLI_104,mhm mhm
d1087_2-TLI_105,es sie haben gesagt sie haben erst nach dem krieg erfahren
d1087_2-TLI_107,wie und und wann haben sie das erfahren
d1087_2-TLI_108,ja man hat das natürlich auch erfahren durch die pressen
d1087_2-TLI_109,dann durch die emigranten
d1087_2-TLI_111,die komisches
d1087_2-TLI_112,die emigranten wo so im zweiundvierzig dreiundvierzig gekommen sind
d1087_2-TLI_113,die sind nicht akzeptiert worden die hat man nicht ernst genommen
d1087_2-TLI_114,dann das kann gar nicht sein was die verzählen das ist gar nicht
d1087_2-TLI_115,humbug die wollen einfach nicht schaffen sind faule keiben
d1087_2-TLI_116,so ist die tendenz gewesen
d1087_2-TLI_117,also wie die wo vor dem krieg gekommen sind
d1087_2-TLI_118,ich habe natürlich von konzentrazioonslaager erfahren
d1087_2-TLI_119,so im dreiundvierzig durch den tot von meiner schwiegereltern nicht
d1087_2-TLI_12,der jahrgang gewesen wo eiendlich mit dem aktivdienst
d1087_2-TLI_121,serviert worden
d1087_2-TLI_122,haben ihre kameraden von ihnen das auch erfahren
d1087_2-TLI_123,ja
d1087_2-TLI_125,ich halten es ist auch heute noch nicht für möglich dass so etwas
d1087_2-TLI_126,überhaupt möglich ist in der welt
d1087_2-TLI_127,das halt ich heute noch fen unmöglich das
d1087_2-TLI_128,unbegreiflich für mich
d1087_2-TLI_129,haben sie damals schon erfahren das
d1087_2-TLI_13,aktiv nicht nicht in nicht in die
d1087_2-TLI_131,während dem krieg haben wir das erst erst viel später der judenschtempfel zum beispiel
d1087_2-TLI_132,und so das haben wir erst viel später anfangen
d1087_2-TLI_133,haben sie das gefühl gehabt dass man mehr hätte können machen
d1087_2-TLI_134,zum das vehintere also
d1087_2-TLI_135,nicht nur die schweiz sondern auch andere staaten
d1087_2-TLI_136,das ist eine schwere frage natürlich hat man können
d1087_2-TLI_137,gellen sie dann
d1087_2-TLI_138,die die emigranten wo wo von deutschland geflüchtet sind
d1087_2-TLI_14,senioren gruppe nicht in der tätig gewesen ist
d1087_2-TLI_140,spanien hat sich dort sehr gut benommen portugal hat sich gut benommen
