Filename,Transcript
d1270-T0,mhm
d1270-T1,gut dann mache ich da meinen kurzen vorspann
d1270-T10,wir haben ja selber in wallisellen gewohnt also
d1270-T100,und das ist aber eine stunde haben wir müssen laufen bis wir in dem wald gewesen sind
d1270-T1000,weil die männer haben müssen in militärdienst
d1270-T1001,auch ein nachbar wo siebte und achte gehabt hat hat uns auch in der sek mit seinen schülern zusammen gehabt
d1270-T1002,mich wir haben da dazumal hat man sich gegen einen lehrer
d1270-T1003,nie getraut etwas zu sagen also von unserer schicht
d1270-T1004,darum muss ich eben annehmen dass auch er irgend
d1270-T1005,also ich bin ja zu wallisellen aufgewachsen und das ist e
d1270-T1006,ein sehr e e e also da hat es ein herrengütlein gehabt mit
d1270-T1007,und wir haben zwar ein haus gehabt aber das ein einfaches haus und und
d1270-T1008,ist natürlich
d1270-T1009,wir sind in einer minderheit gewesen in dem dorf
d1270-T101,nicht möglich dass man meinen bruder könne einbürgern
d1270-T1010,ist vielleicht heute nicht mehr gleich
d1270-T1011,aber dazumal ist das
d1270-T1012,irgendwie im zusammenhang mit meinem bruder wissen sie das weiss ich alles nicht
d1270-T1013,sind sie wenn sie nicht reich gewesen sind sind sie einfach niemand gewesen
d1270-T1014,auch den lehrern
d1270-T1015,und dann ist noch dazu gekommen dass meine schwester fünf jahre vor mir
d1270-T1016,das rikli ist dann schon eine andere schülerin gewesen weder du ist dann schon fleissiger gewesen als du stimmt
d1270-T1017,stimmt sie ist auch die bravere gewesen daheim
d1270-T1018,ich ich bin jetzt halt einfach nicht so ein einfaches kind gewesen
d1270-T1019,ich
d1270-T102,und ich habe ihm allweg müssen suppe bringen
d1270-T1020,irgendwie habe ich mein leben allmal gleich gemeistert
d1270-T1021,und meine schwester lebt schon lange nicht mehr
d1270-T1022,das habe ich
d1270-T1023,sie hat sie ist ja fünf jahre älter gewesen also wo der krieg losgegangen ist ist sie siebzehn gewesen
d1270-T1024,und und sie ist auch sehr e
d1270-T1026,eine aktive gewesen und eine eine offene also sie hat
d1270-T1027,briefe geschrieben wir haben alle gerne briefe geschrieben
d1270-T1028,und dann in den briefe habe ich gelesen dass sie kontakt aufgenommen hat
d1270-T1029,mit einer frau postel das ist eine deutsche gewesen in wallisellen
d1270-T103,und das ist ä dort wo der kindergarten gewesen ist noch klein weiter weg gewesen also
d1270-T1030,und
d1270-T1031,der ihr sohn ist schweizer offizier gewesen auch wieder so ein papierleinschweizer
d1270-T1032,ein spion gewesen ist für die deutschen er ist nämlich dann
d1270-T1033,der offizier postel ist für ist
d1270-T1034,seine also sind da glaub zwölf sind verschossen worden
d1270-T1035,und der mutter hat meine
d1270-T1036,meine schwester irgend
d1270-T1037,woher
d1270-T1038,geschrieben und die hat
d1270-T1039,was weiss ich nicht
d1270-T104,eine stunde habe ich allweg müssen herhinlaufen aber ich bin gern gegangen das ist für mich ja
d1270-T1040,ich weiss nur dass einmal meine schwester gesagt hat du
d1270-T1041,weisst wir singen da im kongresshaus zu zürich
d1270-T1042,ist eine veranstaltung
d1270-T1043,von der deutschen kolonie in der schweiz das hat mir gar nichts gesagt oder
d1270-T1044,das ist noch vor dem krieg gewesen
d1270-T1045,oder vielleicht anfangs krieg
d1270-T1046,e weisst wir sollten noch eine dritte stimme haben und ich habe eben immer dritte stimme gesungen
d1270-T1047,und das ist früher eben so gewesen dass man drei stimmen gesungen hat
d1270-T1048,und dann hat sie gesagt du wir sollten eine dritte stimme haben kommst du nicht gan singen
d1270-T1049,und dann habe ich gesagt wohl wohl ich habe furchtbar gerne gesungen
d1270-T105,und hat ja den vater kennengelernt in wallisellen weil sie dort kindermädchen gewesen ist
d1270-T1050,besonders dritte stimme
d1270-T1051,und dann hat sie mich mitgenommen auf zürich aufhin
d1270-T1052,und das ist an der bellerive-strasse hat die deutsche kolonie ein
d1270-T1053,eine villa gehabt
d1270-T1054,die steht jetzt noch die habe ich gerade letzthin gesehen
d1270-T1055,aber es könnten auch könnte auch etwas anderes gewesen sein
d1270-T1056,auf alle fälle sind wir dort verköstigt worden in der bellerive-strasse
d1270-T1057,das ist feudal gewesen in der villa
d1270-T1058,man hat so gemacht ist für mich ja habe nicht gewusst was das ist oder
d1270-T1059,haben auch etwas gesagt aber das habe ich nicht verstanden
d1270-T106,in einer familie landolt gerade neben dem haus wo mein vater aufgewachsen ist
d1270-T1060,hm ich weiss es eben genau
d1270-T1061,sicher bin ich auch etwa
d1270-T1062,sicher bin ich zehn gewesen mindestens wenn nicht zwölf
d1270-T1065,ich komme nicht mehr da herhin
d1270-T1066,ich habe nicht gewusst was das ist wir haben nie daheim von so etwas geredet oder
d1270-T1067,und ich weiss einfach im nachhinein ich bin denn gan
d1270-T1068,wir wir sind dann in das kongresshaus gegangen
d1270-T1069,und haben müssen üben in einem nebenräumlein
d1270-T107,und sie hat sie sie hat ä dort ist sie so tüchtig geworden sie ist eine bauerntochter gewesen
d1270-T1070,das ist ein grosser saal vom kongresshaus ist da
d1270-T1071,und alle haben wieder so gemacht wenn sie ein
d1270-T1072,einander begegnet sind
d1270-T1073,und dann haben wir also geübt das lied
d1270-T1074,wenn eine mutter ihr kindlein tut wiegen
d1270-T1075,also sehr verehrt als mütter und als
d1270-T1076,mütter von
d1270-T1077,das ha habe ich auch noch mitübergekommen dann
d1270-T1078,und habe gedacht nie mehr gehe ich mit das sind alles sottige wo spinnen
d1270-T1079,aber ich bin eben sowieso eine
d1270-T108,von niederurdorf eine lips
d1270-T1080,nicht eine gewesen wo gedacht hat wie meine schwester oder
d1270-T1081,und darum habe ich einfach mich geweigert weiter zu gehen
d1270-T1082,ich habe das gespürt das was das für leute sind
d1270-T1083,aber habe das da nicht gewusst
d1270-T1084,ich habe einfach gedacht leute wo so blöd tun die sind nicht normal
d1270-T1085,im ganzen saal aufgestanden und
d1270-T1086,es hat mich nicht beeindruckt es hat mich beängstigt
d1270-T1087,und sie hat mit der frau postel immer wieder korrespondiert sie ist dann auch im welschland gewesen
d1270-T1088,und auch mein bruder er schreibt immer in aus dem feld in einem brief
d1270-T1089,er ist bei der sozialdemokratischen partei ist er
d1270-T109,also e eine urschweiz man kann nicht nicht mehr schweizerisch sein weder die lipsens
d1270-T1090,eben sie sei dann schon die gescheitere als
d1270-T1091,als ich
d1270-T1092,sie sie wisse dass
d1270-T1093,aus denen aushin merke ich dass sie und sie hat dann auch später
d1270-T1094,wollen sich einbürgern und ist abgelehnt worden aber mit einer anderen begründung
d1270-T1095,ist polizei gekommen und hat
d1270-T1096,die haben eben so nachforschungen gemacht
d1270-T1098,ein klein wie bei den im film die schweizermacher
d1270-T11,es ist ja für mich eben wichtig weil
d1270-T110,durch das leben bringen
d1270-T1100,und das habe ich aber nicht richtig gewusst
d1270-T1101,und dann ist
d1270-T1102,hat sie einen mann kennen gelernt
d1270-T1103,einen lehrer
d1270-T1104,und und der hat gesagt du aber wir wenn wir heiraten also ich will nicht dass in der verkündigung steht
d1270-T1105,deutsche reichsangehörige
d1270-T1106,sie solle sich einbürgern lassen noch zuerst
