Filename,Transcript
d1259-T10,und paulein m*** oberlehn da in faul geboren
d1259-T100,wir haben selber vater und meiner jungen
d1259-T1000,und da ist dann
d1259-T1001,hätte mich in der rekrutenschule mit handkus wieder genommen
d1259-T1002,da ist eine andere welt ausgebrochen
d1259-T1003,eine andere welt wir haben die nicht mehr gekannt
d1259-T1004,das ist noch ein ein ein schulung losgegangen
d1259-T1005,offizier und und auch die unteroffizier
d1259-T1006,weniger aber haben auch müssen aber die offiziere
d1259-T1007,kompaniekommandanten haben wir nicht mehr gekannt die haben gesponne also innerhalb von zehn tage
d1259-T1008,ist wie wenn dann etwas gestochen gehabt hätte
d1259-T1009,ist das dermassen ist dann
d1259-T101,haben das müssen am samstag zoben mittag und so
d1259-T1010,die sind offenbar in der zeit
d1259-T1011,sind die da
d1259-T1012,geschlaucht worden
d1259-T1013,eingeimpft worden dass da eine andere ding muss herrsche
d1259-T1014,an was haben sie dann das gemerkt dass jetzt da plötzlich eine andere wind
d1259-T1015,wir sind nur ein beispiel wir sind eben
d1259-T1016,eingerückt auf das sursee wir sind zu früh dort gewesen etwa eine halb
d1259-T1017,stunden drei viertel wir sind da alle da am port noch gesessen
d1259-T1018,das ist doch die turnhalle gewesen und der sportplatz
d1259-T1019,port an gesessen sind alle da gehockt und gewartet
d1259-T102,und zu abend und so und ich weiss mein vater ist
d1259-T1020,bis dann die einen feldweibel rufen zum angetreten
d1259-T1021,wir haben da wallisern
d1259-T1022,gehabt unter uns nicht und zürcher
d1259-T1023,und so legere kerlich und da sind
d1259-T1024,zwei beinander gehockt ich habe von dem noch fotos da
d1259-T1025,zwei da gesessen wo einfach ihre mützen so klein
d1259-T1026,einer hat sie so einzogen fast wie die deutschen ihre polis gehabt haben
d1259-T1027,der andere hat sie schräg auf dem kopf gehabt so klein ja
d1259-T1028,so so leger nicht und und
d1259-T1029,einer hat glaube noch den knopf offen gehabt und dann sich dann
d1259-T103,mit meinen bruder der altisten
d1259-T1030,kompaniekommandant sich da durchgelaufen mit mehr
d1259-T1031,brütest dann latschule wo man gehabt haben dann als offiziere nachher
d1259-T1032,einen einen herr ein hallung
d1259-T1033,durchgelaufen und
d1259-T1034,hat die zwei doch gestellt und hat jedem gerade
d1259-T1035,drei tage scharfen bevor sie angetreten sind drei tage scharfen
d1259-T1036,verurteilt weil sie die mützen nicht recht
d1259-T1037,angehabt haben und einer hat den knopf offen gehabt ich habe da
d1259-T1039,da die fotos holen wo da wo das gewesen ist und so hat
d1259-T104,da freuener hat man noch von hand gras gemeint
d1259-T1040,das angefangen haben wir alle gesagt haben wir alle einander nur noch angelugt nicht und so
d1259-T1041,und dann hat er die unteroffizier gerufen und hat denen da
d1259-T1042,vortrag gehabt schon nicht
d1259-T1043,ja selben sind dann am samstag schon eingerückt nicht erst am mentig
d1259-T1044,die selben unteroffizier
d1259-T1045,dort schon geschlaucht und so denen schon die gallen
d1259-T1046,eingeimpft für für das was kommenden ist nicht
d1259-T1047,dort besammlung gewesen wir sind dann auf das gantenschwelle gekommen
d1259-T1048,dort sind wir ist unsere kompanie die mitrer sind in kontenschwelle gewesen
d1259-T1049,die sind alle verteilt gewesen in batallion ist ein reinach gewesen in den
d1259-T105,noch eben drei vier männer gan gras
d1259-T1050,eine andere kompanie in menzike und so die dürfen rundumhin
d1259-T1051,sind wir da verteilt gewesen
d1259-T1052,primar aufgabe ist gewesen
d1259-T1053,der landessender beromünster
d1259-T1054,das ist ja bei beromünster zuhin gewesen der landessener beromünster wäre unsere
d1259-T1055,primare aufgabe gewesen sowohl wie wir instruiert gewesen sind wo wir gewusst haben
d1259-T1056,das verteidigen gegen fallschirmabspringer und alles
d1259-T1057,wir wären also jeder zeit dort oben
d1259-T1058,wären wir an der front gewesen und das haben die deutschen auch überall
d1259-T1059,praktiziert wo sie überall
d1259-T106,meine zu abend denen ihre
d1259-T1060,die sind in in in norwegen in schweden und
d1259-T1061,wo es gewesen sind haben sie zuerst bombardiert und
d1259-T1062,und und dann die senderanlage inhin
d1259-T1063,in gebrauch für ihren zweck genommen
d1259-T1064,das hätten wir da müssen schützen nicht
d1259-T1065,das ist die aufgabe gewesen
d1259-T1066,ja was ist passiert wir sind dann da in dem dem dem
d1259-T1067,gantenschweil oben sind wir dann da recht und schlecht
d1259-T1068,sind wir denn da durchhingegangen und
d1259-T1069,in der zweiten dritten wochen ist dann die schikaniererei schon losgegangen
d1259-T107,ihre wiese gan meinen von hand mit
d1259-T1070,in der zweiten wochen schon in der ersten wochen schon weiss ich noch gut
d1259-T1071,hätten wir auch
d1259-T1072,was ist etwas gewesen
d1259-T1073,ist irgend einen vortrag gewesen über etwas
d1259-T1074,am nachmittag beim angetreten und es ist nicht so rassig
d1259-T1075,gegangen und dann hat der hauptmann gesagt da der der
d1259-T1076,ist dann hauptmann gewesen auf das neun jahre dann nachher worden
d1259-T1077,hat er gesagt ja meine herren wir haben schon zeit und dann sind wir im laufschritt sind wir eine stunde lang
d1259-T1078,im laufschritt mit dem helm un karabiner
d1259-T1079,geseckelt auf das rheinach inhin dort innen hat es
d1259-T108,dann sagen so nicht alles das da bin ich auch noch sogar noch
d1259-T1080,einen vortrag gehabt oder eine filmvorführung über über wehrsport
d1259-T1081,und so zeug haben wir im laufschritt müssen
d1259-T1082,die will die sammelübung nicht geklappt hat da
d1259-T1083,hat er zuerst etwa fünf sammelübungen gemacht
d1259-T1084,dass die zeit durchhin ist und dann dass man die zeit dass man gleich wieder
d1259-T1085,kommen sind haben wir im laufschritt müssen auf das rheinach
d1259-T1086,überesecklen da entschuldigung militärsproch muss ich jetzt halt reden nicht
d1259-T1087,und so und dann in der zweiten wochen ist dann
d1259-T1088,losgegangen da am sechs hauptverlesen und
d1259-T1089,dann haben wir einer turnhalle haben wir
d1259-T109,dabei gewesen in den letzten jahre wo ich noch in die schule bin
d1259-T1090,kontrament gehabt das ist eine neue turnhalle gewesen dort
d1259-T1091,und die hat hinten oben ein balkon gehabt und dem balkon oben
d1259-T1092,sind auch haben wir unsere kapute müssen aufhängen die haben wir dort oben gehabt
d1259-T1093,ist ja im winter gewesen natürlich
d1259-T1094,und dann an dem hauptverlesen hat er die offiziere dort aufhin geschickt gan
d1259-T1095,gan lugen ob jetzt von denen kaputt der oberst und der unterschen knopf
d1259-T1096,fei gewesen sich das ist gewesen und und und
d1259-T1097,überall die tasche dusse und und und
d1259-T1098,die offiziere haben einfach überall einmal einer gefunden
d1259-T1099,wo so und sind gekommen und jeder hat doch eine zettelein brot
d1259-T11,was haben ihre eltern gemacht
d1259-T110,bin ich auch nochmal habe ich mich auch mal gemeldet
d1259-T1100,dann hat drei gehabt und der andere zwei irgendeiner hat
d1259-T1101,gesagt meine herren wir üben da
d1259-T1102,nicht am halbe sieben ist nachtessen und am viertel ab sieben
d1259-T1103,wieder angetreten im eckstehenicht wieder da nicht und
d1259-T1104,sind wir im eckstehene angetreten und hat es gesagt so jetzt gibt es vollpackung erstellen
d1259-T1105,was haben wir müssen machen überanziehen ist der kaputt holen und zwei einander helfen der
d1259-T1106,kaputt rolle nicht und dann dann und und
d1259-T1107,ja was ist gewesen um die halb nun umhin oder was ist dann
d1259-T1108,angetreten ein vollpackig im
d1259-T1109,helm karabiner und alles sichtiges
d1259-T111,und bin da am zobend noch ausgerückt
d1259-T1110,abmarschmässig ausgerüstet nicht und
d1259-T1111,dann nachher sind schon gan lugen ob alle riemlich schön
d1259-T1112,verschläuft seien das hat natürlich doch auch wieder nicht geklappt
d1259-T1113,nicht da hat man da etwas gefunden das ist das ist an der horen dahergeschleikt nicht
d1259-T1114,die leute haben können nicht
d1259-T1115,dann hat es geheissen so jetzt gibt es weiter aufhin wieder gan zimmerordnungen stellen und alles
d1259-T1116,dann am halbe zehn ist hauptverlesen
d1259-T1117,halbe zehn zehn haben wir müssen darinnen sein
d1259-T1118,und am zehn beim zimmerverlesen haben die kaputt müssen dort oben sie man hat müssen dann
d1259-T1119,dann tornister wieder auspacken und alles wieder schön
d1259-T112,bin gut auf unser wiese dann
d1259-T1120,blankung etwas traurigeres könne man sich nicht vorstellen nicht
d1259-T1122,jeder hat doch geflucht und hat einen groll gen nicht und
d1259-T1123,und so nicht und dann hat es dann
d1259-T1124,dann hat es dann am nachmittag
d1259-T1125,ist immer sport gewesen nicht
d1259-T1126,das ist dann gewesen ich vergesse nicht da haben sie
d1259-T1127,die militärforgan gehabt
d1259-T1128,und in den forgen innen hat man
d1259-T1129,die materialkisten hat es gen das sind so grosse kisten gewesen
d1259-T113,wie man da die sage ich und habe das müssen leeren jeder hat müssen lehren
d1259-T1130,einen meter zwanzig auf etwa achtzig hoch und
d1259-T1131,noch zwei so kisten darauf aufhin und dort haben wir nichts angehabt
d1259-T1132,das turnöslein und die turnschuhe keinen
d1259-T1133,keine hemd und keine bollo überhaupt nichts
d1259-T1134,bei zehn zwölf gerade unter null
d1259-T1135,haben wir müssen voraussen und alle die hechtrollen über
d1259-T1136,die hinteraches
d1259-T1137,ich ihnen sagen wie manchen das dort darüber inhin gekommen sind
d1259-T1138,ich habe das glück gehabt bin eben ein guten sportler gewesen bin was ich
d1259-T1139,aber ich habe ein mal zwei angehängt nicht
d1259-T114,dankeln un wetzen und gras meinen
d1259-T1140,das ist nicht bis an einem tag gewesen sondern das hat man das mehrmals
d1259-T1141,solche wo dann sind dann alle auf die kiste aufhingeheit
d1259-T1142,hat dann da alles abgeschabt gellen sie denn da blutet
d1259-T1143,und und und und nicht
d1259-T1146,wie man wie man umgegangen ist was man wie man ihm es gesagt hat und alles so nicht wahr
d1259-T1147,ich muss jetzt einfach sagen was geheissen hat
d1259-T1148,jetzt jetzt wird geseckelt bis euch der schweiss im arschloch gekocht
d1259-T1149,und solche sachen und solche ausdrücke haben wir
d1259-T115,und so und frucht sowieso hat man auch mit
d1259-T1150,das hat man dort gelehrt dass man aus dehen weg verzählt
d1259-T1151,sind haben dann die offiziere wo das gemacht haben auch so die eier bewunderat und auch so
d1259-T1153,das ist der ist vom sankt aller rheintal
d1259-T1154,von herbrücken ist er gewesen hat einen schönen namen
d1259-T1155,gehabt herr und von herbrücken sich er gewesen nicht
d1259-T1156,und dann hat man da sachen gemacht mit uns
d1259-T1157,wo richtiggenhaben
d1259-T1158,überfallartige sachen man hat zum beispiel amen morgen am
d1259-T1159,halbe elf oder so hat man einem dorf aussen
d1259-T116,dann sagen sie gemet da haben wir keinen
d1259-T1160,zwei drei in kirchenthurm aufhingejagt
d1259-T1161,sie haben müssen gan sturm leuten die haben müssen gan sturm leuten ab dem kirchenthurm abhin
d1259-T1162,nicht bis die bevölkerung verrückt geworden ist
d1259-T1163,oder wo die weinertal bahn gekommen ist
d1259-T1164,wo sie dort an einem ort heu presst haben haben sie ihre
d1259-T1165,noch den wagen müssen die widertal schnell vor die nase
d1259-T1166,der eine vollbremsung hat müssen machen und sottige sachen
d1259-T1167,hogenkreuzfahnen hat man gemacht und hat die aushingehängt und so
d1259-T1169,ich muss ihnen habe ihnen gesagt eines reinie eines
d1259-T117,medreschen gehabt nichts gekannt
d1259-T1171,das langt alles das wo ich sage ist reine wahrheit
d1259-T1172,das habe ich kameraden wo das mit mir da umeinander
d1259-T1173,mit mir den dienst gemacht haben und das erlebt haben
d1259-T1174,ob man das gerne will habe oder nicht vielleicht hat es leute wo das gehören
d1259-T1175,aber ich muss es sagen also es ist ein reine wahrheit
d1259-T1176,was sind denn die offizier nazifreundlich gewesen
d1259-T1178,so gewesen ich muss noch etwas noch nommenholen
d1259-T1179,am vierenddreissig fünfunddreissig
d1259-T118,das sind die zeiten gewesen wo halt einfach
d1259-T1180,das ist ja unsere armee amen rumpf gewesen das ist ja eine armee nichts gewesen
d1259-T1181,und dann wo man gesehen hat wie der hitler aufrüsten tut
d1259-T1182,dann sich aber noch gewesen bevor der hitler so alles
d1259-T1183,so fest im griff gehabt hat hat man
d1259-T1184,aus den preussischen armee hat man instruktoren geholt
d1259-T1185,das sind alle leute gewesen wo hauptmann maiorsgrad
d1259-T1186,gut und wir haben zu aarau oben
d1259-T1187,ein schulkommandanten gehabt einen herr schmidt mit
d1259-T1188,dort geschrieben das ist einer wo hochdeutsch mit
d1259-T1189,uns verkehrt hat
d1259-T119,einen arm
d1259-T1190,das ist dann der gewesen der regimentskommandanten
d1259-T1191,von dem rekruteregiment
d1259-T1192,das ist die rekrutenschule gewesen von liestal
d1259-T1193,die rekrutenschule von aarau und die rekrutenschule von
