Filename,Transcript
d1244_1-TLI_1,könnten sie sich gerade alles erst einmal vorstellen
d1244_1-TLI_10,er hat teilgenommen am generalstreik ist nachanhin
d1244_1-TLI_100,sie wollen immer alles besser wissen
d1244_1-TLI_101,immer höhere forderungen stellen wo nicht
d1244_1-TLI_102,erfüllbar nicht erfüllbar seien
d1244_1-TLI_103,und
d1244_1-TLI_104,mein weg dann zu kommunisten ist kurz gesagt so gewesen
d1244_1-TLI_105,dass ich
d1244_1-TLI_106,dann in der jugend sehr aktiv mitgemacht habe bei
d1244_1-TLI_107,propagandachef worden und habe
d1244_1-TLI_108,ja vortrag gehalten viel vortrag auch
d1244_1-TLI_109,mitgemacht und
d1244_1-TLI_11,durch den generalstreik ist er in die arbeiterkommission von der lokomotivfabrik
d1244_1-TLI_110,dann im sechsundreissig
d1244_1-TLI_111,ist der spanische bürgerkrieg ausgebrochen
d1244_1-TLI_112,das haben wir sehr sehr heftig daran teilgenommen
d1244_1-TLI_113,wir haben in der jugend haben wir dann zum teil
d1244_1-TLI_114,aus deutschland haben wir
d1244_1-TLI_115,eine emigranten gehabt bei uns
d1244_1-TLI_116,wo immer gekommen ist ein gescheiter kerlich
d1244_1-TLI_117,dann ist hat gesagt ich bin weder
d1244_1-TLI_118,bin kommunist dann hat mir schwer imponiert
d1244_1-TLI_119,dann haben wir aber auch zwei österreicher gehabt und die haben hauptsächlich
d1244_1-TLI_12,winterthur gewählt worden wo
d1244_1-TLI_120,haben die geschafft früher in den grossen
d1244_1-TLI_121,kindererziehungsbewegung roten falken nicht wahr von wien
d1244_1-TLI_122,und auch mit denen haben wir sehr viele sehr heftige diskussionen natürlich gehabt und viel viel gelehrt also
d1244_1-TLI_123,und
d1244_1-TLI_124,was ist denn das gewesen was sie von der kommunisten damals schon gelernt haben wo sie gesagt haben
d1244_1-TLI_125,ja das ist von dem deutschen kommunist dann hat mir hauptsächlich imponiert durchhin unglaublich gute sichere
d1244_1-TLI_126,analäuse von der zustand warum das der hitler an die macht gekommen ist habe
d1244_1-TLI_127,und auch was passiert ist ich dann hat auch sachen verzählt eben aus dem
d1244_1-TLI_128,freund von ihm
d1244_1-TLI_129,ist hat können fliehen aus dem konzentrazioonslaager dachau
d1244_1-TLI_13,lock hat man nur gesagt in der loki habe
d1244_1-TLI_130,und dann haben das haben sie da gefoltert
d1244_1-TLI_131,das hat mir eben schon dort habe ich dann gemerkt dass
d1244_1-TLI_132,kommunisten eigentlich die gewesen sind wo
