Filename,Transcript
d1082_2-TLI_0,also er hat aber immer wieder ein klein können schaffen
d1082_2-TLI_1,also so einer ist allmal noch
d1082_2-TLI_10,und das ist die zeit gewesen
d1082_2-TLI_101,kann ich weiterreden
d1082_2-TLI_102,es hat sogar noch
d1082_2-TLI_103,bekannte gegeben in unserer umgebung
d1082_2-TLI_104,wo wir gewohnt haben wo es noch schwerer gehabt haben alles meine mutter
d1082_2-TLI_105,wo noch eine arbeitslosen mann gehabt haben
d1082_2-TLI_106,und und vielleicht drei kinder
d1082_2-TLI_107,die haben das noch schwerer gehabt
d1082_2-TLI_108,hat ihre mutter noch ein zweites mal geheiratet
d1082_2-TLI_109,nein nein sie hat nicht mehr geheiratet
d1082_2-TLI_110,sie ist ihre mutter dann auch
d1082_2-TLI_111,ja politisch engagiert gewesen in der arbeiterbewegung
d1082_2-TLI_112,oder ihre geschwister aufgerund jetzt von ihrem schicksal
d1082_2-TLI_113,also also von meinem halbbruder
d1082_2-TLI_114,weiss ich dass er auch bei den roten falken gewesen ist
d1082_2-TLI_115,was heisst auch
d1082_2-TLI_116,ja wie ich also
d1082_2-TLI_117,ich später natürlich dann in der also anfangs vierzigerjahren
d1082_2-TLI_118,und er natürlich viel früher wo sie im entstehe gewesen ist
d1082_2-TLI_119,es ist ihm in den zwanzigerjahren im entstehe gewesen
d1082_2-TLI_12,nein also er ist dann
d1082_2-TLI_120,können sie etwas über die roten falken verzählen
d1082_2-TLI_122,es ist so gewesen
d1082_2-TLI_123,das ich eigentlich in meinem leben
d1082_2-TLI_124,also in meiner jugend zum beispiel
d1082_2-TLI_125,in der kirche ist es mir immer grauenhaft langweilig gewesen
d1082_2-TLI_126,und das ist etwas gewesen wo ich gefunden habe mit dem kann ich überhaupt gar nichts anfangen
d1082_2-TLI_127,und dann
d1082_2-TLI_128,bin ich ungefähr in der sechsten klasse
d1082_2-TLI_129,bin ich gewesen ich könnte das nicht mehr genau sagen
d1082_2-TLI_13,mehrere mal im spital gewesen
d1082_2-TLI_130,hat mich eine schulkollegin einmal mitgenommen zu den roten falken
d1082_2-TLI_131,und dann sind
d1082_2-TLI_132,das ist ungefähr neunzehnhunderteinundvierzig gewesen so
d1082_2-TLI_133,und dann habe ich habe ich die lieder gehört wo man da gesungen haben
d1082_2-TLI_134,und dann habe ich gefunden das ist es das ist eine initialzündung gewesen
d1082_2-TLI_135,das ist es jetzt genau das ist das wo mir fehlt
d1082_2-TLI_136,und dann meine mutter hat noch gefunden
d1082_2-TLI_137,wohl das sei eigentlich noch eine gute sache also sie hat dann
d1082_2-TLI_138,das befeuerwartet das hat sie
d1082_2-TLI_139,sie ist zwar nicht politisch aber sie ist im fallbehehensos-dor gewesen
d1082_2-TLI_14,und der arzt haben einfach gemerkt dass sie einem nicht mehr können helfen
d1082_2-TLI_140,und am ersten mai mitgelaufen und also aber sonst politisch sie hat
d1082_2-TLI_141,also sie hat wirklich sozusagen keine zeit gehabt
d1082_2-TLI_142,und auch auch gar keine vorbildung
d1082_2-TLI_143,also überhaupt nicht ja
d1082_2-TLI_145,institution gewesen
d1082_2-TLI_146,es ist tragen gewesen ist es von den soziaaldemokraatische partei
d1082_2-TLI_147,aber wir haben natürlich auch kommunistische lieder gesungen
d1082_2-TLI_148,und es hat auch
d1082_2-TLI_149,kommunistische einfluss gewesen und wir sind ganz nach
d1082_2-TLI_15,das blut ist nicht mehr gut gewesen
d1082_2-TLI_150,russland ausgerichtet gewesen
d1082_2-TLI_151,obwohl ja die zeit gewesen ist von denen amerikanis ein eigentlich
d1082_2-TLI_152,also schon und von man ist eigentlich nicht gerade
d1082_2-TLI_153,ja also beliebt nicht beliebt es ist
d1082_2-TLI_154,das ist unpassend gewesen dann
d1082_2-TLI_155,meistens von den roten falken
d1082_2-TLI_156,es ist etwas gewesen wo nicht so in die zeit gepasst hat
d1082_2-TLI_157,in in der schweiz ist man ja das ziemlich nazifreundlich gewesen
d1082_2-TLI_158,so in der anfangs von der vierzigerjahren
d1082_2-TLI_159,was haben sie genau an denen veranstaltungen gemacht
d1082_2-TLI_16,und es ist dann auf die lebern gegangen und
d1082_2-TLI_160,an denen veranstaltungen
d1082_2-TLI_161,da haben wir
d1082_2-TLI_162,ja wir haben so veranstaltungen gehabt zum beispiel im volkshaus
d1082_2-TLI_163,und dann sind volkstänze getanzt worden
d1082_2-TLI_164,man haben auch kleine schauspiel aufgeführt
d1082_2-TLI_165,und wir haben natürlich eben die politischer lieder gesungen
d1082_2-TLI_166,man haben auch an veranstaltungen von den soziaaldemokraatische partei sind wir zuerst
d1082_2-TLI_167,kommen und haben so ein lied gesungen
d1082_2-TLI_168,und wir haben auch man haben natürlich eben die roten
d1082_2-TLI_169,kampftüchlein gehabt wir sind am ersten mai zu vorderst mitgelaufen
d1082_2-TLI_17,also wo man ein seziert hat ist das leberei und magenkrebs gewesen
d1082_2-TLI_170,wir haben die sturmfahnen gehabt
d1082_2-TLI_171,und wir haben also
d1082_2-TLI_172,ich habe ja dass da geschrieben wo wo wo mich
d1082_2-TLI_173,wo ich befragt worden bin
d1082_2-TLI_174,also es sind aber keine uniformen gewesen von den roten falken
d1082_2-TLI_175,es ist es blau hemd gewesen also wie wie die arbeiter das gehabt haben
d1082_2-TLI_176,keine abzeichen keine herarten
d1082_2-TLI_177,kein einzelkämpfertum
d1082_2-TLI_178,man hat sich wollen abheben von den übrigen
d1082_2-TLI_179,politisch angehauchten jugendorganisationen zum beispiel der pfadfinder
d1082_2-TLI_18,und an dem ist er gestorben und dort hat man anscheinander zu selbiger zeit
d1082_2-TLI_180,wie sind dann die pfadfinder politisch angehaucht gewesen dass
d1082_2-TLI_182,also die pfadfinder haben eine totale herarten gehabt
d1082_2-TLI_183,also wir haben das zwar auch ein klein
d1082_2-TLI_184,man haben auch ein klein leichte herarten gehabt zum beispiel hat es gegeben nestfalken
d1082_2-TLI_185,jungefalken rotfalken sturmfalken
d1082_2-TLI_186,ab wann hat man können eingetreten
d1082_2-TLI_187,ja das haben wir schon
d1082_2-TLI_188,das haben wir schon vierjährige gehabt
d1082_2-TLI_189,also wo man einfach mitgezogen haben
d1082_2-TLI_19,ja er ist auch fast wie verhungert
d1082_2-TLI_190,und dann haben wir unser haus gehabt
d1082_2-TLI_191,das ist das möslein gewesen
d1082_2-TLI_192,wo ist das gestanden
d1082_2-TLI_193,das steht heute noch
d1082_2-TLI_194,und das das ist
d1082_2-TLI_195,in der bucheneck
d1082_2-TLI_196,und dort haben wir unsere
d1082_2-TLI_197,ja unsere wochenende gehabt
d1082_2-TLI_198,und haben selber gekocht
d1082_2-TLI_199,und das ist was natürlich ganz grossartig gewesen ist
d1082_2-TLI_2,froh gewesen dass er arbeitslos gewesen ist
d1082_2-TLI_20,er hat auch auch fast nichts mehr gegessen
d1082_2-TLI_200,buben und mädchen sind nicht getrennt gewesen
d1082_2-TLI_201,haben auch nicht auch nicht getrennt geschlafen
d1082_2-TLI_202,also mehr haben schon einen blauen saal gehabt und einen roten
d1082_2-TLI_203,aber man hat eineinlich im gleichen saal geschlafen
d1082_2-TLI_204,und unser inspirator
d1082_2-TLI_205,oder spiritus rektor das ist dann gerhold meier gewesen einen lehrer
d1082_2-TLI_206,und wir haben
d1082_2-TLI_207,dort in der umgebung
d1082_2-TLI_208,haben wir dann auch voraussen kochstellen gebaut
d1082_2-TLI_209,die mädelein haben auch dürfen kochstelle bauen und für machen
d1082_2-TLI_21,und ich weiss nur dass er daheim gestorben ist
d1082_2-TLI_210,und man haben dürfen morgen
d1082_2-TLI_211,man hat dürfen an der sportveranstaltungen
d1082_2-TLI_212,genau gleich mitmachen
d1082_2-TLI_213,die buben haben aber auch müssen kochen und putzen
d1082_2-TLI_214,es ist ganz alle haben das gleiche gemacht
d1082_2-TLI_215,gleichstellung und
d1082_2-TLI_216,man hat auch miteinander geduscht
d1082_2-TLI_217,also die buben und die mädchen und einen freien körper immer freien
d1082_2-TLI_218,einen freien geist in einem freien körper
d1082_2-TLI_219,und ich also dann gerhold meier ist zugleich noch
d1082_2-TLI_22,mögen sie sich noch an sein tod erinnern
d1082_2-TLI_220,er ist ein lehrer gewesen und zugleich noch heilpädagoge
d1082_2-TLI_221,ich habe grossartige erinnerungen an der mann
d1082_2-TLI_222,und dann ist uns auch eingescherft worden
d1082_2-TLI_223,die sorgfaltspflicht man geht mit allem ganz sorgfältig um
d1082_2-TLI_224,und die natur und die tiere das ist gleichwertig wie der mensch
d1082_2-TLI_225,es ist also nicht so dass wir
d1082_2-TLI_226,die krone der schöpfung sind so in dem stil
d1082_2-TLI_227,und da
d1082_2-TLI_228,das sind die gebolten das ist da
d1082_2-TLI_229,die falkengeboten
d1082_2-TLI_23,ja ich mag mich auch sein tod erinnern
d1082_2-TLI_230,also wir haben gehabt der roten falken ist ein freund und schützer der natur
d1082_2-TLI_231,wo noch praktisch kein mensch von naturschutz geredet hat
d1082_2-TLI_232,das ist das und also dass
d1082_2-TLI_233,das haus das möslein das ist
d1082_2-TLI_234,als fronarbeit gebaut worden
d1082_2-TLI_235,das ist neunzehnhunderteinunddreissig ist es fertig gebaut gewesen oder neunzehnhundertzweiunddreissig
d1082_2-TLI_236,das ist von eben von arbeitslosen ist das gebaut worden
d1082_2-TLI_237,und ich weiss das eben mein halbbruder
d1082_2-TLI_238,auch mitgebaut hat auch so häuser auch naturfreundehäuser
d1082_2-TLI_239,das ist so ist das ist das gebaut worden
d1082_2-TLI_24,also drei wochen
d1082_2-TLI_240,es hat auch viel arbeitslose lehrer gehabt in der zeit
