Filename,Transcript
d1055-T10,der vater ist modellschreiner gewesen und hat beider escherweise geschafft
d1055-T100,gehabt und habe mich so dort schon angefangen verteufen so
d1055-T1000,das ist mir dann würste gewesen wegenden kultur
d1055-T1001,aber ist doch dann die art von ansage und so
d1055-T1002,oder der ton hat dann schon klein anders
d1055-T1003,als wenn da irgend also auch marschmusik von der waffenesses da
d1055-T1004,geschmeterat hat am radio in ist dann schon an auch klein an stil gewesen
d1055-T1005,wo man ein klein besser gepasst hat
d1055-T1006,wie der gellen miller gekommen ist aber es hat das also
d1055-T1008,haben sie auch selber
d1055-T1009,mmusik gemacht oder
d1055-T101,das sind einlich so klein meine vorliebenen gewesen
d1055-T1010,ja aber bei nicht begabt gewesen also ich habe ich habe müssen der vater hat einfach wollen dass ich klavier spielen
d1055-T1011,aber das ist nicht es ist nicht gut
d1055-T1012,ja also also also
d1055-T1013,paar schlager habe ich dort also
d1055-T1014,zweg bracht und ein klein buche wage
d1055-T1015,hinter dem mond und so
d1055-T1016,bela mich und eben die schlager von damals nicht aber es ist also
d1055-T1017,ich habe es gemacht am vater zu lieben weil er hat das
d1055-T1018,der freude gehabt dass ich klavier spielen und dann
d1055-T102,meine mutter hat oft gesagt ich sei ein buecherwurm
d1055-T1020,wie sie sie haben
d1055-T1021,schluss gegen kriegsende
d1055-T1022,sind ja dann auch km
d1055-T1023,oder vor allem nachaben krieg sind tscheieines in die schweiz kommen
d1055-T1024,haben sie persönliche begegnung auch gehabt
d1055-T1026,bin ich dann nachgerannt
d1055-T1027,oder und habe dann
d1055-T1028,wie es also sind oder die haben dann gerne mit einem plauderat und dann
d1055-T1029,haben wir mit denen
d1055-T103,ich soll mehr sport treiben und so
d1055-T1030,ich habe das hauptsächlich gemacht zum mein englisch
d1055-T1031,auch klein uneben und dann
d1055-T1032,ja und da sind das doch dann nachanhin die sender und die befreier gewesen
d1055-T1033,da hat man doch gerne mitein ne geredet das ist
d1055-T1034,das ist noch glatt gewesen
d1055-T1036,und es hat auch etwas abgeworfen meistens oder
d1055-T1037,in naturalien
d1055-T1038,ja dort also ich meine gut also
d1055-T1039,etwa auch cabel oder auch löchistreig haben sie einem geben aber aber aber
d1055-T104,das sind vielleicht die vorliebenen gewesen und natürlich gan spielen
d1055-T1040,oder einen kaugummi aber oder gerade so
d1055-T1041,sind schon gut gehalten gewesen
d1055-T1042,der vater ist ammel blassen worden vor nicht wenn er
