Filename,Transcript
d1188-T10,neunzehnhundertsechzehn
d1188-T100,und es ist sehr oft vorgekommen
d1188-T1000,richtige soldaten
d1188-T1001,und die wege haben alle keine anhänger gehabt
d1188-T1004,und zum guten glück ist mein kommandanten
d1188-T1005,instruktor gewesen in thun wie ist eine gesagt habe
d1188-T1006,und hat gewusst da oben sind noch
d1188-T1007,in thun sind noch
d1188-T1008,irgendwo imann hingegeben
d1188-T1009,ein paar hundert hägegeben wo man kann es machen
d1188-T101,dass ich die mappe getragen habe
d1188-T1010,damit man kann die laster zehn also
d1188-T1011,wenn das nicht zufälligerweise ein instruktor gewesen wäre
d1188-T1012,dann wäre die einheit niemals am zweiten tag mobil gewesen
d1188-T1013,ist das schlechte organisation gewesen
d1188-T1014,das ist auch mangelhafte organisation gewesen
d1188-T1015,man hat nicht daran gedacht
d1188-T1016,dass man die wegen nicht nur mobilisieren muss
d1188-T1017,sondern man hätte auch noch sollen
d1188-T1018,sie verprlichten dass sie mitemann anhänger kommen
d1188-T1019,mitemann anhängerhagegeben
d1188-T102,vom
d1188-T1020,kommen dass man eine anhänger kann daran machen
d1188-T1021,haben sie das gefühl gehabt dass die verantwortliche überrascht worden sind vom kriegsausbruch
d1188-T1022,ich weiss es nicht ob sie überrascht worden sind aber ich will sagen
d1188-T1023,das sind sache wo nicht hätten sollen passieren
d1188-T1024,hkm
d1188-T1025,und sonst punkto ausrüstung persöhnleche ausrüstung
d1188-T1026,ja die ist gut gewesen sie persönliche ausrüstung mann haben an unsere haben unsere karabiner gehabt
d1188-T1027,wann haben
d1188-T1028,bekleidung ist auch in der ordnung gewesen
d1188-T103,von eine jüdische mitschüler
d1188-T1030,gesundheit
d1188-T1031,merci
d1188-T1032,wann haben
d1188-T1033,gut die die die die uniformen wo man gehabt haben die sind innen ja bekannt
d1188-T1034,die sind sehr schwammung gewesen
d1188-T1035,und ausgesehen hat das auch nicht gerade attraktiv
d1188-T1036,aber es hat für das wo das meinen sie braucht hat hat das gelangt
d1188-T1037,und für verpflegung haben sie ja selber können sagen
d1188-T1038,für verpflegung habe ich miesen besorgt sein und da habe ich versucht das maximum heranzubringen
d1188-T104,weil er sie nicht hat getragen dürfen
d1188-T1040,stimmt dass dass die soldaten besser ernährt gewesen sind alle zivilbevölkerung
d1188-T1041,ich will sagen fast ja
d1188-T1042,will sagen fast ja
d1188-T1043,ich habe daheim auch mit vier personen
d1188-T1044,einem haushalt
d1188-T1045,und noch einen hat müssen seine karte wechselein
d1188-T1046,wie er auf die reise gegangen ist
d1188-T1047,ich selber
d1188-T1048,habe meine karten muessen wechselen wir sind also knapp gewesen
d1188-T1049,und ich geben ohne weiteres zur das ich mit aben
d1188-T1050,mit am reisen auch noch ein bisslein
d1188-T1051,butter und
d1188-T1052,sonige sache mit heimgebracht habe
d1188-T1054,wir sind das das ist knapp durchgegangen
d1188-T1055,man hat keine hunger gelitten aber es ist knapp durchgegangen
d1188-T1056,hat sie dann im militär butter und einer und sonige sache gegeben
d1188-T1057,im militär haben sie können kaufen was sie haben wollen
d1188-T1058,sie haben vorschriften gehabt das sind die fouriervorschriften gewesen die verpflegungsvorschriften
