Filename,Transcript
d1189-T10,also erstens einmal hat man es im vierzehnten jahrhundert
d1189-T100,brav klvierstunde gehabt
d1189-T1000,glaube es nicht nein
d1189-T1001,beiz nicht irgendwie im kantonnement oder
d1189-T1003,dann hat dann kann mit euch jemals
d1189-T1004,geredet oder der zugführer zum euch informieren
d1189-T1006,dann das sind denn nicht im sinn
d1189-T1007,von einer von salis
d1189-T1008,grosse überblick gewesen sondern
d1189-T1009,das sind dann schon mehr befehl gewesen
d1189-T101,ich bin immer einen stümper bleiben habe aber
d1189-T1010,aha
d1189-T1011,wenig hat man uns dort durch
d1189-T1012,beim beim frei beim oskar frei ist dann vorgekommen
d1189-T1013,bald nachher dass er zum beispiel
d1189-T1014,separat
d1189-T1015,über seinen nachrichtenoffizier zum beispiel gesagt hat wenn dann
d1189-T1016,bundesrat und dann general gekippt
d1189-T1017,dann kämpfe ich weiter
d1189-T1018,hat er zur
d1189-T102,grosse freude gehabt es klavier
d1189-T1020,gehört
d1189-T1021,ja das weiss ich nicht
d1189-T1022,aber haben sie damals überhaupt etwas mitübergekommen von der
d1189-T1024,nicht nicht in dem titel
d1189-T1025,aber man hat einfach natürlich für die selbe typen
d1189-T1026,das habe ich natürlich erst gehört wo ich
d1189-T1027,ich bin ja erst im einundvierzig frühling
d1189-T1028,zu dem infanterie regiment gestossen
d1189-T1029,und das hat ja voranen schon
d1189-T103,spielt heute noch eine rolle jetzt wird das schwer will ich es nicht auch gut gesehen
d1189-T1031,das hat nicht für die truppe
d1189-T1032,eine enormen eindruck gemacht
d1189-T1033,wenn der oberst gesagt also
d1189-T1034,wir machen dann das nicht mit wenn das
d1189-T1035,ja
d1189-T1036,und mann wer an fähig gewesen
d1189-T1037,nach dem zehnten mai sind sie dann lange im
d1189-T1038,nein gar nicht
d1189-T1039,und dann nach vier wochen hat mir uns wieder heim geschickt
d1189-T1040,und wieder tiefsten frieden daheim
d1189-T1041,und dann ist natürlich schlag auf schlag kommen das ist ja das alles
d1189-T1042,ja nein es ist keinen monat gewesen dann ist
d1189-T1043,ja ich könnt lugen im buechlein
d1189-T1044,also kurze zeit sind wir wieder entlassen worden
d1189-T1045,und dann hat ja ist ja die idee gewesen
d1189-T1046,ja jetzt ist frankreich hat kapituliert
d1189-T1047,england tut sich da noch so klein
d1189-T1048,am profilieren so gut es geht
d1189-T1049,eigentlich ist ja dann krieg fertig
d1189-T105,das ganz gross hobbei ist es weggenommen gewesen
d1189-T1050,und die deutsche hätten erwarten dass wir demobilisieren
d1189-T1051,und das hat man dann aber eben nicht gemacht
d1189-T1052,und die deutschen das sage ich jetzt von
d1189-T1053,später haben wahrscheinlich
d1189-T1054,immer schon das gefühl gehabt dass sie das
d1189-T1055,beste geschäft machen mit erben
d1189-T1056,schweiz mit amenen
d1189-T1057,knarrende
d1189-T1058,aber doch ziemlich willige bundesrat
d1189-T1059,mit meine feige guisõ
d1189-T106,das ist meine welt gewesen
d1189-T1060,das hat man gewusst dass der gut ist
d1189-T1061,und ere armee wo mindestens in der lage wäre die schweiz
d1189-T1062,zu also
d1189-T1063,durchhetzbringen also einfach das ordnung
d1189-T1064,im fadetzeinlein herrschen
d1189-T1065,aber man hat einem vierzig ja dann doch demobilisiert
d1189-T1066,ja und ja das ist dann eben so
d1189-T1067,wahrscheinlich auch an meinschrechnung gewesen eigentlich
d1189-T1068,könnt man alle heimschicken
d1189-T1069,und auf der anderen seite ist dann kriegen doch nicht ganz fertig gewesen dann ist ja dann
d1189-T107,ich habe kein kindergarten gebraucht keinen sonntagsschule aber auch wirklich gar nichts ich
d1189-T1070,die luftschlacht um england
d1189-T1071,in die die höhe gegangen
d1189-T1072,und durch
d1189-T1073,und dann ist dann rüttlein rapport
d1189-T1075,nein
d1189-T1076,vierzig ist es gewesen
d1189-T1077,und dann ist
d1189-T1078,und dann dann guisõ hat dann praktisch
d1189-T1079,dort ein reduit
d1189-T108,bei da voll darinnen gewesen
d1189-T1080,wobei das schon lange vorher
d1189-T1081,hat das schon übrigens ist das einen ding gewesen
d1189-T1082,einen oberst germann
d1189-T1083,strafrechtsprofesser in basel
d1189-T1084,der hat die ganze reduit geschichte
d1189-T1085,programmiert
d1189-T1086,im auftrag vom general nur zum hah nebenat innen
d1189-T1087,dann rüttleinrapport ist ja gekommen
d1189-T1088,noch deren berühmten erst august rede
d1189-T1089,ja das weiss ich nicht auch so sicher also
d1189-T109,an auch wahrscheinlich viel gelehrt dabei
d1189-T1090,das hat man nur so vielleicht auch klein gesagt
d1189-T1091,sie das nicht gehört also
d1189-T1094,französisch
d1189-T1097,völlig apolitisch gelebt
d1189-T1099,abor vom rüttleinrapport haben sie
d1189-T11,ja verbrannt und vertrieben
d1189-T110,und die schule ist für mich eine furchtbare störung gewesen
d1189-T1101,gewusst und man hat auch klein gelächelt dass man gesagt hat wer tut die ganze
d1189-T1102,armee auf das gleich dampfschiff
d1189-T1104,bollen belein wer sie wäre die ganze leitung
d1189-T1105,zum teufel also das ist eigentlich verrückt gewesen
d1189-T1106,aber wahrscheinlich haben
d1189-T1107,wahrscheinlich haben die gewusst
d1189-T1108,dass das von der deutschen akzeptiert
d1189-T1109,ich glaube die haben viel viel mehr gewusst als meiner heute
d1189-T111,ich bin habe den ganzen tag gebrüelat wo ich in die   schulbesen und
d1189-T1111,demobilisieren ich daran
d1189-T1112,kritischen zeit das haben sie wahrscheinlich
d1189-T1113,sogar als als angenehm
d1189-T1115,ich sagen da eines wort
d1189-T1116,auch verschissene situation gewesen habe
d1189-T1117,und
d1189-T1118,woben wann hat einfach und jetzt habe und noch hat es geheissen ja
d1189-T1119,weiterleben
d1189-T112,nur in der primarschul oder sind sie später auch ungern
d1189-T1120,und dann hat es ha wundervolle episoden
d1189-T1121,haben wir bei diesen zofinger
d1189-T1122,dann gottfried duttweiler wo damals ja noch einen jungen mann also relativ jung
d1189-T1123,hat man eingeladen zur einen vortrag
d1189-T1124,und habe natuche habe ich keines
d1189-T1125,video und kein protokoll
d1189-T1126,aber im kopf habe ich noch ungefähr die quintessenz
d1189-T1127,die schwabe sollen nur kommen
d1189-T1128,wir geschäften dann schon mit denen
d1189-T1129,also geschicht wie die sind wir dann auch noch
d1189-T113,in die schule gegangen
d1189-T1130,und das hat ja der duttweiler auch gemacht
d1189-T1131,und hat das auch können
d1189-T1133,und das ist wahrscheinlich hat der gesagt
d1189-T1134,was unsere industrie heute und die
d1189-T1135,banken alle auch gedacht haben aber sie haben das nicht so laut gesagt
d1189-T1136,dann geschäften wir halt mit denen
d1189-T1137,aber einfall
d1189-T1138,es hat ja keine andere wahl geben mann hat ja nur noch können
d1189-T1139,ein heldatum mit ekla auch
d1189-T114,dann ist der existenzkampf
d1189-T1140,als alternativen darstelle habe
d1189-T1141,und dann ist es halt also vebrösmalat weitergegangen
d1189-T1142,und das weiss ich noch
d1189-T1143,für die schweiz im moment eine grosse schnaufen
d1189-T1144,im einundvierzig wo es nach russland losgegangen ist
d1189-T1145,mh
d1189-T1146,haben sie irgend eine finanzielle inbusse gespürt
d1189-T1147,weil sie so lange haben miesen im dienst
d1189-T1148,sie oder
d1189-T1149,sie haben ja einnehmen wegen studiert also sie
d1189-T115,also nur nobel geschwind wegen der primarschule das
d1189-T1151,abhängig gewesen von
d1189-T1153,aha also das muss ich jetzt aufpassen ich glaube im einundvierzig
d1189-T1154,ist
d1189-T1156,eingeführt worden
d1189-T1157,als grosse gell
d1189-T1158,gegenüber am ersten kriegen wo das nicht gewesen ist und wo wahrscheinlich
d1189-T1159,der generalstreik geholfen hat auslösen weil die leute
d1189-T1160,tatsächlich fast verhungerat
d1189-T1162,auch ist das hat man dem die spitze genommen
d1189-T1163,ich
d1189-T1164,ich es ich sage ich habe mich nicht
d1189-T1165,gekümmert um das direkt
d1189-T1166,ich habe einfach gespürt dass mein vater ja wahrscheinlich
d1189-T1167,in deren firma kann bleiben und dass die firma gibt aber ich habe mir nicht grosse gedanken gemacht
d1189-T1168,habe noch mich furchtbar gergerat wo ich habe miesen
d1189-T1169,steuere zahlen dreiavierzig franken neunzig
d1189-T117,grässlich gewesen im grunde genommen  haben
d1189-T1170,anwartschafts wissen sie auch
d1189-T1171,die möglichen anwartschaft dass ich von meinem vater ein klein etwas geerbt hätte
d1189-T1172,habe ich müsse versteuerben im militär das hat mich
d1189-T1173,galgeverrückt gemacht
d1189-T1174,auch in deren situation aber das ist
d1189-T1175,hat ihre mutter angst gehabt um sein wenn sie im dienst gewesen sind
d1189-T1176,weiss es nicht wahrscheinlich schon ha
d1189-T1177,haben sie sich können melder zwischen innen also man hat
d1189-T1179,telefon gehabt oder so oder hat mein geschrieben eher
d1189-T118,jeden tag hat das auf die finger geben mit an morror
d1189-T1181,und dann müssen sie auch sagen meine ich bin eben halt
d1189-T1182,gleich wieder heim gekommen
d1189-T1184,also einmal weiss ich im
d1189-T1185,ist etwa im einundvierzig gewesen
d1189-T1186,wo mein vater mich besucht und meine cousinen wo dann gerade
d1189-T1187,ihre vater verloren hat das ist mm da
d1189-T1188,in tiefe
d1189-T1189,das gewesen das weiss ich noch dass man das mal die ältere aufgerückt sind oder
d1189-T119,und wenn ich mir überleg warum ist es wahrsche euch wegen ungenügend gewesen
d1189-T1190,einfach etwer von daheim sonst habe ich
d1189-T1191,dann kontakt mit daheim gehabt und dann bist es waschsäcklein das ist die grossen verbindung gewesen
d1189-T1192,mit dem schoggiedingen wo es noch vielleicht geben hat darinnen
d1189-T1193,wenn es wieder sauber ume gekommen ist
d1189-T1194,mh
d1189-T1195,das hat etwa die deutsch armee hat ja zum beispiel
d1189-T1196,immer auf eigenen dinge gelebt also die haben auch ihre
d1189-T1197,kriegswäschereien gehabt die haben
d1189-T1198,zuhause nichts braucht dafür haben sie dann zum beispiel
d1189-T1199,haben wenn sie eines also in ein dorf kontament
d1189-T120,man ist nicht böse gewesen man ist nicht frech gewesen das ist
d1189-T1200,hat die bevölkerung ohne mauerren müssen zahlen für die armee
d1189-T1201,und die schweiz hat natürlich immer zahlt das ist
d1189-T1202,die fourieraufgabe gewesen mit denen beizen abzurechnen und
d1189-T1203,ja und dort noch etwas also also
d1189-T1204,ich bin ja viel im luzerneste gewesen
d1189-T1205,auch im den wk noch
d1189-T1206,und auch nachher also baselland dort
d1189-T1207,die bevölkerung wahnsinnig
d1189-T1208,geduldsam und
d1189-T1209,und liebenswürdig mit uns
d1189-T121,einfach völlig sinnlos gewesen
d1189-T1210,man hat eigentlich nienen
d1189-T1211,peinliche situationen erlebt
d1189-T1212,ist ihre schwester irgendwie wohl mit der enfaben in berührung
d1189-T1214,freunde auch freundin von meiner
d1189-T1215,auch damalige
d1189-T1216,die ist dort im die hat allweg glaube
d1189-T1217,töfen aufen knopf drucken wenn die sirenen geläute  auch
d1189-T1218,blasen haben zu nacht in basel das
d1189-T122,und das im reichen bestaluzzis
d1189-T1220,sie haben gesagt man hat gewusst dass er die armee
d1189-T1221,die schweiz noch würde einigermassen haben
d1189-T1222,wie haben denn sie als sanitätzkorporal
d1189-T1223,auch dann ausrüstungszustand der ausbildungszustand
d1189-T1224,beurteilt sie haben ja
d1189-T1226,da muss ich halt auch sagen mann hat sich nicht
d1189-T1227,so viel gedanken gemacht man hat ja natürlich auch
d1189-T1228,ich weiss noch ich habe einen freund gehabt
d1189-T1229,ein sporterr zahnarztprofesser der hat einmal die schönen satz gesagt
d1189-T123,und in deren humanistische stadts  eigentlich ein schandfleck
d1189-T1230,wo eigenen flugzeugen fehlen werden sie ersetzt durch männerskraft
d1189-T1231,das ist natürlich das ist die stimmung gewesen mann hat eigentlich wissen sie die basel fasnacht
d1189-T1232,zenischen mann hat sich so mann hat im grunde chat über unsere tragbar und alles
d1189-T1233,aber gell das hast halt nichts besser nicht jetzt sind wir halt das und fertig habe
d1189-T1234,mh
d1189-T1235,aber jetzt weiss ich natürlich dass wir
d1189-T1236,ziemlich unter unter dem strich gewesen sind in der ausrüstung
d1189-T1237,in der stimmung müsste man sagen
d1189-T1238,verhältnismässig gut
d1189-T1239,also überhaupt das wort defätismus
d1189-T1240,hätte ich nie erlebt und
d1189-T1241,gerade in dem thema die berühmte geschichte vom heldatum
d1189-T1242,das hat das schon geben aber nicht in der armee
d1189-T1243,ausser bei den flieger wo dort einmal ein paar schwaben abhingehohlt haben
d1189-T1244,hat ja das haldatum haben die frau
d1189-T1245,landwirtschaft industrie und
d1189-T1246,alle mannen über fünfzig wo gekrampft haben
d1189-T1247,und irrsinnig und das ist auch etwas wo die herren amerikaner nie begriffen haben dass wir dort
d1189-T1248,wirklich dreckig haben müssen krampfen
d1189-T1249,nicht wir soldaten aber die die wo daheim gewesen sind und
d1189-T125,später sind sie denn ins
d1189-T1250,die meinen immer noch meiner haben da nicht goldgeschäft herrlich und in freuden gelebt
d1189-T1251,das das hat mich dann ehrlich verrückt gemacht das ist eine saubande
d1189-T1252,wo natürlich sie haben das halt auch nicht gewusst habe
d1189-T1253,weiss nicht wie sie darüber denken
d1189-T1254,wenn es
d1189-T1255,das zurufen zur umkehr zu bewegen
d1189-T1256,hat natürlich dann wo der befehl geschrieben hat genau gewusst was das für einen unsinn ist
d1189-T1257,aber hat dann müssen warten finden
d1189-T1258,um der befehl von obenabe
d1189-T1259,klar
d1189-T1260,weiterziger das ist übrigens
d1189-T1261,der chef gewesen vom rechtsdienst von da zwia also ist kein thema gewesen
d1189-T1263,und dann ist es aber nochmal
d1189-T1266,ha ja
d1189-T1267,wenn sie im dienst gewesen sind
d1189-T1268,die dienste wo sie als langweilige tage bezeichnet haben
d1189-T1269,wir sind einer dann eigentlich unterbracht gewesen
d1189-T127,kommen das hat dann mal die pringlerei aufgehört
d1189-T1270,am anfang
d1189-T1271,im im strohlager dann erste woche
d1189-T1272,und dann haben wir alles unteroffizier bald einmal
d1189-T1273,privatquartier gehabt das hand halt die leute ihre
d1189-T1274,zimmer betten zur verfügung
d1189-T1276,die männer sind im stroh
d1189-T1278,mate sind in der turnhalle oder irgendwie
d1189-T1279,sind sie
d1189-T128,und
d1189-T1280,und das ist noch einen bucht wo man wo man da hat es geheissen hat die flüchtlinge seien haben schlechte unterkunft gehabt
d1189-T1281,sagen wir haben schlechtere unterkünfte gehabt als unsere flüchtlinge nachher habe
d1189-T1283,mh
d1189-T1284,und wie sind sie denn verpflegt gewesen
d1189-T1285,ja das ist auch raffiniertes seintem gewesen
d1189-T1286,am anfang da wenn ich aber noch unteroffizier gewesen da hätten die offizier in den beiz gegessen
d1189-T1287,vom beizer kochat und dann ist bald einmal dann
d1189-T1288,der befehl gekommen die offizier müssen das gleiche
d1189-T1289,essen wie die soldaten
d1189-T129,eigenartig dass wenn wir ja zu zürich muss man das sagen
d1189-T1290,ist das einen befehl von ganz
d1189-T1292,auf
d1189-T1294,neue gefasst hat
d1189-T1295,das ist etwa gleichzeitig gewesen das ist ganz etwas wichtiges
d1189-T1296,wo man das alkoholdelikt
d1189-T1297,bis dort herauch ist es alkoholdekickt
d1189-T1298,eine kavaliersdelikt gewesen
d1189-T1299,er ist halt besoffen gewesen und so weiter also konnten weniger hinteren
d1189-T13,besucher
d1189-T130,vier jahre primar acht jahre gemein
d1189-T1300,und dann hat man gesagt
d1189-T1301,die festeren wo sie dann auch gen hat muss einmal aufhören
d1189-T1302,und jetzt wird da alkohol missbruch
d1189-T1303,dolus eventuallis also
d1189-T1304,fast alles dolus kennen sie der ausdruck
d1189-T1305,mann nimmt ein riesigen bewusst in kauf
d1189-T1306,also meine sauft und ist auf der wache auch
d1189-T1307,und das hat dann ganz gewaltigen besserat und die leute haben auch kein geld mehr gehabt zum festen
d1189-T1308,mh
d1189-T1309,sonst allweg s auto vom bell ist allweg von der metzgerei bis in die vorderster linie führen
d1189-T131,und ich habe das ist
d1189-T1310,denen gan delikatesse gan liefere
d1189-T1311,das ist ein ganzes jahr gegangen während dem man die festung also
d1189-T1312,die bunker gebaut hat
d1189-T1313,und wo ich dann in die infanterin gekommen ist das alles schon weg gewesen
d1189-T1314,und dann hat man also wir haben
d1189-T1315,schon irgendwie vielleicht ein tischtuch gehabt und und und geschirrteller
d1189-T1316,und haben eben das gleich meine gehabt und ob man dann noch der schwarz kaffee und dann
d1189-T1317,desser das ist denn privat gegangen
d1189-T1318,aber sie sind
d1189-T1319,hmhm
d1189-T132,humbolschein sistem gewesen
d1189-T1320,jetzt läuft es wieder ist gut
d1189-T1321,auch die verpflegung ist
d1189-T1322,eine so gewesen dass ich im rückblick
d1189-T1323,nicht auch das gefühl gehabt habe von hunger
d1189-T1324,jetzt kommt aber etwas dazu dass ich in selber zeit assistent gewesen bin
d1189-T1325,in bühlach und sie können sich vorstelle der einzige
d1189-T1326,ledig assistent in jüngeren jahren ist natürlich nicht
d1189-T1327,geplagt worden sondern das ist man eher verwöhnt worden he
d1189-T1329,kann ich dort nicht objektiv ausgegeben
d1189-T133,in der blütezeit haben wir einer woche sieben stunden
d1189-T1330,wie das daheim gewesen ist ich bin immer entweder oder gewesen
d1189-T1331,entweder im nen spital
d1189-T1333,mm vom ich habe ja das staatsexamen habe ich ja im
d1189-T1334,vierzig gemacht im herbst
d1189-T1335,und von dort bewegen dann ist man entweder assistent gewesen oder
d1189-T1336,oder ja das heisst ein jahr bin ich noch
d1189-T1337,einmal bin ich ein jahr zu basel gewesen da habe ich daheim gelebt aber das ist also
d1189-T1339,problem
d1189-T134,griechisch gehabt und achte stunde latinest
d1189-T1341,haben sie ihre dissertation gemacht
d1189-T1343,an das hat man kein ja wissen sie das ist
d1189-T1344,das hat ja vor dem krieg schon angefangen
d1189-T1345,dass man das so festgelegt hat
d1189-T1346,das ist dinge gewesen
d1189-T1347,geschraubeten knochebrüche
d1189-T1348,nach zehn jahren also das die sind operiert worden
