Filename,Transcript
d1215_1-TLI_0,schweizer das immer deutsch
d1215_1-TLI_10,und münchenbuchsehen
d1215_1-TLI_100,ausgraben gewesen
d1215_1-TLI_101,das dorf meine ich
d1215_1-TLI_104,wie viel einwohner hat das dorf
d1215_1-TLI_106,bangerten dann bei zweihundert
d1215_1-TLI_107,hat sie noch etwa hundertfünfzig
d1215_1-TLI_108,ist ihr vater politisch interessiert gewesen
d1215_1-TLI_109,nein nein
d1215_1-TLI_11,also im bernische
d1215_1-TLI_110,er hat sich nichts mit dem beschäftigt
d1215_1-TLI_111,und sie sind ja von bern zurückgekommen
d1215_1-TLI_112,und dann ist ihr vater wieder geheiratet gewesen haben sie gesagt
d1215_1-TLI_113,ja
d1215_1-TLI_114,und haben sie ein gutes verhältnis gehabt zur
d1215_1-TLI_115,zu ihrer neue mutter
d1215_1-TLI_116,ja
d1215_1-TLI_117,das ist eben
d1215_1-TLI_118,wie soll ich sagen
d1215_1-TLI_119,sie ist geistig nicht ganz
d1215_1-TLI_12,ja das ist zwischen seenland
d1215_1-TLI_120,normal gewesen habe
d1215_1-TLI_121,mängist ist alles gut gegangen
d1215_1-TLI_122,und mängist wenn sie der launen auch hat gehabt hat sie
d1215_1-TLI_123,dreingeschlagen und geschimpft den ganzen tag
d1215_1-TLI_124,mich hat einfach wie man heimgekommen ist hat man immer müssen zuerst
d1215_1-TLI_125,vorsichtig lugen was für wetter ist
d1215_1-TLI_126,ob man sich darf inhinwagen oder nicht
d1215_1-TLI_127,darum ist es dann nachher auch zur scheidung gekommen
d1215_1-TLI_128,hin und dann wenn sie tauben ist gewesen oder wegen kleinigkeit
d1215_1-TLI_129,nicht man hat noch mit holz geführt der hat das in der küche ein so
d1215_1-TLI_13,mittelland emmental sie so zwischen in
d1215_1-TLI_130,eine lange benelipagentlich gehabt
d1215_1-TLI_131,dann hat sie allweg nume so eine bedenlegepenngen genommen und
d1215_1-TLI_132,tätsch wir haben das verwischt damit
d1215_1-TLI_133,und haben sie ein haben sie zu ihrem vater gehabt
d1215_1-TLI_134,ja das ist eigentlich gut gewesen
d1215_1-TLI_135,mich hat müssen schaffen man geschafft hat
d1215_1-TLI_136,so ist das in der ordnung gewesen
d1215_1-TLI_137,und wenn man nicht geschafft hat hat er
d1215_1-TLI_138,hat es halt auch nochmal eines um die ohren gegeben
d1215_1-TLI_14,gehört noch zum amt frauberunten
d1215_1-TLI_141,ja einfach beim torfstechen
d1215_1-TLI_142,und im winter hat man dann
d1215_1-TLI_143,in wald müssen
d1215_1-TLI_144,nicht wenn sie und also tannen und bäume und machen das ist natürlich noch aus von hand gegangen
d1215_1-TLI_145,und die dauer einest die haben sie dann können
d1215_1-TLI_146,behalten da haben wir allweg nach der schule müssen die dauern einest gan zusammenschlippen
d1215_1-TLI_147,und dann auf den karren laden und dann hat man sie haben gezogen da ist meistens dann schon nacht gewesen
d1215_1-TLI_148,wenn er heimgekommen ist
d1215_1-TLI_149,und daheim hat sie dann der vater gewedelt und
d1215_1-TLI_15,aber
d1215_1-TLI_150,mit dem hat man geheitzt und
d1215_1-TLI_151,kochen
d1215_1-TLI_152,wenn haben sie
d1215_1-TLI_153,wenn
d1215_1-TLI_155,ja mit strom ist noch nicht viel los gewesen dazumal mh
d1215_1-TLI_156,nein das
d1215_1-TLI_157,der stromanschluss ist glaube im neunzehnhundertvierzehn
d1215_1-TLI_158,ist die gemein im stromnetz angeschlossen worden
d1215_1-TLI_16,meine mutter ist nachher gestorben vierzehn tage nach meiner geburt
d1215_1-TLI_160,aber auch überall also noch die
d1215_1-TLI_161,altes lampen umhingestanden
d1215_1-TLI_162,und da sind zuerst der strom per lampen haben müssen zahlen
d1215_1-TLI_163,hat es natürlich nicht überall lampen gehabt auch teilen orten hat man
d1215_1-TLI_164,halt mit der petrolllampen noch müssen gehen
d1215_1-TLI_165,wenn haben sie ihre lehre gemacht gehabt
d1215_1-TLI_166,das ist
d1215_1-TLI_167,im fünfunddreissig
d1215_1-TLI_168,nein vierunddreissig
d1215_1-TLI_169,fünfunddreissig sechsunddreissig in schüpfen
d1215_1-TLI_17,und dann hat man meinen anfangig birnen nachbarin verstaut wo gerade es kinder
d1215_1-TLI_170,und da ist noch moden gewesen dass wenn man die lehre gemacht hat hat man noch beim meister gewohnt
d1215_1-TLI_171,und lohn hat man keinen gehabt
d1215_1-TLI_172,der vater hat noch müssen lehrgelt zahlen hundertachtzig franken
d1215_1-TLI_173,und lohn hat man also keinen gehabt
d1215_1-TLI_174,und von daheim hat man nichts übergekommen man hat also kein geld gehabt
d1215_1-TLI_175,in der zeit
