Filename,Transcript
d1083_2-TLI_0,und das haben sie nachanhin verkauft
d1083_2-TLI_10,ja
d1083_2-TLI_100,und dann bin ich mit einem eben einmal
d1083_2-TLI_101,dort überhin
d1083_2-TLI_102,und dann nachher hat er denn das irgendwie
d1083_2-TLI_103,untersucht dann sage ich dort tut es einem weh
d1083_2-TLI_104,und dann ist dann
d1083_2-TLI_105,also ja er ist einfach der typ
d1083_2-TLI_106,und t ich will jetzt nicht sagen es ist ein jude gewesen aber es ist einer gewesen aber er ist dann
d1083_2-TLI_107,er ist nachher
d1083_2-TLI_108,er hat meine freundin also
d1083_2-TLI_109,die jüngste von denen ẽschenieurtöchtern geheiratet
d1083_2-TLI_110,und die und hat also ich
d1083_2-TLI_111,und dann hat er einfach gerade frisch studiert gehabt
d1083_2-TLI_112,und dann hat der mir gesagt
d1083_2-TLI_115,und dann habe ich ihm das erklärt und dann sagt er
d1083_2-TLI_116,ja wir haben davon geredet
d1083_2-TLI_117,die ulzera dann
d1083_2-TLI_118,dings gehabt wie sagt man ein ulkus und
d1083_2-TLI_119,wie sagt man ihm auf deutsch
d1083_2-TLI_12,und er hat das ausgeführt dann wie er es hat wollen
d1083_2-TLI_121,und dann haben wir eine
d1083_2-TLI_122,dings übergekommen
d1083_2-TLI_123,wo man also die untersuchung hat gegeben dass die
d1083_2-TLI_124,dass das ein das magengeschwürde glaube ich am am bessern ist
d1083_2-TLI_125,und dann habe ich in das gesagt
d1083_2-TLI_126,und dann hat der mir gesagt
d1083_2-TLI_127,jetzt komme ich mit meinem blödsinnigen leiverstand und
d1083_2-TLI_128,und rede im da von
d1083_2-TLI_129,ulzera und dann habe ich gesagt nein
d1083_2-TLI_13,die bewegung haben sie zeichnet oder
d1083_2-TLI_130,ich wisse genau ulkus sei die einzahl und und
d1083_2-TLI_131,und ich habe nicht in der mehrzahl geredet
d1083_2-TLI_132,aber es ist dann so kommen ich habe dann gebrüelt
d1083_2-TLI_133,und dann losen einest ihr dürfen nicht so mit meiner frau reden
d1083_2-TLI_134,und dann ich meine es ist dann nachher soweit schon
d1083_2-TLI_135,aber er hat auch gemeint
d1083_2-TLI_136,und dann haben sie aus dem aushin gemeint er sei wirklich ein schwindler und das ist halt dann
d1083_2-TLI_137,für unser ganze leben furchtbar schwer geworden
d1083_2-TLI_139,und wenn einer etwas gesagt hat haben sie dem das halt geglaubt
d1083_2-TLI_14,ich habe einfach aus dem leben habe ich irgendwie so
