Filename,Transcript
d1063-T1,jawohl ich bin am siebenundzwanzigsten februar neunzehnhundertachtzehn also gerade ende krieg geboren
d1063-T10,mein vater ist von linn gekommen vom kleinsten ort vom aargau
d1063-T100,ich habe wollen sagen wirtschaftskrise haben sie dann das auch gemerkt dass sie dass sie keine
d1063-T1000,und aber eben immer hochoffiziell mit polizei mit stadtpolizei von baden mit dem hodel
d1063-T1001,ich weiss wenigstens noch den namen von dem polizist
d1063-T1002,der he habe ich immer wenn ich den gesehen habe nachher habe ich also müssen wirklich grinsen
d1063-T1003,und dann
d1063-T1004,der schwarzhandel von meinem mann der hat wahrscheinlich floriert wahrscheinlich hat er mit dem ganz nett verdient
d1063-T1005,aber dann ist es ihm aushingekommen
d1063-T1006,sehen sie sottige sind ausgewiesen worden
d1063-T1007,da hat es einen schneider gegeben einen herr felix rösch in baden
d1063-T1008,der ist im londonhaus zu zürich
d1063-T1009,ist der chef gewesen und hat zu baden gewohnt
d1063-T101,wenn wieder ein tag nichts gegangen ist gelt die leute haben ja auch nicht können kaufen oder
d1063-T1010,und der ist ein nazifreund gewesen von meinem mann
d1063-T1011,und die nazifreunde haben natürlich
d1063-T1012,fett und speck und und alles von dem etter was der so geliefert hat
d1063-T1013,und dann nachher
d1063-T1014,ist der der hat es nun so betrieben
d1063-T1015,dass der dann während dem krieg ausgewiesen worden ist
d1063-T1016,und dann ist das fett und das fleisch und
d1063-T1017,und dann hat
d1063-T1018,die haben ihn so gedrückt woher er das hat und dann hat er gekotzt
d1063-T1019,alles fürhingekommen wo der so schön in lager hat im keller
d1063-T1020,vom hm
d1063-T1021,vom schwitter zu baden
d1063-T1022,und dann
d1063-T1023,ist die die stadtpolizei ich weiss noch gut das ist grauenhaft
d1063-T1024,und dann hat es aber bei uns daheim im keller gar nicht viel gehabt
d1063-T1025,schuppen wo er nicht mehr hat können abholen
d1063-T1026,und das hat man dann auf dem bahnhof gefunden
d1063-T1027,der schwitter ist dann beobachtet worden
d1063-T1028,der ist der ist gleich im dienst geblieben es ist ihm nichts passiert
d1063-T1029,das haben allweg
d1063-T103,das das ist mehr an den lebensmitteln ist es gewesen
d1063-T1030,wegen dem essen
d1063-T1031,haben auch durch meine mutter
d1063-T1032,am neununddreissig hat meine mutter wollen
d1063-T1033,so eine fleissige krampfende frau wo das gewesen ist
d1063-T1034,und dann haben wir keine bewilligung übergekommen für totalausverkauf
d1063-T1035,weil das ist verboten gewesen warum weiss ich nicht
d1063-T1036,und dann hat man müssen eine ladentochter
d1063-T1037,der laden ist noch sehr gut gelaufen
d1063-T1038,erstens einmal mit dem
d1063-T1039,da ist sie sehr gut gewesen sie hat dann schon noch können einkaufen und so
d1063-T104,und dass man kann den zins zahlen
d1063-T1040,aber sie hat nichts mehr können sie hat nicht mehr geschafft
d1063-T1041,sie hat einfach nicht mehr können sie hat auch schmerzen gehabt
d1063-T1042,und dann nachher
d1063-T1044,es sind die bauern auch wieder gekommen
d1063-T1045,das ist wieder genau das gleiche wir haben dank meiner mutter
d1063-T1046,sie hat einfach bauernkundschaft gehabt
d1063-T1047,sie hat ganze aussteuern verkauft
d1063-T1048,die ist wahnsinnig tüchtig gewesen meine mutter mit
d1063-T1049,und darum ist das
d1063-T105,weil meine eltern haben ja das haus gekauft
d1063-T1050,und darum ist das dann
d1063-T1051,maria hat sie glaube geheissen so eine haushälterin gehabt daheim
d1063-T1052,und dann nachher
d1063-T1053,mit dieser
d1063-T1054,bin ich immer so wo ich
d1063-T1055,dort am anfang noch gan holz suchen
d1063-T1056,mit dem gesuchten holz
d1063-T1057,eben so hat man sich
d1063-T1059,es hat dann wir haben dann selber die briketts gemacht wie haben wir jetzt
