Filename,Transcript
d1198_1-T0,also herr t*** können sie mir sagen
d1198_1-T1,wann sie geboren sind
d1198_1-T10,immer noch
d1198_1-T100,oder in welchen jahren ist das gewesen dass sie entschieden haben sie müssen in fremde
d1198_1-T1000,angefangen gerade an der gemeindeversammlungen
d1198_1-T1001,wir haben so harte gespräche gehabt und so laute gespräche an den
d1198_1-T1002,gemeindeversammlungen in der kirche
d1198_1-T1003,wir haben noch keinen anderen raum gehabt
d1198_1-T1004,keinen anderen saal sonst hat es geheissen
d1198_1-T1005,das ist nicht mehr würdig dass man in der kirche innen so redet he
d1198_1-T1006,oder einander so anschreit he
d1198_1-T1007,und da ist eben der hugentobler dann schon
d1198_1-T1008,der gewesen wo
d1198_1-T1009,da ganz dick dort gestanden ist er ist dann gewählt worden als
d1198_1-T101,ja das habe ich nicht entschieden das ist ganz einfach gewesen dazumal
d1198_1-T1010,gemeinderat da ist dann irgendwie ein klein ruhiger geworden aber man hat dann noch gewusst
d1198_1-T1011,er wäre dann schon so ein organisator he
d1198_1-T1012,hätte es auch gekonnt
d1198_1-T1013,dem wäre dann das gelegen
d1198_1-T1014,ich habe ihn mir immer vor augen gehalten den
d1198_1-T1015,den charlie he
d1198_1-T1016,wie der dann einmal wirkt da im dorf innen he
d1198_1-T1017,wie mancher dass da auf die seite muss dann he
d1198_1-T1018,was haben sie sich da vorgestellt
d1198_1-T1019,können sie das ein klein schildern
d1198_1-T102,ein bauernbub ist ja nicht in frage gekommen seiner zeit dass er in
d1198_1-T1020,ja geschäftlich habe ich noch verkehrt mit ihm mit
d1198_1-T1021,aber ja man hat schon gewusst dass
d1198_1-T1022,wo nicht spuren
d1198_1-T1023,oder dann noch dagegen sind
d1198_1-T1024,was sind das für leute gewesen wo da verschwunden wären
d1198_1-T1025,ja
d1198_1-T1026,was sind das für leute gewesen
d1198_1-T1027,ja
d1198_1-T1028,vor allem die katholischen
d1198_1-T1029,oder einer wo sich überhaupt riskiert hat
d1198_1-T103,in landwirtschaftliche schule ginge
d1198_1-T1030,das mache ich dann nicht mit he
d1198_1-T1031,einer wo das offen gesagt hat der hat das nicht manchmal müssen sagen
d1198_1-T1032,was meinen sie mit das mache ich nicht mit was meinen sie mit das
d1198_1-T1033,ja
d1198_1-T1034,das ganze geschrei da
d1198_1-T1035,wo die gemacht haben he
d1198_1-T1036,bin ich halt eben drei tage im arrest gewesen scharfer arrest he
d1198_1-T1037,können sie sagen worum es gegangen ist in dem geschrei
d1198_1-T1039,also mehr wie einer wo ich heute noch gute beziehungen habe
d1198_1-T104,oder schon nicht in die sekundarschule
d1198_1-T1040,einmal geheissen den keib würden wir dann verschiessen he
d1198_1-T1041,da sein vater ist abgeholt worden weil er einfach als katholik gut eingeschandet ist
d1198_1-T1042,der ist abgeholt worden und nie mehr gesehen
d1198_1-T1043,das ist der einzige gewesen mit dem riesencourage wo der gehabt hat
d1198_1-T1044,aber in in ihrem eigenen dorf
d1198_1-T1046,mit dem gewehr komplett den ganze
d1198_1-T105,dann sind wir in der achten klasse eben noch drei bauernbuben gewesen
d1198_1-T1053,wie ist es in ihrem eigenen dorf gewesen was haben
d1198_1-T1054,was wäre das gewesen
d1198_1-T1055,also das sogenannte das
d1198_1-T1056,auf alle fälle hat jeder müssen anfangen ruhig werden
d1198_1-T1057,oder dann wäre er nicht mehr da
d1198_1-T1058,müssen
d1198_1-T1059,wüster ausdruck auf die schnorre hocken
d1198_1-T106,und dann hat man sich ist man sich auf henau gan vorstellen in die möbelfabrik dazumal
d1198_1-T1061,jaja
d1198_1-T1062,haben sie gefürchtet darum
d1198_1-T1064,es könnte ihnen auch neisswas passieren
d1198_1-T1065,ja vielleicht habe mich dort schon noch zu wenig
d1198_1-T1066,eingesetzt gehabt für für irgend
d1198_1-T1067,ich habe nicht wollen gan kämpfen für die die
d1198_1-T1068,denen so viel besser soll gehen da aussen he
d1198_1-T1069,wenn es im dorf
d1198_1-T107,und zum glück haben sie mich nicht angestellt um achtundzwanzig rappen stundenlohn
d1198_1-T1070,zuzwil so einen
d1198_1-T1071,lautstarken vertreter von der frontisten
d1198_1-T1073,gegeben gehabt hat ist das eine grosse gruppe gewesen
d1198_1-T1074,nein die ist nicht gross gewesen he
d1198_1-T1075,was dann noch gewesen ist ist vor allem
d1198_1-T1076,die katholische jungmannschaft wir sind ja ein katholisches dorf gewesen wie ich schon gesagt
d1198_1-T1077,und glaub wenn die haben dann allmal noch so grosse
d1198_1-T1078,und der selb geist hat schon noch klein
d1198_1-T1079,der einfluss gehabt
d1198_1-T108,wie lange haben sie das gemacht
d1198_1-T1080,dass ein gegenpol gewesen ist gegen die anderen sachen
d1198_1-T1081,das habe ich also wo
d1198_1-T1082,eigentlich so angelugt he
d1198_1-T1083,die katholische jungmannschaft hat da
d1198_1-T1084,auch einen zweck erfüllt
d1198_1-T1085,einen guten zweck he
d1198_1-T1086,ganz sicher he
d1198_1-T1087,aber können sie mir sagen
d1198_1-T1088,was denn
d1198_1-T1089,moment kurz
d1198_1-T109,zum beizen beizen den ganzen tag beizen
d1198_1-T1090,kurz warten noch
d1198_1-T1092,also was haben die einen wollen und was haben die anderen wollen
d1198_1-T1093,ja
d1198_1-T1094,sind einfach zwei komplett gegeneinander gesetzte ideen gewesen nicht
d1198_1-T1096,ja das ist jetzt nicht einmal so leicht he
d1198_1-T1098,ja
d1198_1-T1099,aber da darunter kann ich mir noch nicht vorstellen um was es gegangen ist
d1198_1-T11,und das ist dann noch
d1198_1-T110,hat mir für das leben ja überhaupt nichts gebracht he
d1198_1-T1100,ja vor allem die
d1198_1-T1101,jungmannschaft von der seite seite aus ist eben noch
d1198_1-T1103,sogenannter vaterlandsgeist noch im vordergrund gestanden nicht
d1198_1-T1104,und den haben wir da tatsächlich auch gehabt
d1198_1-T1106,von dem wo man gar nicht mehr redet heute nicht
d1198_1-T1107,was hat das bedeutet vaterlandsgeist
d1198_1-T1108,ja schweizer man hat ein vaterland he
d1198_1-T111,und die mutter hat da einfach im
d1198_1-T1111,und das ist einfach ein begriff gewesen wo
d1198_1-T1112,den haben wir darinnen gehabt im herzen innen he
d1198_1-T1113,das hat man einem nicht sofort können
d1198_1-T1114,durch einen vortrag abschwatzen he
d1198_1-T1115,aber was hat denn der
d1198_1-T1116,der frontist der lautstarke in zuzwil was hat der wollen politisch
d1198_1-T1117,der hat sich ja für neisswas eingesetzt in denen
d1198_1-T1118,wilden diskussionen wie sie geschildert haben
d1198_1-T1119,ja das wäre sofort in eine andere richtung gelaufen nicht
d1198_1-T112,wiler sonntagsblättlein inhin ein inserat gefunden ein ausläufer ist gesucht in eine metzgerei
d1198_1-T1122,dann gelernt einspuren he
d1198_1-T1123,in welche welche richtung denn was ist was ist das für e
d1198_1-T1126,ja rein hittlerisch he
d1198_1-T1127,rein
d1198_1-T1128,auch wenn sie den auf dem betrieb gesehen haben he der hat dann
d1198_1-T1129,auch dort nur militärische kommandos aushingelassen
d1198_1-T113,und gasthof auf bettwiesen
d1198_1-T1130,gut
d1198_1-T1131,er hat einen gut organisierten betrieb gehabt zum staunen gut
d1198_1-T1134,auch im in der anderen richtung gemacht he
d1198_1-T1135,und da wäre dann keiner verschont geblieben he
d1198_1-T1136,die wo er auf dem korn gehabt hat die sind dann einfach daran gekommen
d1198_1-T1137,eben an denen versammlungen schon
d1198_1-T1138,das ist immer gespannt gewesen sehr gespannt
d1198_1-T1139,auf die nächste bürgerversammlung
d1198_1-T114,da ist man sich nicht gan vorstellen dazumal da ist einfach ein telefon gewesen und dann hat es geheissen dann und dann muss der da sein he
d1198_1-T1140,welchen nimmt er jetzt wieder he
