Filename,Transcript
d1087_1-TLI_0,gut es würde laufen
d1087_1-TLI_1,es ist der zehnten dezember
d1087_1-TLI_10,nein
d1087_1-TLI_100,ist die matur vor sich gegangen
d1087_1-TLI_101,und dann habe ich chemie studiert
d1087_1-TLI_102,dann ist ja der krieg ausgebrochen
d1087_1-TLI_103,und ich habe mein studium müssen unterbrechen
d1087_1-TLI_104,bin dann später als chemiekaufmann
d1087_1-TLI_105,für europa fürhin amerikanische firma tätig gewesen
d1087_1-TLI_106,und habe mein geld so verdient
d1087_1-TLI_107,alles sehr eine gute position gewesen und bin sehr gut gewesen
d1087_1-TLI_108,mit
d1087_1-TLI_109,fünfundfünfzig bin ich pẽsioniert worden von denen
d1087_1-TLI_11,und sie wohnen in zürich
d1087_1-TLI_110,amerikanischen chemischen fabrik
d1087_1-TLI_111,und haben wir dann ein parfümmeren gekauft
d1087_1-TLI_112,mit dem geld wo ich übergekommen habe
d1087_1-TLI_113,und da ich sehr gute angestellte habe im geschäft
d1087_1-TLI_114,habe ich wir können leisten
d1087_1-TLI_115,vierzehn semester
d1087_1-TLI_116,mein mein grosser wunsch germanistik
d1087_1-TLI_117,und filosofen zu studieren an der universität zürich
d1087_1-TLI_119,immatrikulierte student gewesen ich betonen immatrikuliert
d1087_1-TLI_12,ich wo in zürich ja
d1087_1-TLI_120,weil sehr es hat
d1087_1-TLI_121,andere gehabt wo noch älter gewesen sind als ich
d1087_1-TLI_123,ich habe müssen alle prüfungen machen genau wie die jungen studenten
d1087_1-TLI_124,haben sie einen abschluss gemacht
d1087_1-TLI_125,das letzt
d1087_1-TLI_126,über welches thema
d1087_1-TLI_127,über gewichten und zwar über gewichten
d1087_1-TLI_128,speziell über das märchen von gewichten
d1087_1-TLI_129,das hat mich sehr fasziniert
d1087_1-TLI_13,sind sie in zürich geboren und aufgewachsen
d1087_1-TLI_130,und in welchem jahr ist das gewesen
d1087_1-TLI_131,ach das ist gewesen ich
d1087_1-TLI_132,bin gerade siebzig gewesen rechnen sie das aus
d1087_1-TLI_134,ist das ungewöhnlich gewesen fi sein
