Filename,Transcript
d1048-T0,ja frau w***
d1048-T1,können sie uns sagen wo sie aufgewachsen sind
d1048-T10,ja das hat immer etwa so um zweitausendachthundert
d1048-T100,noch hat er dann das schreiben aufgesetzt und hat das dann anhingebracht hat an jedem
d1048-T1000,ja es ist eine furchtbare hektik in dem bahnhof innen gewesen das ist also es
d1048-T1001,die perrons noch findet und dann ist er noch nicht so gross gewesen wie heute nicht
d1048-T1002,hat es auch ganze familien gehabt wo unterwegs gewesen sind
d1048-T1003,das kann ich mich jetzt nicht mehr so erinnern
d1048-T1004,das weiss ich jetzt nicht mehr so
d1048-T1005,das bild ist dann auch natürlich verflacht mit den jahren aber
d1048-T1006,eben das im bahnwagen innen das ist präsent geblieben und und jedem
d1048-T1007,wenn ich gesagt habe laibetüürli halten und
d1048-T1008,das ist wieder eine seifenkarte
d1048-T1009,das alles hat können mit und einrücken
d1048-T101,in das kässelein inhin hat er so können retten
d1048-T1010,einen liter milch dort geben
d1048-T1012,eine einmachzuckerkarte hat es einmal gegeben eine zusätzliche
d1048-T1013,hat man natürlich dann da gehabt das ist dann da wieder
d1048-T1014,an jeder kleinen station
d1048-T1015,wie haben sie das gesagt gerade nochmal
d1048-T1016,an jedem läibetüürli
d1048-T1018,gehabt hat von dem wo man selber gepflanzt hat
d1048-T1019,da hat man schon italiener maurer da gehabt
d1048-T102,das sind so seine einstellungen gewesen für fortschritt nicht
d1048-T1020,kleine stationen hat man doch dann sind es läibetüürli
d1048-T1021,an jedem läibetüürli habe er müssen halten
d1048-T1022,da müssen sie dann auslöschen
d1048-T1023,noch nie gehört
d1048-T1024,ich auch nicht
d1048-T1025,jetzt versuche ich mir vorzustellen wie ist denn das gewesen
d1048-T1026,ganze familien
d1048-T1027,sie sind da eben in glarus ennenda im
d1048-T1028,da hinten das sind die zweihundert gewesen wo wir gehabt
d1048-T1029,haben wo uns eine art verkauft hätten
d1048-T103,dass er einfach nicht am alten einfach nur
d1048-T1030,auf der anderen seite gewesen
d1048-T1031,im tal in den bergen oben
d1048-T1032,aussehen wenn die deutschen kämen
d1048-T1033,gan die kinder füttern und jeden monat auf bern aufhin gan
d1048-T1034,ja nach dem was man von dusse gehört hat dass alles dem erdboden gleichgemacht wird
d1048-T1035,ja
d1048-T1036,und umgekehrt haben ja alles abgesperrt und dann ist ja dann eben der
d1048-T1037,für da hinterhin oder oder mehr
d1048-T1038,hätten sich sich haben sie sich in dem moment
d1048-T1039,gesagt ja wenn die deutschen kommen dann
d1048-T104,kleben geblieben ist nicht
d1048-T1040,gibt es wohl einen besatzer oder haben sie
d1048-T1042,das hat können aushinbringen
d1048-T1043,das ist kein thema gewesen dass man flieht man hat tier gehabt wo haben müssen besorgt werden da ist
d1048-T1044,überhaupt e kein thema gewesen da kann man jetzt ab
d1048-T1045,da hat man einfach müssen dableiben und das
d1048-T1046,wieder ganz heimgekommen
d1048-T1047,da den platz wieder ausfüllen und lugen wie durchhinkommen
d1048-T1048,aber haben sie denn eher gedacht ja man muss dann sich dann
d1048-T1049,man muss sich halt einlassen auf die neue situation weil man keine andere chance hat
d1048-T105,wie gross ist den die bauerei gewesen von den eltern
d1048-T1051,hm hm hm
d1048-T1052,wie ist das gewesen mit denen spitzeln wo sie erwähnt haben
d1048-T1054,das ist dann
d1048-T1055,nein nein
d1048-T1056,haben sie der armee vertraut dass sie das
d1048-T1058,gelugt mitzumachen man hätte es vielleicht gehabt wie da
d1048-T1059,die sieben wo noch mit den
d1048-T106,ja wir haben da zu denen
d1048-T1060,ja wo dann nachher zu rothenthurm und nein nicht nicht zu
d1048-T1061,hat es flüchtlinge gegeben
d1048-T1062,die frauen noch sind gan chriege man hätte vielleicht auch die mistgabel noch
d1048-T1063,sie meinen die schlacht bei was ist es gewesen
d1048-T1064,noch geschrieben und gedankt für die zeit
d1048-T1065,wo die frauen gegangen sind
d1048-T1066,ja kann es jetzt nicht säge
d1048-T1068,ein und aus gegangen dort
d1048-T1069,manchmal klein gesungen und ihre kalinka getänzelt
d1048-T107,ja zu den mittelgrossen gehört hat überhaupt niemand so gross wie heute
d1048-T1070,ja
d1048-T1071,jaja jaja man hätte sich
d1048-T1072,beziehung noch gehabt haben zu dem mitschüler
d1048-T1073,haben haben wir dem müssen das die einladung amtlich bestätigen
d1048-T1075,aber
d1048-T1076,also sie haben der armee nicht unbedingt
d1048-T1077,man hat das eigentlich schon
d1048-T1078,aber
d1048-T1079,und ist dann froh gewesen wenn sie nicht haben müssen so den kopf gan anhinheben nicht
d1048-T108,das ist nicht der fall gewesen
d1048-T1080,und
d1048-T1081,von dener hand wo sie da zu basel unten gehabt haben am himmel
d1048-T1082,hm
d1048-T1083,das dann haben sie dann das sei die hand vom bruder klaus gewesen
d1048-T1084,hat mir einmal etwer ein büchlein gegeben
d1048-T1085,und darum seien die motoren bei den deutschen nicht angelaufen
d1048-T1086,dann hat er ja befehl gegeben sie müssen es
d1048-T1087,putzen und und ein zweites mal und sind halt wieder nicht angelaufen
d1048-T1088,und es hat also leute gehabt wo die hand also scheint es als wie
d1048-T1089,wie ein gebilde von nebel
d1048-T109,man hat etwa zwölf stücke kühe gehabt
d1048-T1090,oder eine wolke wo das also gesehen haben
d1048-T1091,innen gehabt jetzt hat man den saal renoviert
d1048-T1092,und dann haben sie eben gesagt das sei die hand vom bruder klaus gewesen wo die schweiz geschützt habe
d1048-T1093,jetzt hätten wir keine mehr
d1048-T1094,jetzt hätten wir keine mehr
d1048-T1095,und dann ist die dann eben nachanhin haben sie dann den befehl übergekommen
d1048-T1096,hm hm jetzt haben wir keine mehr
d1048-T1097,aber das haben sie dazumal
d1048-T11,dreitausend auch schon gehabt so in der grössenordnung
d1048-T110,und ein paar kleintiere
d1048-T1100,in frankreich wo sie dort gewesen ist die mitschülerin
d1048-T1101,dann wenn man mal mit der geschichte oder irgendwie
d1048-T1102,einmal etwas durchhingenommen hat über die jahre so
d1048-T1103,dass man dann darauf gekommen ist nicht
d1048-T1104,scheint das ihnen
d1048-T1105,wahrscheinlich dass das auch könnte passiert sein
d1048-T1107,das kann ich mir schon vorstellen
d1048-T1109,weil
d1048-T111,und und ein ross
d1048-T1110,da eben noch eher gebetet worden ist ich meine nicht das ich jetzt
d1048-T1111,haben sie
d1048-T1112,in den schulen oder auch
d1048-T1113,sie selber oder in der familie haben sie so
d1048-T1114,so vorbilder gehabt aus der schweizer geschichte also wie zum beispiel wie den bruder klaus
d1048-T1115,wo eine grosse rolle gespielt hat für ihre haltung in der zeit
d1048-T1116,weniger so eine als dass man aus der gemeinde leute
d1048-T1117,so ist dann das auch klein anders worden
d1048-T1118,gehabt hat wo etwas geleistet haben und wo man
d1048-T1119,gefunden hat ja der
d1048-T112,voranhin gar nur ein stier zum fuhrwerken und dann ist dann aber das ross gekommen
d1048-T1120,die stehen da und lugen für einem
d1048-T1121,das hat man eher gehabt
d1048-T1122,weil man ja nicht weit ausgekommen ist nicht
d1048-T1123,aber hat zum beispiel im unterricht in der schule hat die schweizer geschichte
d1048-T1124,die hat da schon noch eine eine grosse rolle gespielt jaja
d1048-T1125,ist dann nachanhin an einer krankheit dann gestorben
d1048-T1127,ja da hat man doch man hat doch jede woche einmal hat man geschichtsstunde gehabt wie religionsstunde auch und
d1048-T1128,das ist ein ein ganz ein anderer unterrichtsstil gewesen
d1048-T1129,und man hat ja dann auch geschichtsbücher vom glarnerland gehabt
d1048-T113,und im winter sind die männer gan holzen
d1048-T1130,die heimatbücher
d1048-T1131,und und die schweizer
d1048-T1133,gibt es da irgend neisswas wo sie besonders fasziniert gehabt hat als schülerin
d1048-T1134,ja
d1048-T1136,wirklich etwas
d1048-T1137,mich hat eigentlich die allgemeinheit eben fasziniert
d1048-T1138,das wissen und das vertreten
d1048-T1139,vom aargau her wie die das dort gehabt haben
d1048-T114,und dann hat man keine eigenen wälder gehabt man hat lechewäld gehabt
d1048-T1140,das das ist auch ein stück schweizergeschichte gewesen nicht
d1048-T1142,aber das sei es jetzt von einem internierten gewesen oder sei es von einem schweizer gewesen ist etwer
d1048-T1144,geächtet gewesen wo ein uneheliches kind gehabt hat
d1048-T1145,ja
d1048-T1146,haben sie im schulzimmer einen
d1048-T1147,einen burschen angelugt gehabt hat nicht
d1048-T1148,bild vom general guisan gehabt
d1048-T115,die haben den herren oder der gemeinde gehört
d1048-T1150,burschen dazu gekommen sind hat man es so lustig gehabt und
d1048-T1151,da noch nicht nein nein he-e
d1048-T1152,oder irgend so etwas oder auch bei den privaten leuten wo
d1048-T1153,können anstellen man hat ja nicht können
d1048-T1154,das ist erst später gekommen
d1048-T1155,ich bin dann schon nicht mehr in die schule wo das gekommen ist mit
d1048-T1156,den hat man also schon schon verehrt
d1048-T1157,was hat er für sie bedeutet der general guisan
d1048-T1158,das ist ein ein gerader
d1048-T1159,und
d1048-T116,tausenddreihundertfünfzig franken zins gezahlt neunzehnhundertfünfundzwanzig
d1048-T1160,senkrechter mann gewesen
d1048-T1161,wo anhingestanden ist wo es not gewesen ist
d1048-T1162,aber auch ein offenes herz gehabt hat
d1048-T1163,dann später hat man dann so ein paar sachen haben sie einem dann etwa ist mir
d1048-T1164,zu ohren gekommen das einmal
d1048-T1165,dann ist man einfach hat man noch seine schöpflein daneben zuhin gehabt wo man das holz
d1048-T1166,sie hätten ja die soldaten hätten ja keinen autostop dürfen machen
d1048-T1167,und dann hat einer bericht übergekommen die mutter sei so schwer krank und
d1048-T1168,wahrscheinlich erlebe sie den morgen nicht mehr
d1048-T1169,und der ist er aber in einer alp oben gewesen und ist dort oben hat dann urlaub übergekommen
d1048-T117,wo man jeden herbst hat müssen zinsen
d1048-T1170,ist da darabhin gespurtet
d1048-T1171,und dann kommt ein auto und er macht halt autostop
d1048-T1172,und wo das auto hält ist der general darinnen
d1048-T1173,und dann sagt er aber er wisse doch das er nicht dürfe
d1048-T1174,ja er wisse das schon aber die situation sei so und er sollte
d1048-T1175,ist der general ausgestiegen und dem chauffeur den befehl gegeben dass er ihn heim getan hat
d1048-T1176,das ist unser general gewesen
d1048-T1177,meine auch mit dem rütli
d1048-T1178,eine ganz eine gewagte sache gewesen ein ganzes schiff voll deren leute
d1048-T1179,mit einer zuversicht dass da nichts passiert auf das rütli aufhin
d1048-T118,ich habe gerade da mal ein buch ausgegraben
d1048-T1180,wo man sich heute sagt hat der einen mut gehabt
d1048-T1182,nicht
d1048-T1183,sie haben auch noch den herrn wahlen erwähnt auch noch als eine wichtige figur
d1048-T1184,dass etwa einen sackrappen gehabt haben
d1048-T1185,ja der ist dann eben gewesen dass wir nicht haben müssen verhungern wo alle grenzen gesperrt gewesen sind
d1048-T1186,zum haus aushin schicke käme er hinten wieder inhin wenn man ihn vorne aushin schicke nicht
d1048-T1187,wie in wie sind denn da sie oder ihr
d1048-T1188,elternhof einbezogen worden in den plan
d1048-T1189,mit den anderen integriert gewesen aber dann hat man
d1048-T119,wo von einem neunzehnhundertfünfundzwanzig für ein gut das hat vielleicht etwa
d1048-T1190,ja sehr man hat doch jeden geraden bletz wo man gehabt hat hat man müssen umhinbrechen
d1048-T1191,man hat nur noch drei gehabt zum heuen
d1048-T1192,und dieses hat man müssen erdäpfel
d1048-T1193,wir haben sogar müssen frucht machen
d1048-T1194,wir haben hafer gerste weizen alles hat man müssen pflanze
d1048-T1195,und nachanhin wo man dann das gelesen hat mit der anne frank und das hingegen voranhin hat man das chu
