Filename,Transcript
d1248-T10,bin am dritten juni dreiazwanzig auf die welt gekommen zu bad
d1248-T1000,von
d1248-T1001,frontisten
d1248-T1002,organisiert aber alles ist dort hin gegangen
d1248-T1003,mein vater auch ich bin dort zehn gewesen
d1248-T1004,und er hat gesagt gehabt und ich habe da wollen darbei sei also habe ja nie
d1248-T1005,ins haus innen können aber wollen lugen was da läuft es es hat immer geheissen da tätscht es da passiert etwas
d1248-T1007,und dann habe ich gesehen wie da die
d1248-T1008,so den harsche haben sie dann geheissen von baden
d1248-T1009,ist es marschiert
d1248-T101,hat es
d1248-T1010,vielleicht zwanzig ich weiss nicht
d1248-T1011,in dreier kolonne dann ist die kolonne auch klein länger gewesen
d1248-T1012,und schwarze hosen weines hemdlein schwarze krawatten
d1248-T1013,und haben sie lied gesungen und das hat mir saumässig gefallen
d1248-T1014,und dann haben sie gehalten und
d1248-T1015,gemacht
d1248-T1016,aber daran
d1248-T1017,weise auch wein von den linden
d1248-T1018,sind die arbeiter gewesen
d1248-T1019,büezer im wahrsten dann haben im hosensack und den kleinkappen und
d1248-T1020,und auch klein abgeschabeten
d1248-T1021,kittel und haben hoch hoch hoch
d1248-T1022,und die sind dann in den linden verschwunden
d1248-T1023,haben sie haben die da ausgelacht nicht
d1248-T1024,und dann haben die auch ein lied von singen
d1248-T1025,das hat mir schaurig gut gefallen
d1248-T1026,dann bin ich dann übern und auch so gan machen
d1248-T1027,und habe erst später dann gemerkt dass das internationale gewesen ist
d1248-T1028,habe das nur zum sagen und dann habe ich aber auch ab muessen
d1248-T1029,es hat
d1248-T103,hat man miese eine regelung treffen weg am notariat
d1248-T1030,dann ja
d1248-T1031,keine schlägerei gehen
d1248-T1032,am schluss von deren versammlung was ich dann gehört habe aber
d1248-T1033,achtereien und ich glaube mit dem schlauch haben sie noch gespritzt und sottige sachen
d1248-T1034,das ist eines gewesen und sanderen
d1248-T1035,das ist im gleichen jahre gewesen da hat es zu baden
d1248-T1036,stadtrotswahlen geben
d1248-T1037,und
d1248-T1038,das hat uns alles interessiert damals nicht da
d1248-T1039,und die
d1248-T104,und die freue einer
d1248-T1040,die fröntler haben vor allem interessiert nicht das
d1248-T1041,hat immer so klein
