Filename,Transcript
d1215_3-TLI_0,in in hat sie also nicht sollen angehalten aber da habe ich ja das nicht gewusst
d1215_3-TLI_1,und nachher ist sie halt auch wieder aushin
d1215_3-TLI_10,ich bin hinter das dorf wo die
d1215_3-TLI_100,sie das nicht ihrer uniformen gewesen wo sie
d1215_3-TLI_101,ursprünglich gehabt haben
d1215_3-TLI_102,dass sie kleider gewesen wo ihnen die deutschen gegeben haben
d1215_3-TLI_103,ihrer uniformen haben sie nen weggenommen
d1215_3-TLI_104,und haben einen nehmen verlumpt verlantes zeug gegeben
d1215_3-TLI_105,und sie sind auch natürlich ein klein mitgenommen gewesen
d1215_3-TLI_106,und sie natürlich froh gewesen dass sie
d1215_3-TLI_107,jetzt da in der schweiz sind
d1215_3-TLI_108,und dann hat man sie der polizei übergegeben und nachher der anderen tag in der freizeit
d1215_3-TLI_109,hat man nachher der raport geschrieben daheim
d1215_3-TLI_11,wegen von der grenze auch sie zusammengekommen
d1215_3-TLI_110,aber sie haben ja keine russisch können nehme ich an
d1215_3-TLI_111,nein aber mich hat sich eigentlich immer können verständigen
d1215_3-TLI_112,mich hat einfach einfach geredet nume
d1215_3-TLI_113,so bestimmte wörter und
d1215_3-TLI_114,du deutschland und der sein
d1215_3-TLI_115,du schweiz oder so ist das gegangen habe
d1215_3-TLI_116,mich hat und die verständigung ist eigentlich
d1215_3-TLI_117,man hat gefragt du militär wo
d1215_3-TLI_118,und da haben sie in das zeigt
d1215_3-TLI_119,zeigt oder gesagt welche einheit oder was
d1215_3-TLI_12,dort ist so des
d1215_3-TLI_120,mit hat das alles notiert
d1215_3-TLI_121,und kurze bodenzen gemacht für nehmen der report zu schreiben
d1215_3-TLI_122,woher sind denn sie kommen die russen
d1215_3-TLI_123,die sind von singen gewesen
d1215_3-TLI_125,aber in welcher
d1215_3-TLI_126,aluminiumwerk ich weiss
d1215_3-TLI_127,nicht mehr genau in welcher fabrik dass sie geschafft haben
d1215_3-TLI_128,sollen wir schnell nolugen vielleicht
d1215_3-TLI_13,katholisch dort oben dort ist ein kreuz gewesen an der weggabelung
d1215_3-TLI_130,aber das ist nicht
d1215_3-TLI_131,aluswiss oder mag ich oder
d1215_3-TLI_132,vielleicht
d1215_3-TLI_133,nein ich glaube das sie nicht schweizer firmen gewesen
d1215_3-TLI_135,die wo zu trasendinge inhingekommen sie
d1215_3-TLI_136,die sie meistens aus der alla
d1215_3-TLI_137,muttaschingen kommen
d1215_3-TLI_138,ich weisst nicht ist das an eine schweizer betrieb gewesen
d1215_3-TLI_14,und dort bin ich gewesen
d1215_3-TLI_140,mutten das ist bei waldshut das ist möglich dass das
d1215_3-TLI_141,der alauswiss gehört hat
d1215_3-TLI_143,aber also sie haben sich verständigt mit ihnen woher sind denn die kommen aus russland aus welcher region
d1215_3-TLI_145,also oder anders gefragt
d1215_3-TLI_146,das wahrscheinlich das erste mal das sie russen begegnet sind
d1215_3-TLI_147,ja
d1215_3-TLI_148,sind sie darauf vorbereitet gewesen dass es das können sie das russen an die grenze kommen
d1215_3-TLI_149,ja da hat man eigentlich da ist
d1215_3-TLI_15,und es ist etwa anfangig halben eines gewesen
d1215_3-TLI_150,alle möglichen nationen gekommen habe
d1215_3-TLI_151,aber auch wo gekommen sind sie auch eine zeit lang in deutschland gelebt
d1215_3-TLI_152,und haben
d1215_3-TLI_153,sich mit deutsch irgendwie können verständigen
d1215_3-TLI_154,das ist immer gegangen
d1215_3-TLI_155,was ist ihr befehl gewesen
