Filename,Transcript
d1083_1-TLI_0,und das konzert vom
d1083_1-TLI_1,es gibt so ein stücklein wo man den kinder aufgibt dort heisst es jetzt geht es los
d1083_1-TLI_10,das ist ein gespräch zwischen der frau hellen z***
d1083_1-TLI_100,naturwissenschaftlich gemacht und er hat die selben fächer gehabt
d1083_1-TLI_101,ja ja in ihrer verwandtschaft hat das glaub einige leute
d1083_1-TLI_102,gegeben wo politisch aktiv gewesen sind
d1083_1-TLI_104,die ist
d1083_1-TLI_105,die ist ich habe das erst später gemerkt dass sie vorsteherin gewesen ist vom frauenverein
d1083_1-TLI_106,und das hat dann von selber gehört wo dann endlich das frauenstimmrecht gekommen ist
d1083_1-TLI_107,natürlich bin ich auch gar nicht zufrieden gewesen
d1083_1-TLI_108,dass dass zweimal abhingeheit ist aber die schwester hat gebrüelt
d1083_1-TLI_109,und ich habe folgendes erlebt also
d1083_1-TLI_11,und dem thomas scherrer
d1083_1-TLI_110,es ich will nicht aufschneiden damit ich sage es nur wegen der art
d1083_1-TLI_111,ich habe einmal von von zürcher von vom konse und vom
d1083_1-TLI_112,wie heisst es
d1083_1-TLI_113,das sind die zwei anstalten gewesen die ganze musiker da habe ich die beste
d1083_1-TLI_114,harmonielehrprüfung gemacht
d1083_1-TLI_115,und ich habe natürlich wahnsinnig angst gehabt vorher und alles und dann ist da
d1083_1-TLI_116,einer von denen herhin gekommen und hat gesagt warum haben sie auch so angst gehabt sie haben ja die allerbest
d1083_1-TLI_117,und was ich gedacht habe
d1083_1-TLI_118,gar nicht ich habe freude ich habe gerade gedacht gott sei dank ein mädchen
d1083_1-TLI_119,wie wo haben sie das gedacht gott sei dank ein mädchen
d1083_1-TLI_12,am fünfzehnten mai im jahre zweitausend
d1083_1-TLI_121,nur weil wir man hat ich weiss nicht unserer lehrer hat auch gerade wollen ein kontrapunkt
d1083_1-TLI_122,kurs geben ja aber dort nehme er dann nur herhin
d1083_1-TLI_123,und dabei haben wir vielmals sind wir die mädchen gewesen wo viele die besseren
d1083_1-TLI_124,examen gehabt haben
d1083_1-TLI_125,und das ist aber nicht richtig anerkannt worden offenbar
d1083_1-TLI_126,das ist noch nicht zeit gewesen das ist dann schon gekommen
d1083_1-TLI_127,und wir haben eben für seeben noch kämpft
d1083_1-TLI_128,das ist das gewesen
d1083_1-TLI_129,haben sie erinnerungen an den ersten weltkrieg
d1083_1-TLI_13,ich habe nämlich sofort einem telefonbuch gelugt und sie haben recht es gibt gerade vier thomas scherrer in zürich
d1083_1-TLI_130,ja ja der ist mir eigentlich das
d1083_1-TLI_131,gewohnte leben nicht da also
d1083_1-TLI_132,das habe ich gesagt das sind meine eltern
d1083_1-TLI_133,über die grosse scheideck und mich hat man dann zu denen verwandten in bern getan
d1083_1-TLI_134,und dann hat es immer geheissen das kannst dann morgen das kannst dann morgen
d1083_1-TLI_135,wir haben schon dürfen in
d1083_1-TLI_136,mir hat das verrückt gut gefallen es hat zum beispiel so
d1083_1-TLI_137,schoggingegraben gratis gehe und so sollte es nicht für uns
d1083_1-TLI_139,sie reden von der landesausstellung in bern neunzehnvierzehn
d1083_1-TLI_14,frau z*** wo und wann sind sie geboren
d1083_1-TLI_141,sind wir dann wir haben wollen glaube ich
d1083_1-TLI_142,abhin und in die landi meine verwandten haben da noch über dem berngraben neumen gewohnt dort
d1083_1-TLI_143,und dann sind wir beim chefiturm gewesen und dort hat das anschlege gehabt
d1083_1-TLI_144,und dann hat der vater die anschlag gelesen ist ganz entsetzt umhingekommen
d1083_1-TLI_145,sofort gesagt zur mutter du mir müssen sofort heim wir müssen heute noch heim ich muss morgen einrücken
d1083_1-TLI_146,und dann sind wir heim da hat es nichts anderes gegeben
d1083_1-TLI_147,und dann hat er er hat dann müssen in tessin abhin
d1083_1-TLI_148,und dort ist er in ropasacko gewesen
d1083_1-TLI_149,und ich weiss noch er hat eine karten geschrieben ropasacko ist ein elendes nest
d1083_1-TLI_15,müssen sie das nochmal haben
d1083_1-TLI_150,nochmal schnell zurück auf zu den landesausstellung in bern
d1083_1-TLI_151,mögen sie erinnern was hat sich da dort am meisten beeindruckt deren ausstellung
d1083_1-TLI_152,ausser dem gratisschoggi
d1083_1-TLI_153,wenn ich es jetzt nur noch ja eben die szeneribann die hat man dann so gesehen
d1083_1-TLI_154,wenn sie dann so durchhin ist und wir haben
d1083_1-TLI_155,man hat halt alle die sachen angelugt und es ist interessant gewesen und das sind vor allem die
d1083_1-TLI_156,man hat die nestlehensding kennengelernt ich meine das ist ja alles ganz neue gewesen
d1083_1-TLI_158,es hat zum beispiel so
d1083_1-TLI_159,schoggimilch geben so
d1083_1-TLI_160,und das hat uns auch gefallen da hat man eine gratismusterlich können gan lugen
d1083_1-TLI_161,ja und dann hat man überall hat man halgelein übergekommen und
d1083_1-TLI_162,was ist das helgelein
d1083_1-TLI_165,sie können nicht mehr zürichdeutsch
d1083_1-TLI_167,das haben wir das ist wahr
d1083_1-TLI_168,ich habe noch viel werter wo man nicht mehr braucht
d1083_1-TLI_169,also was sie noch wissen ist nucki
d1083_1-TLI_17,neunzehnhundertfünf in wesschenken
d1083_1-TLI_171,hat niemand gewusst
d1083_1-TLI_172,es hat dann nachher aufgehört mit dem
d1083_1-TLI_173,also wie ist denn das weitergegangen
d1083_1-TLI_175,eingerückt und dann hat er zuerst müssen auf dübendorf
