Filename,Transcript
d1205-T10,ja also neunzehnhundertdreissig bin ich geboren
d1205-T100,diskutiert haben dass sie das mir das mal klein beschrieben dass ich da mir kann vorstellen wie das für sie gewesen ist
d1205-T1000,man hat einfach
d1205-T1001,etwann ausgerechnet wo mann ungefähr braucht und das hat mein paten oder
d1205-T1003,der vater hat dann miesen
d1205-T1004,wenn er am morgen brot eingeschossen hat
d1205-T1005,wo die das brot zum ofen aus genommen hat hat er auch eine formular kein
d1205-T1006,wo er mit hinten hat müssen ausfüllen
d1205-T1007,wie viele kilo
d1205-T1008,und wie viel pfundor danar ausagenommen hat
d1205-T1009,hat aber müssen mit hinten
d1205-T101,ja ich kann mich auf alle fälle noch erinnere
d1205-T1010,eingeschrieben sein
d1205-T1011,wenn es also nicht mit hinten eingeschrieben gewesen ist fünfzig franken bas
d1205-T1012,oder damit man nicht hat können etwas ausradieren
d1205-T1013,und dann wenn all der kontroller gekommen ist hat er hat er imm da formular müssen
d1205-T1014,vorlegen wo der mit tenden ausgefüllt gewesen ist und dann hat er das können abzählen wie viel da
d1205-T1015,wie ob das brot noch da ist
d1205-T1016,mh
d1205-T1017,also fünfzig franken bas wenn es nicht mit hinten eingeschrieben gewesen ist
d1205-T1018,dann ist ist natürlich kontrolle gehabt oder und mann
d1205-T1019,wenn noch so viel brot da ist vom eintagegeben und vom zweitagegeben gell
d1205-T102,also im neunzehnhundertdreiedreissig ist der hitler an die macht gekommen und denen
d1205-T1020,und haben sie dann selber in in der familie haben dann auch das dreitagegeben brot gegessen
d1205-T1021,ja immer
d1205-T1022,sonst hat da wenn man ein vom zweitagegeben genommen hätten hat ja das gefällt dann hat es auch bas geben fünf franken bas für jedes kilo wo nicht da ist habe
d1205-T1023,das hätten sie ja privat können backen
d1205-T1026,mh
d1205-T1027,das kann man heute
d1205-T1028,die heutige wohlstandsgeneration kann sich wohl da von sich illusionen machen ja klein esa oder so da hat es
d1205-T1029,gar keinen ausweg keine
d1205-T103,hat er auch seine parteitage gehabt und seine auftritt
d1205-T1030,die letzte kalorieben
d1205-T1031,hat müssen berechnet werden dass das letzte schweizermaul
d1205-T1032,die nichtigen kalorien übergekommen hat
d1205-T1033,da hat es auch
d1205-T1034,das ist auch so eine kontrollsistem gewesen da hat es kein ausweichen geben
d1205-T1036,wenn nichts mehr da gewesen ist hat es einfach nichts mehr gehabt
d1205-T1037,was hat zum beispiel
d1205-T1038,etwasser gekommen ist und hat gesagt
d1205-T1039,oder hinten angeklopft hat man sollten noch brot habe und morgen haben keine brot mehr hat man müssen sagen ja das gibt erst morgen wieder dreitagiges müssen gan und warten bis morgen
d1205-T104,und
d1205-T1040,da kann man sich heute die heutige wohlstandsgeneration kann sich das nicht vorstellen wie das gewesen ist damals
d1205-T1041,wie hart da da gewesen ist
d1205-T1042,ja darum kann ich auch nicht begreifen
d1205-T1043,das das
d1205-T1044,fünfzig jahre nachher da mann in der schweiz kann vorwurf machen
d1205-T1045,man hat noch mehr flüchtlinge können aufnehmen erstens einmal
d1205-T1046,hat man vom von der ernährung her hat man nummer mehr können aufnehmen das  ist kein gramm man da gewesen
d1205-T1047,und zu dem herr hat ja der hitler immer gedroht wenn ihr also noch mehr
d1205-T1048,flüchtlinge aufnehmen dann hole ich euch mit samt den flüchtlinge wieder zurück und dann wäre er in die schweiz kommen gell
d1205-T1049,man ist also immer zwischen haben ware und amboss gewesen
d1205-T105,damals ist noch nicht in jedem
d1205-T1050,ich habe mir nur vorgestellt innere bäckerei wenn so frisch bachat wird das schmeckt ja so fein da ist ja die versuchung sicher gross gewesen
d1205-T1051,auch etwas frisch zu essen statt dass
d1205-T1052,einfach immer also vorschriftsgemesse auf die seite zu tun
d1205-T1053,unmöglich gewesen unmöglich
d1205-T1054,erstens hat man schon knapp übergekommen
d1205-T1055,die brotmarken wo
d1205-T1056,wo mann abgelieforet hat man hat einfach so viel mehl übergekommen und
d1205-T1057,irgendwie sind eben die haben schon bunden gewesen es hat einfach nichts geben das ist einfach nummer mehr ume gewesen habe
d1205-T1059,nachher wenn sie ein kilo brot gegeben hat dann hat es halt wieder ein kilo mehl weniger geben im nächsten monat
d1205-T106,ramsorhaus einen radio gewesen
d1205-T1060,und da hat sich den vater natürlich immer aufgeregt hat er gesagt ja zu letzt haben war ja kein mehl man wollen wer das geschäft zumachen oder
d1205-T1061,wenn er ja auch feständnis keine hat damen das das sie etwarem etwas geben hat aber
