Filename,Transcript
d1228-T10,ich erinnern mich wie dort einen radfahrerkompanie
d1228-T100,in denen erinnerungen
d1228-T1000,im im
d1228-T1002,ja
d1228-T1003,da kann ich mich noch gut erinnern
d1228-T1004,aber eben dort in in der zeit wo wo ihr wo ihr da beobachtet haben
d1228-T1005,der flieger beobachtungs in und meldendienst
d1228-T1006,dann sind ja
d1228-T1007,die fliegeralarm die sind von der bevölkerung eben gar nicht mehr ernst genommen waren
d1228-T1008,gar nicht meine ware genommen worden
d1228-T1009,hat auch das nicht auch sind er dessen bewusst
d1228-T101,das ist dann natürlich
d1228-T1010,gewesen dass ihr da eigentlich
d1228-T1011,auf eine art
d1228-T1012,wie soll man sagen ein schatten fechten
d1228-T1015,wir haben
d1228-T1016,gefunden das
d1228-T1017,das dürfte nicht trotzdem nicht unwichtig sein
d1228-T1018,mindestens
d1228-T1019,ich wollte sagen in dem herbst vierundvierzig noch
d1228-T1021,wir sind nie ganz sicher gewesen ob es nicht doch auch luftkämpfe gibt
d1228-T1022,es hat ja einige geben wie wir wissen
d1228-T1024,ich würde nicht sagen dass
d1228-T1025,dass wir
d1228-T1026,dass wir unsere arbeit als nutzlos angelugt
d1228-T1028,ich darf nochmal sagen es hat
d1228-T1029,wegen von der schule
d1228-T103,ja aber es hat dann gleich eine teig in zürcher
d1228-T1031,wir haben auch viel können schwätzen miteinander das ist
d1228-T1032,die die disziplin ist zwar
d1228-T1033,funktionell geworden
d1228-T1034,weil wir haben
d1228-T1035,praktisch keine vorgesetzten gehabt
d1228-T1036,sondern wenn du etwas falsch gemacht hast oder
d1228-T1037,nicht auf die wache gegangen wärsche
d1228-T1038,hat das mit disziplin nichts zu tun gehabt
d1228-T104,teig gehört
d1228-T1040,das ist also insofern
d1228-T1041,ist das auch
d1228-T1042,ja
d1228-T1045,also ich meine die die besten du sagst dort ist man allein gewesen
d1228-T1047,wir sind irgendwo
d1228-T1048,zum teil ein
d1228-T1049,oder schaum ist ann recht gut im stroh natürlich
d1228-T105,ich will jetzt nicht sagen zürich berg
d1228-T1050,teilweise
d1228-T1051,oder ein grösseren bauernhof
d1228-T1052,mag ich mich erinnern
d1228-T1053,nicht wir sind wirklich nur ein gutes dotzt gewesen vielleicht
d1228-T1054,und haben haben denn ihr noch irgendwie einen dienstbetrieb gehabt
d1228-T1055,also mit tagwacht und
d1228-T1057,wir haben natürlich sottige sachen gehabt
d1228-T1058,aber wir sind ja vierundzwanzig stunden rotierend
d1228-T1059,haben wir wache geschoben
d1228-T106,aber es ist ein bereit gewesen vom kulturellen zürich
d1228-T1060,oder beobachtungszeiten gehabt
d1228-T1061,und dann hat es auch
d1228-T1062,glaube ich der eine oder andere eben ausgang geben
d1228-T1064,wäre ja gar nicht anders möglich gewesen mit unserer uniform
d1228-T1065,also da hat man so ähnlich
d1228-T1066,wie wie im wachtdienst man hat zwei stunden
d1228-T1067,beobachtet
d1228-T1068,und dann vier stunde auch zwei stunden ruhe und
d1228-T1069,zwei stunden oder das ist ja
d1228-T107,wo ich wollte sagen
d1228-T1070,ja ich mag mich nicht mehr genau erinnern ich weiss auch nicht ob das wirklich nur zwei stunden
d1228-T1071,gewesen sind oder ob wir nicht längere perioden gehabt haben
d1228-T1072,ich mag mich ganz andere sachen erinnern
d1228-T1073,dass
d1228-T1074,wir besonders in dübendorf
d1228-T1075,haben wir vom za her
d1228-T1076,tiere gehört
d1228-T1077,nächte die erfahrung
d1228-T1078,von der von der von der nacht
d1228-T1079,das ist das ist man bleiben
d1228-T108,wo im nachhinein sehr sehr wichtig gewesen ist
d1228-T1080,auch die natur
d1228-T1081,herbst
d1228-T1082,und so weiter das haben wir dann schon sehr
d1228-T1083,ware genommen und die liessen haben brüelt und
d1228-T1084,gemacht und getan und
d1228-T1085,das ist es einen gewesen
d1228-T1087,dann ist man aber auch durch die
d1228-T1088,totale dunkelheit hat man mich essen gehen
d1228-T1089,und ich mag mich dort am
d1228-T109,ich mag mich auch an etwas anderes erinnern
d1228-T1090,wollte sagen
d1228-T1091,an das gefühl von da untenasynness
d1228-T1092,ich will nicht sagen angst aber ist auch klein hat auch klein gekribbelt und so weiter
d1228-T1093,da da sind so so an eindrücke
d1228-T1094,wo ich aus aus der zeit haben
d1228-T1095,aber das sind das sind eigentlich marginale eindrücke die die eindrücke
d1228-T1096,ich wollte sagen von den isolation die eindrücke
d1228-T1097,doch von der auseinandersetzung mit
d1228-T1098,deutschfreundlichen zum beispiel
d1228-T1099,am wort das
d1228-T11,eingerückt ist und zwar ein innen für mich damals sehr wichtig
d1228-T110,zum beispiel dass
d1228-T1100,das ist schon
d1228-T1101,das das ist schon noch in den erinnerung wir haben gewusst
